stockid,date,asset,equity,loan,deposit
601398,20140630,2030367744,135950304,1064611520,1572833152
601398,20140930,2015095552,143237504,1085365248,1533996416
601818,20051231,51555668,-278262.5938,28550394,43340364
601818,20061231,59611660,-18241.80078,33424730,50287148
601818,20071231,73918648,2468909.25,41756700,56070300
601818,20081231,85183816,3323208.5,46848700,62585300
601818,20091231,119769608,4812146,64896900,80770288
601818,20100630,142623568,5536658.5,72585536,95136920
601818,20100930,149104048,7995353.5,78324241.36,106825970.6
601818,20101231,148395040,8146270,77951800,106318000
601818,20110331,168515360,8636348,86297091.07,118101166.7
601818,20110630,166212720,8674308,85117904,116487400
601818,20110930,166999456,9093732,85782352.9,118049602.7
601818,20111231,173334560,9614963,89036496,122527800
601818,20120331,201670768,10326119,93668321.53,133228703
601818,20120630,209379424,10469848,97248696,138321232
601818,20120930,221735984,11000604,99538401.63,138816674.6
601818,20121231,227929504,11432200,102318704,142694096
601818,20130331,241449200,12261200,107922116,151903435.1
601818,20130630,247116800,12706600,110455400,155469104
601818,20130930,247434400,13234600,119492724.3,164466609.2
601818,20131231,241508608,15305200,116631000,160527808
601818,20140331,257820192,16384600,120272916.8,173479764.7
601818,20140630,266957792,16523100,124535600,179628192
601818,20140930,258141792,17313600,127214400,172827904
601939,20001231,253169504,11485000,138516696.5,208389221.6
601939,20011231,275237184,10756700,150590592,226553600
601939,20021231,308319488,10723600,176638800,259965200
601939,20031231,355427904,18628000,212213408,297128000
601939,20041231,390992000,19555100,222742592,349112096
601939,20051231,458574208,28767700,245839808,400604608
601939,20061231,544851072,33020400,287351616,472125600
601939,20070630,611779072,32573800,316537312,504828512
601939,20070930,640604096,38992200,317687319.5,518480826
601939,20071231,659817728,42228100,327215712,534031616
601939,20080331,687502976,44836900,344597395.4,563192713.2
601939,20080630,705770624,45539800,353753696,578157312
601939,20080930,732363072,47953400,367753474,618028479.2
601939,20081231,755545216,46756200,379394304,637591488
601939,20090331,867463296,49418500,430900940.8,724620278.3
601939,20090630,911017088,50653400,452535712,761002176
601939,20090930,935397184,53702500,468485498.1,777734478.6
601939,20091231,962335488,55902000,481977312,800132288
601939,20100331,1012438208,59569900,529105995.1,849802931
601939,20100630,1023598080,58019800,534938208,859170112
601939,20100930,1057905024,62449400,554784727,888121837.2
601939,20101231,1081031680,70090496,566912768,907536896
601939,20110331,1131251584,74907696,590936705.9,951993680.6
601939,20110630,1175476608,73867600,614038720,989210816
601939,20110930,1177233024,77902400,622691145,957312728.6
601939,20111231,1228183424,81666096,649641088,998745024
601939,20120331,1327738240,86916096,694194582,1075584369
601939,20120630,1350574464,86940496,706134272,1094083712
601939,20120930,1329648256,91768400,714868376,1079402412
601939,20121231,1397282816,94960896,751231232,1134307840
601939,20130331,1467663360,101082496,799558535.8,1200015296
601939,20130630,1485921408,100051104,809505216,1214943744
601939,20130930,1499576960,104961200,838460927.2,1193070006
601939,20131231,1536321024,107432896,859005696,1222303744
601939,20140331,1614144768,114771904,904582338.1,1275284799
601939,20140630,1639979008,114701200,919060096,1295695616
601939,20140930,1673586304,120817904,934948928,1298240640
601988,20031231,397996512,22947600,215747296,303595584
601988,20041231,427044288,23273800,214646208,334247712
601988,20051231,474280608,26262000,223504608,370377696
601988,20060630,522693312,38645300,240553600,405302400
601988,20060930,526884608,40677300,240603853.1,405202676.6
601988,20061231,532527296,41781400,243180608,409542208
601988,20070331,560363712,42934400,256363966.7,417597345.8
601988,20070630,583859072,43016200,267112992,435106688
601988,20070930,602020928,45039300,286228355.3,441820597.3
601988,20071231,599555328,45499300,285056096,440011104
601988,20080331,634461184,47373800,317150724.4,481944323.5
601988,20080630,648731328,46386200,324284000,492784096
601988,20080930,659661504,48009500,312598649.4,490628414.9
601988,20081231,695569408,49390100,329614592,517335200
601988,20090331,792760896,51153100,416446917.5,608397360.9
601988,20090630,821125888,50298100,431347392,630165824
601988,20090930,834233600,52433400,468054428.6,637217636.7
601988,20091231,875194304,54539400,491035808,668504896
601988,20100331,972167296,57349000,541184213.9,728895134.3
601988,20100630,968581184,56731600,539187904,726206400
601988,20100930,1010243520,59794500,546718863.4,728152875.4
601988,20101231,1045986496,67615000,566062080,753915328
601988,20110331,1124624256,71153904,608808719.5,792915380.4
601988,20110630,1148349824,70312496,621652416,809643072
601988,20110930,1152991232,72578704,618188357.5,859423078.4
601988,20111231,1183006592,75589400,634281408,881796096
601988,20120331,1289401472,79610200,678969502.8,953315364.2
601988,20120630,1282558976,79161696,675366400,948256384
601988,20120930,1274368512,82772896,689883988.2,921962440.9
601988,20121231,1268061440,86154200,686469632,917399488
601988,20130331,1324237824,90247000,743187283.5,986589376.3
601988,20130630,1325620608,88633296,743963328,987619584
601988,20130930,1362479360,92566096,747097775.6,991619501.1
601988,20131231,1387429888,96147696,760779072,1009778624
601988,20140331,1510536704,101236896,822650562.7,1092744237
601988,20140630,1546909568,100645600,842459520,1119056896
601988,20140930,1542795648,104625696,844440320,1104728448
601998,20021231,33516260,933688.1875,20908873.17,27521781.05
601998,20031231,41980296,1684492.75,26189100,34472000
601998,20041231,49340200,872000,30657100,43502000
601998,20051231,59499300,2371800,37025400,53057300
601998,20061231,70685904,3183000,46316700,61841200
601998,20070630,86854896,7897600,53551900,66642400
601998,20070930,92891800,8104100,52838414.07,72312942.27
601998,20071231,101123600,8414100,57520800,78721104
601998,20080331,107605800,8605900,61046687.2,81817578.55
601998,20080630,111720800,9019600,63381200,84946400
601998,20080930,108867504,9437700,60941542.2,86687570.32
601998,20081231,118783696,9534600,66492400,94583504
601998,20090331,125556896,9828000,88580928.08,105118968.4
601998,20090630,140147696,9906300,98874800,117334704
601998,20090930,142886096,10342800,85782398.26,108022176.3
601998,20091231,177503104,10700800,106564896,134192704
601998,20100331,175280192,11186900,107764314.1,147195697.2
601998,20100630,194016800,11422200,119283800,162930208
601998,20100930,194761504,12104000,118303273.5,161963231
601998,20101231,208131392,12453800,126424496,173081600
601998,20110331,214439808,13132600,129398189.9,178911117.4
601998,20110630,224521792,13965700,135481904,187322704
601998,20110930,227084304,17336200,117737274.2,161580887.7
601998,20111231,276588096,17878100,143403696,196805104
601998,20120331,265737600,18779600,139900437.3,199444085.3
601998,20120630,291636512,19248000,153535200,218882000
601998,20120930,291194496,19966900,163593785.7,221857498.4
601998,20121231,295993888,20308600,166290096,225514096
601998,20130331,311908416,21279600,165581099.2,237216732.2
601998,20130630,343694496,21597700,182455200,261391104
601998,20130930,340140800,22481000,181334205.1,247705604.6
601998,20131231,364119296,23072500,194117504,265167808
601998,20140331,398151392,24335400,195709477.9,281973639.2
601998,20140630,431118688,24669800,211914400,305321312
601998,20140930,404588704,25768500,198873708.9,286532589.2
000001,20141231,208471900.7,13277701.83,102473400,153318304
600000,20141231,412653658.4,26282161.84,202838000,272400384
600036,20141231,511431728.2,32573397.03,251391904,330443808
601288,20141231,1647470916,104928422.1,809806720,1253339648
601998,20141231,445108037.2,28349200.91,218790800,284957408
