stockid,stockname,date,revenue,interestincome,interestexpense,noninterestexpense,adminexpense
601328.SH,交通银行,20140930,"13,516,900.00 ","22,095,600.00 ","11,446,900.00 ","241,300.00 ","3,654,900.00 "
601328.SH,交通银行,20140630,"9,042,300.00 ","14,688,500.00 ","7,620,100.00 ","161,300.00 ","2,262,000.00 "
601328.SH,交通银行,20140331,"4,472,800.00 ","7,122,600.00 ","3,752,400.00 ","82,300.00 ","1,064,200.00 "
601328.SH,交通银行,20131231,"16,443,500.00 ","26,684,800.00 ","12,863,400.00 ","343,700.00 ","4,644,000.00 "
601328.SH,交通银行,20130930,"12,422,200.00 ","19,725,100.00 ","9,314,600.00 ","251,400.00 ","3,291,900.00 "
601328.SH,交通银行,20130630,"8,481,200.00 ","13,025,900.00 ","6,008,100.00 ","165,400.00 ","2,002,200.00 "
601328.SH,交通银行,20130331,"4,218,700.00 ","6,372,800.00 ","2,918,300.00 ","80,100.00 ","864,800.00 "
601328.SH,交通银行,20121231,"14,733,700.00 ","24,483,200.00 ","12,047,000.00 ","324,400.00 ","4,273,400.00 "
601328.SH,交通银行,20120930,"10,966,500.00 ","18,283,800.00 ","9,039,400.00 ","232,400.00 ","2,995,700.00 "
601328.SH,交通银行,20120630,"7,364,200.00 ","12,078,900.00 ","5,980,900.00 ","149,900.00 ","1,815,400.00 "
601328.SH,交通银行,20120331,"3,651,500.00 ","5,895,100.00 ","2,922,400.00 ","75,800.00 ","815,800.00 "
601328.SH,交通银行,20111231,"12,695,600.00 ","19,371,400.00 ","8,827,100.00 ","291,500.00 ","3,752,900.00 "
601328.SH,交通银行,20110930,"9,419,500.00 ","14,117,500.00 ","6,280,800.00 ","203,900.00 ","2,635,300.00 "
601328.SH,交通银行,20110630,"6,193,700.00 ","8,980,700.00 ","3,879,600.00 ","129,900.00 ","1,637,900.00 "
601328.SH,交通银行,20110331,"3,023,900.00 ","4,256,100.00 ","1,810,100.00 ","62,800.00 ","720,700.00 "
601328.SH,交通银行,20101231,"10,423,400.00 ","14,513,000.00 ","5,691,000.00 ","259,700.00 ","3,243,500.00 "
601328.SH,交通银行,20100930,"7,596,900.00 ","10,453,900.00 ","4,075,000.00 ","184,700.00 ","2,126,400.00 "
601328.SH,交通银行,20100630,"4,939,800.00 ","6,716,800.00 ","2,593,700.00 ","118,500.00 ","1,360,600.00 "
601328.SH,交通银行,20100331,"2,393,600.00 ","3,201,100.00 ","1,246,100.00 ","60,600.00 ","591,600.00 "
601328.SH,交通银行,20091231,"8,093,700.00 ","11,727,100.00 ","5,007,500.00 ","201,500.00 ","2,604,300.00 "
601328.SH,交通银行,20090930,"5,743,900.00 ","8,581,500.00 ","3,836,900.00 ","132,700.00 ","1,683,900.00 "
601328.SH,交通银行,20090630,"3,681,300.00 ","5,576,500.00 ","2,587,900.00 ","76,100.00 ","1,000,700.00 "
601328.SH,交通银行,20090331,"1,786,500.00 ","2,778,600.00 ","1,315,800.00 ","32,300.00 ","477,100.00 "
601328.SH,交通银行,20081231,"7,666,000.00 ","11,697,100.00 ","5,124,400.00 ","128,400.00 ","2,402,800.00 "
601328.SH,交通银行,20080930,"5,740,900.00 ","8,742,100.00 ","3,718,500.00 ","81,900.00 ","1,661,500.00 "
601328.SH,交通银行,20080630,"3,763,900.00 ","5,605,300.00 ","2,309,600.00 ","54,700.00 ","1,074,700.00 "
601328.SH,交通银行,20080331,"1,802,300.00 ","2,721,600.00 ","1,079,300.00 ","24,600.00 ","479,300.00 "
601328.SH,交通银行,20071231,"6,232,200.00 ","9,023,000.00 ","3,637,600.00 ","96,800.00 ","2,021,400.00 "
601328.SH,交通银行,20070930,"4,356,800.00 ","5,284,300.00 ","2,593,700.00 ","84,200.00 ","1,398,700.00 "
601328.SH,交通银行,20070630,"2,720,800.00 ","3,312,900.00 ","1,621,800.00 ","53,100.00 ","845,300.00 "
601328.SH,交通银行,20070331,"1,279,600.00 ","2,318,600.00 ","784,300.00 ","24,300.00 ",0.00 
601328.SH,交通银行,20061231,"4,322,500.00 ","5,464,900.00 ","2,472,800.00 ","49,100.00 ","1,554,800.00 "
601328.SH,交通银行,20060930,"3,159,300.00 ","3,888,300.00 ","1,747,600.00 ","39,500.00 ","1,100,100.00 "
601328.SH,交通银行,20060630,"2,026,400.00 ","2,505,200.00 ","1,126,600.00 ","25,800.00 ","663,900.00 "
601328.SH,交通银行,20060331,"964,700.00 ","1,874,700.00 ","555,100.00 ","14,200.00 ",0.00 
601328.SH,交通银行,20051231,"3,509,000.00 ","4,264,200.00 ","1,839,500.00 ","37,100.00 ","1,286,200.00 "
601328.SH,交通银行,20041231,"2,883,300.00 ","3,456,600.00 ","1,321,500.00 ","30,900.00 ","1,171,800.00 "
601328.SH,交通银行,20031231,"2,170,590.70 ","2,579,674.10 ","1,032,891.80 ","28,523.50 ","906,998.70 "
601328.SH,交通银行,20021231,"1,768,742.90 ","2,314,948.00 ","933,793.40 ","24,475.60 ","801,066.60 "
601328.SH,交通银行,20011231,"2,823,205.51 ","2,712,926.31 ",0.00 ,"23,241.44 ",0.00 
601398.SH,工商银行,20140930,"48,858,900.00 ","64,665,600.00 ","26,471,700.00 ","971,300.00 ","11,887,300.00 "
601398.SH,工商银行,20140630,"32,842,500.00 ","42,419,800.00 ","17,500,600.00 ","615,800.00 ","7,867,400.00 "
601398.SH,工商银行,20140331,"16,263,300.00 ","20,892,400.00 ","8,732,000.00 ","286,800.00 ","3,752,800.00 "
601398.SH,工商银行,20131231,"58,963,700.00 ","77,866,000.00 ","32,377,600.00 ","1,222,400.00 ","16,528,000.00 "
601398.SH,工商银行,20130930,"44,191,700.00 ","57,598,400.00 ","23,913,300.00 ","819,500.00 ","11,211,700.00 "
601398.SH,工商银行,20130630,"29,860,700.00 ","37,946,900.00 ","15,661,800.00 ","513,000.00 ","7,269,800.00 "
601398.SH,工商银行,20130331,"14,776,000.00 ","18,704,200.00 ","7,758,600.00 ","244,400.00 ","3,540,200.00 "
601398.SH,工商银行,20121231,"53,694,500.00 ","72,877,900.00 ","30,361,100.00 ","981,700.00 ","15,333,600.00 "
601398.SH,工商银行,20120930,"40,147,300.00 ","54,461,400.00 ","22,594,800.00 ","649,700.00 ","10,357,500.00 "
601398.SH,工商银行,20120630,"26,548,600.00 ","35,689,700.00 ","15,046,400.00 ","403,200.00 ","6,688,900.00 "
601398.SH,工商银行,20120331,"13,101,700.00 ","17,500,500.00 ","7,553,200.00 ","190,400.00 ","3,191,300.00 "
601398.SH,工商银行,20111231,"47,521,400.00 ","59,420,000.00 ","22,681,600.00 ","752,700.00 ","13,959,800.00 "
601398.SH,工商银行,20110930,"35,172,900.00 ","42,915,000.00 ","15,910,000.00 ","497,800.00 ","9,217,600.00 "
601398.SH,工商银行,20110630,"23,268,800.00 ","27,406,600.00 ","9,821,500.00 ","305,300.00 ","5,938,300.00 "
601398.SH,工商银行,20110331,"11,381,700.00 ","13,127,200.00 ","4,551,700.00 ","139,900.00 ","2,870,900.00 "
601398.SH,工商银行,20101231,"38,082,100.00 ","46,304,600.00 ","15,901,300.00 ","516,800.00 ","11,657,800.00 "
601398.SH,工商银行,20100930,"27,869,000.00 ","33,903,200.00 ","11,715,500.00 ","346,600.00 ","7,913,100.00 "
601398.SH,工商银行,20100630,"18,170,800.00 ","22,003,200.00 ","7,655,300.00 ","216,600.00 ","5,121,400.00 "
601398.SH,工商银行,20100331,"8,733,800.00 ","10,612,400.00 ","3,763,500.00 ","102,500.00 ","2,429,800.00 "
601398.SH,工商银行,20091231,"30,945,400.00 ","40,625,900.00 ","16,005,700.00 ","389,500.00 ","10,170,300.00 "
601398.SH,工商银行,20090930,"22,663,400.00 ","30,113,700.00 ","12,257,000.00 ","258,100.00 ","7,008,200.00 "
601398.SH,工商银行,20090630,"14,835,200.00 ","19,946,100.00 ","8,323,900.00 ","154,700.00 ","4,404,000.00 "
601398.SH,工商银行,20090331,"7,288,700.00 ","10,017,200.00 ","4,231,800.00 ","69,100.00 ","1,868,000.00 "
601398.SH,工商银行,20081231,"30,975,800.00 ","44,100,200.00 ","17,753,700.00 ","270,900.00 ","9,150,600.00 "
601398.SH,工商银行,20080930,"23,171,700.00 ","32,775,900.00 ","13,085,900.00 ","173,000.00 ","6,413,200.00 "
601398.SH,工商银行,20080630,"15,500,700.00 ","21,527,800.00 ","8,322,600.00 ","99,000.00 ","4,377,900.00 "
601398.SH,工商银行,20080331,"7,564,000.00 ","10,579,300.00 ","3,932,200.00 ","72,700.00 ","1,916,800.00 "
601398.SH,工商银行,20071231,"25,415,700.00 ","35,871,100.00 ","13,282,200.00 ","305,500.00 ","8,763,100.00 "
601398.SH,工商银行,20070930,"18,237,400.00 ","25,738,600.00 ","9,655,000.00 ","203,100.00 ","5,694,500.00 "
601398.SH,工商银行,20070630,"11,649,200.00 ","16,455,800.00 ","6,158,900.00 ","124,300.00 ","3,611,600.00 "
601398.SH,工商银行,20070331,"5,452,000.00 ","7,847,600.00 ","3,037,400.00 ","52,300.00 ","1,629,500.00 "
601398.SH,工商银行,20061231,"17,888,900.00 ","27,294,100.00 ","10,982,300.00 ","218,500.00 ","6,446,900.00 "
601398.SH,工商银行,20060930,"13,169,300.00 ","19,993,400.00 ","8,010,600.00 ","143,200.00 ","4,742,400.00 "
601398.SH,工商银行,20060630,"8,466,900.00 ","12,903,800.00 ","5,253,000.00 ","89,500.00 ","2,867,500.00 "
601398.SH,工商银行,20051231,"16,237,800.00 ","23,459,200.00 ","8,659,900.00 ","183,000.00 ","6,129,300.00 "
601398.SH,工商银行,20050630,"7,649,000.00 ","10,922,300.00 ","4,055,800.00 ","63,500.00 ","2,646,000.00 "
601398.SH,工商银行,20041231,"13,934,200.00 ","19,876,900.00 ","7,016,100.00 ","157,200.00 ","4,706,700.00 "
601398.SH,工商银行,20031231,"12,408,700.00 ","18,294,900.00 ","6,636,100.00 ","143,500.00 ","4,693,600.00 "
601818.SH,光大银行,20140930,"5,793,000.00 ","10,020,100.00 ","5,663,400.00 ","94,800.00 ","1,657,800.00 "
601818.SH,光大银行,20140630,"3,746,000.00 ","6,621,400.00 ","3,830,400.00 ","62,600.00 ","1,054,700.00 "
601818.SH,光大银行,20140331,"1,793,900.00 ","3,283,900.00 ","1,971,600.00 ","28,800.00 ","468,700.00 "
601818.SH,光大银行,20131231,"6,530,600.00 ","12,024,100.00 ","6,922,000.00 ","81,000.00 ","2,062,200.00 "
601818.SH,光大银行,20130930,"4,876,800.00 ","8,912,300.00 ","5,047,700.00 ","53,200.00 ","1,371,500.00 "
601818.SH,光大银行,20130630,"3,378,200.00 ","5,843,500.00 ","3,231,400.00 ","31,700.00 ","936,000.00 "
601818.SH,光大银行,20130331,"1,678,200.00 ","2,860,200.00 ","1,553,200.00 ","14,500.00 ","430,400.00 "
601818.SH,光大银行,20121231,"5,991,600.00 ","10,407,400.00 ","5,370,800.00 ","51,500.00 ","1,795,600.00 "
601818.SH,光大银行,20120930,"4,437,838.90 ","7,669,522.10 ","3,869,815.50 ","34,953.10 ","1,238,824.50 "
601818.SH,光大银行,20120630,"3,047,942.00 ","5,077,544.00 ","2,542,776.10 ","22,531.10 ","856,092.00 "
601818.SH,光大银行,20120331,"1,509,482.70 ","2,442,276.20 ","1,223,731.00 ","10,438.90 ","390,931.50 "
601818.SH,光大银行,20111231,"4,607,255.30 ","7,794,371.10 ","3,844,435.70 ","40,795.70 ","1,472,004.90 "
601818.SH,光大银行,20110930,"3,386,464.40 ","5,625,791.80 ","2,723,160.00 ","29,298.30 ","1,018,043.70 "
601818.SH,光大银行,20110630,"2,292,986.40 ","3,610,982.30 ","1,720,631.90 ","19,230.80 ","675,345.00 "
601818.SH,光大银行,20110331,"1,115,345.60 ","1,725,246.80 ","799,474.00 ","8,901.70 ","328,375.00 "
601818.SH,光大银行,20101231,"3,552,998.50 ","5,419,180.30 ","2,373,346.00 ","37,236.50 ","1,259,034.70 "
601818.SH,光大银行,20100930,"2,638,500.90 ","3,961,457.40 ","1,740,949.40 ","25,072.40 ","933,648.20 "
601818.SH,光大银行,20100630,"1,731,470.10 ","2,531,073.30 ","1,105,712.70 ","15,719.00 ","589,880.40 "
601818.SH,光大银行,20100331,"850,549.40 ","1,198,316.70 ","521,694.70 ","7,595.10 ","252,313.00 "
601818.SH,光大银行,20091231,"2,425,865.30 ","3,745,724.10 ","1,782,206.60 ","37,611.80 ","953,298.20 "
601818.SH,光大银行,20090930,"1,795,839.70 ","2,722,074.40 ","1,342,807.40 ","25,839.40 ","652,349.30 "
601818.SH,光大银行,20081231,"2,470,099.80 ","4,312,823.50 ","2,076,914.80 ","43,250.20 ","830,100.90 "
601818.SH,光大银行,20071231,"2,004,436.50 ","3,114,229.10 ","1,333,346.60 ","48,787.90 ","637,691.60 "
601818.SH,光大银行,20061231,"1,379,339.30 ","2,354,455.10 ","1,056,749.40 ","26,125.00 ","543,087.30 "
601818.SH,光大银行,20051231,"1,190,429.30 ","1,888,642.70 ","808,886.50 ","9,645.00 ","468,334.30 "
601939.SH,建设银行,20140930,"42,904,300.00 ","56,258,600.00 ","22,377,500.00 ","265,300.00 ","10,425,400.00 "
601939.SH,建设银行,20140630,"28,709,700.00 ","36,808,600.00 ","14,518,100.00 ","167,400.00 ","6,658,800.00 "
601939.SH,建设银行,20140331,"14,735,100.00 ","18,232,100.00 ","6,914,900.00 ","80,000.00 ","3,194,500.00 "
601939.SH,建设银行,20131231,"50,860,800.00 ","65,334,000.00 ","25,670,900.00 ","314,900.00 ","14,869,200.00 "
601939.SH,建设银行,20130930,"37,739,000.00 ","48,487,600.00 ","19,267,100.00 ","226,700.00 ","9,489,300.00 "
601939.SH,建设银行,20130630,"25,140,100.00 ","31,751,200.00 ","12,568,700.00 ","147,100.00 ","6,087,900.00 "
601939.SH,建设银行,20130331,"12,558,400.00 ","15,728,100.00 ","6,262,700.00 ","70,500.00 ","2,958,000.00 "
601939.SH,建设银行,20121231,"46,074,600.00 ","60,886,100.00 ","25,003,900.00 ","271,100.00 ","13,456,600.00 "
601939.SH,建设银行,20120930,"34,127,600.00 ","45,234,300.00 ","18,714,200.00 ","200,200.00 ","8,676,100.00 "
601939.SH,建设银行,20120630,"22,700,500.00 ","29,811,400.00 ","12,574,100.00 ","128,200.00 ","5,669,300.00 "
601939.SH,建设银行,20120331,"10,968,200.00 ","14,662,700.00 ","6,316,500.00 ","63,200.00 ","2,759,200.00 "
601939.SH,建设银行,20111231,"39,709,000.00 ","48,335,900.00 ","17,767,500.00 ","250,000.00 ","11,829,400.00 "
601939.SH,建设银行,20110930,"29,615,000.00 ","34,884,100.00 ","12,534,300.00 ","201,600.00 ","7,791,400.00 "
601939.SH,建设银行,20110630,"19,603,300.00 ","22,359,600.00 ","7,775,200.00 ","122,000.00 ","5,069,900.00 "
601939.SH,建设银行,20110331,"9,633,300.00 ","10,757,100.00 ","3,586,500.00 ","65,500.00 ","2,497,000.00 "
601939.SH,建设银行,20101231,"32,348,900.00 ","37,811,900.00 ","12,628,300.00 ","202,400.00 ","10,179,300.00 "
601939.SH,建设银行,20100930,"23,479,800.00 ","27,632,800.00 ","9,393,300.00 ","151,400.00 ","6,570,700.00 "
601939.SH,建设银行,20100630,"15,330,700.00 ","17,981,200.00 ","6,185,100.00 ","103,200.00 ","4,255,600.00 "
601939.SH,建设银行,20100331,"7,527,600.00 ","8,767,500.00 ","3,040,800.00 ","49,800.00 ","2,039,300.00 "
601939.SH,建设银行,20091231,"26,718,400.00 ","33,971,300.00 ","12,757,800.00 ","178,000.00 ","8,790,000.00 "
601939.SH,建设银行,20090930,"19,737,500.00 ","25,358,800.00 ","9,781,400.00 ","145,400.00 ","5,788,900.00 "
601939.SH,建设银行,20090630,"13,086,200.00 ","16,852,100.00 ","6,596,700.00 ","96,900.00 ","3,785,900.00 "
601939.SH,建设银行,20090331,"6,545,800.00 ","8,414,600.00 ","3,323,900.00 ","38,400.00 ","1,854,400.00 "
601939.SH,建设银行,20081231,"26,750,700.00 ","35,661,600.00 ","13,158,000.00 ","161,000.00 ","8,216,200.00 "
601939.SH,建设银行,20080930,"19,878,100.00 ","26,459,400.00 ","9,632,700.00 ","118,000.00 ","5,657,000.00 "
601939.SH,建设银行,20080630,"13,518,800.00 ","17,226,200.00 ","6,111,300.00 ","75,800.00 ","3,796,200.00 "
601939.SH,建设银行,20080331,"6,491,000.00 ","8,365,700.00 ","2,917,800.00 ","35,900.00 ","1,791,400.00 "
601939.SH,建设银行,20071231,"21,945,900.00 ","28,499,000.00 ","9,204,800.00 ","141,800.00 ","7,882,500.00 "
601939.SH,建设银行,20070930,"15,878,900.00 ","20,526,900.00 ","6,587,800.00 ","91,800.00 ","4,774,500.00 "
601939.SH,建设银行,20070630,"9,931,200.00 ","13,095,600.00 ","4,168,400.00 ","61,100.00 ","3,132,900.00 "
601939.SH,建设银行,20061231,"15,021,200.00 ","21,533,000.00 ","7,482,100.00 ","105,600.00 ","5,707,600.00 "
601939.SH,建设银行,20060630,"7,026,800.00 ","10,051,000.00 ","3,519,100.00 ","50,800.00 ","2,522,000.00 "
601939.SH,建设银行,20051231,"12,726,800.00 ","17,368,800.00 ","5,705,000.00 ","80,600.00 ","4,999,900.00 "
601939.SH,建设银行,20041231,"11,257,900.00 ","14,726,800.00 ","4,570,800.00 ","88,100.00 ","4,521,800.00 "
601939.SH,建设银行,20031231,"8,855,000.00 ","12,140,500.00 ","4,243,300.00 ",0.00 ,"3,841,700.00 "
601939.SH,建设银行,20021231,"7,102,400.00 ","10,309,200.00 ","3,812,000.00 ","46,500.00 ","3,500,800.00 "
601939.SH,建设银行,20011231,"6,199,900.00 ","9,930,800.00 ","4,393,700.00 ","33,600.00 ","3,154,900.00 "
601939.SH,建设银行,20001231,"5,349,400.00 ","9,927,500.00 ","4,912,200.00 ","29,400.00 ","3,120,700.00 "
601988.SH,中国银行,20140930,"34,633,400.00 ","46,547,500.00 ","21,057,000.00 ","526,500.00 ","9,346,200.00 "
601988.SH,中国银行,20140630,"23,492,400.00 ","30,667,000.00 ","13,751,800.00 ","344,400.00 ","6,001,000.00 "
601988.SH,中国银行,20140331,"12,003,800.00 ","15,020,100.00 ","6,599,000.00 ","174,900.00 ","2,984,500.00 "
601988.SH,中国银行,20131231,"40,750,800.00 ","54,209,000.00 ","23,541,000.00 ","649,300.00 ","12,474,700.00 "
601988.SH,中国银行,20130930,"30,560,900.00 ","39,985,900.00 ","17,340,600.00 ","455,700.00 ","8,905,000.00 "
601988.SH,中国银行,20130630,"20,608,400.00 ","26,310,300.00 ","11,258,200.00 ","299,200.00 ","5,701,400.00 "
601988.SH,中国银行,20130331,"10,546,600.00 ","13,187,600.00 ","5,601,900.00 ","144,200.00 ","2,806,200.00 "
601988.SH,中国银行,20121231,"36,609,100.00 ","52,656,600.00 ","24,956,400.00 ","527,500.00 ","11,614,300.00 "
601988.SH,中国银行,20120930,"26,943,500.00 ","39,445,000.00 ","19,129,900.00 ","380,000.00 ","8,220,000.00 "
601988.SH,中国银行,20120630,"17,962,700.00 ","26,281,000.00 ","12,906,700.00 ","247,100.00 ","5,250,900.00 "
601988.SH,中国银行,20120331,"9,495,600.00 ","13,038,200.00 ","6,252,900.00 ","123,000.00 ","2,639,100.00 "
601988.SH,中国银行,20111231,"32,816,600.00 ","42,628,200.00 ","18,503,800.00 ","535,600.00 ","10,851,100.00 "
601988.SH,中国银行,20110930,"24,527,900.00 ","30,809,100.00 ","13,073,000.00 ","405,400.00 ","7,393,600.00 "
601988.SH,中国银行,20110630,"16,611,000.00 ","19,731,400.00 ","8,055,900.00 ","262,900.00 ","4,785,700.00 "
601988.SH,中国银行,20110331,"8,356,700.00 ","9,628,400.00 ","3,707,300.00 ","127,600.00 ","2,316,800.00 "
601988.SH,中国银行,20101231,"27,681,700.00 ","32,622,500.00 ","11,957,100.00 ","473,100.00 ","9,455,500.00 "
601988.SH,中国银行,20100930,"20,242,000.00 ","23,843,900.00 ","8,742,400.00 ","338,200.00 ","6,343,500.00 "
601988.SH,中国银行,20100630,"13,301,000.00 ","15,442,100.00 ","5,616,100.00 ","219,900.00 ","3,962,800.00 "
601988.SH,中国银行,20100331,"6,755,600.00 ","7,510,000.00 ","2,674,600.00 ","112,000.00 ","1,904,400.00 "
601988.SH,中国银行,20091231,"23,219,800.00 ","27,535,600.00 ","10,254,300.00 ","422,100.00 ","8,107,600.00 "
601988.SH,中国银行,20090930,"16,888,100.00 ","20,371,800.00 ","7,805,800.00 ","302,700.00 ","5,398,400.00 "
601988.SH,中国银行,20090630,"10,785,600.00 ","12,973,000.00 ","5,261,000.00 ","189,500.00 ","3,388,500.00 "
601988.SH,中国银行,20090331,"5,053,300.00 ","6,394,500.00 ","2,646,200.00 ","81,600.00 ","1,606,900.00 "
601988.SH,中国银行,20081231,"22,828,800.00 ","30,070,700.00 ","12,399,100.00 ","376,500.00 ","7,195,700.00 "
601988.SH,中国银行,20080930,"17,739,200.00 ","22,452,200.00 ","9,236,300.00 ","260,100.00 ","5,231,600.00 "
601988.SH,中国银行,20080630,"11,907,700.00 ","14,744,000.00 ","5,988,200.00 ","174,800.00 ","3,303,500.00 "
601988.SH,中国银行,20080331,"5,503,700.00 ","7,009,100.00 ","2,927,600.00 ","82,500.00 ","2,288,600.00 "
601988.SH,中国银行,20071231,"18,066,900.00 ","26,187,100.00 ","10,912,600.00 ","406,600.00 ","8,421,000.00 "
601988.SH,中国银行,20070930,"13,751,800.00 ","19,034,700.00 ","7,977,400.00 ","267,900.00 ","5,522,500.00 "
601988.SH,中国银行,20070630,"8,877,100.00 ","12,250,300.00 ","5,147,600.00 ","162,400.00 ","3,321,000.00 "
601988.SH,中国银行,20070331,"4,286,900.00 ","5,966,800.00 ","2,529,500.00 ","73,800.00 ","1,668,200.00 "
601988.SH,中国银行,20061231,"14,541,300.00 ","22,245,500.00 ","9,396,300.00 ","281,600.00 ","5,361,400.00 "
601988.SH,中国银行,20060930,"10,609,600.00 ","15,680,600.00 ","6,952,900.00 ","194,700.00 ","4,462,800.00 "
601988.SH,中国银行,20060630,"6,837,000.00 ","10,012,400.00 ","4,530,100.00 ","132,500.00 ","2,923,500.00 "
601988.SH,中国银行,20060331,"3,345,500.00 ","4,804,400.00 ","2,182,600.00 ","58,400.00 ","1,434,800.00 "
601988.SH,中国银行,20051231,"11,602,800.00 ","17,659,200.00 ","6,694,000.00 ",0.00 ,"4,560,400.00 "
601988.SH,中国银行,20050630,"8,688,400.00 ","11,102,500.00 ","2,880,800.00 ","139,700.00 ",0.00 
601988.SH,中国银行,20041231,"10,473,700.00 ","13,746,000.00 ","4,391,800.00 ",0.00 ,"4,191,500.00 "
601988.SH,中国银行,20031231,"9,283,900.00 ","11,962,700.00 ","4,037,000.00 ",0.00 ,"3,404,100.00 "
601998.SH,中信银行,20140930,"9,256,800.00 ","15,467,700.00 ","8,462,900.00 ","110,600.00 ","2,528,200.00 "
601998.SH,中信银行,20140630,"6,210,600.00 ","10,228,000.00 ","5,666,600.00 ","69,000.00 ","1,666,000.00 "
601998.SH,中信银行,20140331,"2,980,000.00 ","4,995,400.00 ","2,781,800.00 ","33,300.00 ","836,500.00 "
601998.SH,中信银行,20131231,"10,455,800.00 ","16,333,500.00 ","7,764,700.00 ","150,700.00 ","3,284,500.00 "
601998.SH,中信银行,20130930,"7,657,200.00 ","11,783,200.00 ","5,502,800.00 ","93,000.00 ","2,216,200.00 "
601998.SH,中信银行,20130630,"4,987,800.00 ","7,539,900.00 ","3,472,400.00 ","60,400.00 ","1,430,600.00 "
601998.SH,中信银行,20130331,"2,404,600.00 ","3,667,800.00 ","1,676,600.00 ","28,100.00 ","746,300.00 "
601998.SH,中信银行,20121231,"8,943,500.00 ","13,881,000.00 ","6,332,400.00 ","98,400.00 ","2,817,900.00 "
601998.SH,中信银行,20120930,"6,628,200.00 ","10,344,800.00 ","4,773,000.00 ","63,800.00 ","1,839,100.00 "
601998.SH,中信银行,20120630,"4,417,100.00 ","6,833,700.00 ","3,140,800.00 ","41,200.00 ","1,255,900.00 "
601998.SH,中信银行,20120331,"2,167,900.00 ","3,311,800.00 ","1,480,800.00 ","19,800.00 ","627,800.00 "
601998.SH,中信银行,20111231,"7,694,800.00 ","10,662,300.00 ","4,151,700.00 ","64,400.00 ","2,297,300.00 "
601998.SH,中信银行,20110930,"5,545,600.00 ","7,586,100.00 ","2,889,500.00 ","51,100.00 ","1,542,800.00 "
601998.SH,中信银行,20110630,"3,530,000.00 ","4,761,600.00 ","1,781,000.00 ","31,400.00 ","1,070,400.00 "
601998.SH,中信银行,20110331,"1,683,000.00 ","2,221,300.00 ","786,900.00 ","14,000.00 ","526,800.00 "
601998.SH,中信银行,20101231,"5,576,500.00 ","7,246,000.00 ","2,432,500.00 ","61,200.00 ","1,886,200.00 "
601998.SH,中信银行,20100930,"4,015,600.00 ","5,227,900.00 ","1,747,900.00 ","42,600.00 ","1,199,200.00 "
601998.SH,中信银行,20100630,"2,550,500.00 ","3,348,800.00 ","1,112,500.00 ","27,200.00 ","777,400.00 "
601998.SH,中信银行,20100331,"1,218,200.00 ","1,602,300.00 ","534,900.00 ","12,500.00 ","440,800.00 "
601998.SH,中信银行,20091231,"4,080,100.00 ","5,613,100.00 ","2,014,700.00 ","49,800.00 ","1,629,900.00 "
601998.SH,中信银行,20090930,"2,721,200.00 ","3,879,900.00 ","1,459,700.00 ","32,500.00 ","846,800.00 "
601998.SH,中信银行,20090630,"1,710,400.00 ","2,489,400.00 ","988,000.00 ","21,000.00 ","526,000.00 "
601998.SH,中信银行,20090331,"829,800.00 ","1,232,200.00 ","509,000.00 ","10,100.00 ","286,600.00 "
601998.SH,中信银行,20081231,"4,015,500.00 ","5,886,700.00 ","2,277,600.00 ","40,800.00 ","1,324,200.00 "
601998.SH,中信银行,20080930,"3,097,800.00 ","4,457,600.00 ","1,694,300.00 ","26,900.00 ","991,200.00 "
601998.SH,中信银行,20080630,"2,025,000.00 ","2,909,900.00 ","1,087,100.00 ","17,000.00 ","637,800.00 "
601998.SH,中信银行,20080331,"950,700.00 ","1,395,300.00 ","512,800.00 ","7,400.00 ","301,900.00 "
601998.SH,中信银行,20071231,"2,783,800.00 ","4,149,400.00 ","1,532,400.00 ","28,500.00 ","971,300.00 "
601998.SH,中信银行,20070930,"1,929,900.00 ","2,902,500.00 ","1,085,300.00 ","17,900.00 ","667,500.00 "
601998.SH,中信银行,20070630,"1,187,900.00 ","1,812,300.00 ","686,700.00 ","11,000.00 ","425,100.00 "
601998.SH,中信银行,20061231,"1,783,000.00 ","2,949,000.00 ","1,301,700.00 ","20,600.00 ","788,100.00 "
601998.SH,中信银行,20060630,"795,300.00 ","1,302,000.00 ","567,600.00 ","7,600.00 ","326,800.00 "
601998.SH,中信银行,20051231,"1,354,000.00 ","2,251,100.00 ","985,100.00 ","19,000.00 ","600,500.00 "
601998.SH,中信银行,20041231,"1,106,400.00 ","1,779,500.00 ","741,200.00 ","13,100.00 ","457,800.00 "
601998.SH,中信银行,20031231,"727,640.90 ","1,181,405.20 ","565,454.70 ","8,844.80 ","329,694.50 "
601998.SH,中信银行,20021231,"974,773.10 ","797,298.40 ",0.00 ,"6,380.90 ",0.00 
