stockid,stockname,date,revenue,interestincome,interestexpense,noninterestexpense,adminexpense
600016.SH,民生银行,20110930,"6,021,600.00 ","8,493,000.00 ","3,765,900.00 ","45,100.00 ","2,100,100.00 "
600016.SH,民生银行,20110630,"3,885,600.00 ","5,226,800.00 ","2,231,400.00 ","26,200.00 ","1,282,600.00 "
600016.SH,民生银行,20110331,"1,715,700.00 ","2,345,700.00 ","956,800.00 ","10,300.00 ","537,900.00 "
600016.SH,民生银行,20101231,"5,476,800.00 ","7,157,700.00 ","2,490,300.00 ","46,400.00 ","2,162,500.00 "
600016.SH,民生银行,20100930,"4,004,100.00 ","5,068,400.00 ","1,698,300.00 ","24,900.00 ","1,509,900.00 "
600016.SH,民生银行,20100630,"2,608,600.00 ","3,225,500.00 ","1,052,300.00 ","15,000.00 ","977,300.00 "
600016.SH,民生银行,20100331,"1,237,900.00 ","1,506,400.00 ","495,700.00 ","8,400.00 ","472,900.00 "
600016.SH,民生银行,20091231,"4,206,000.00 ","5,405,000.00 ","2,120,100.00 ","34,200.00 ","1,773,700.00 "
600016.SH,民生银行,20090930,"3,134,900.00 ","3,925,600.00 ","1,605,300.00 ","23,300.00 ","1,202,500.00 "
600016.SH,民生银行,20090630,"2,124,800.00 ","2,508,700.00 ","1,068,400.00 ","14,400.00 ","711,200.00 "
600016.SH,民生银行,20090331,"874,800.00 ","1,204,900.00 ","522,300.00 ","7,400.00 ","352,500.00 "
600016.SH,民生银行,20081231,"3,501,700.00 ","5,658,100.00 ","2,593,100.00 ","29,400.00 ","1,490,100.00 "
600016.SH,民生银行,20080930,"2,722,766.20 ","4,229,919.80 ","1,948,014.20 ","21,269.90 ","1,009,231.30 "
600016.SH,民生银行,20080630,"1,767,039.10 ","2,729,507.90 ","1,256,333.30 ","13,936.80 ","645,454.90 "
600016.SH,民生银行,20080331,"770,653.80 ","1,246,546.00 ","582,263.50 ","6,414.50 ","322,467.70 "
600016.SH,民生银行,20071231,"2,530,136.80 ","4,015,454.00 ","1,748,984.80 ","27,411.00 ","1,170,476.50 "
600016.SH,民生银行,20070930,"1,797,660.20 ","2,879,501.40 ","1,278,968.90 ","18,244.90 ","769,542.80 "
600016.SH,民生银行,20070630,"1,128,975.90 ","1,721,657.70 ","713,685.60 ","11,404.50 ","487,927.00 "
600016.SH,民生银行,20070331,"491,549.00 ","890,780.20 ","434,844.40 ","5,051.10 ","226,429.30 "
600016.SH,民生银行,20061231,"1,745,408.60 ","2,763,636.20 ","1,119,081.00 ","19,730.40 ","833,188.20 "
600016.SH,民生银行,20060930,"1,195,168.60 ","2,195,078.80 ","1,090,142.40 ","13,949.90 ","540,360.30 "
600016.SH,民生银行,20060630,"765,822.20 ","1,213,433.00 ","512,118.40 ","9,290.30 ","319,031.10 "
600016.SH,民生银行,20060331,"341,765.70 ","646,399.30 ","317,884.40 ","3,165.60 ","149,135.20 "
600016.SH,民生银行,20051231,"1,282,623.30 ","2,108,145.60 ","871,030.60 ","12,171.70 ","598,914.50 "
600016.SH,民生银行,20050930,"1,724,658.50 ","1,704,543.90 ",0.00 ,"8,198.10 ",0.00 
600016.SH,民生银行,20050630,"1,124,085.40 ","1,112,883.20 ",0.00 ,"5,725.40 ",0.00 
600016.SH,民生银行,20050331,"500,563.50 ","494,755.70 ",0.00 ,"2,695.60 ",0.00 
600016.SH,民生银行,20041231,"949,325.40 ","1,513,441.20 ","836,164.80 ","10,387.70 ","438,558.60 "
600016.SH,民生银行,20040930,"1,282,027.40 ","1,262,581.10 ",0.00 ,"5,784.60 ",0.00 
600016.SH,民生银行,20040630,"824,188.40 ","814,070.40 ",0.00 ,"3,346.30 ",0.00 
600016.SH,民生银行,20040331,"361,452.00 ","361,300.10 ",0.00 ,"1,307.30 ",0.00 
600016.SH,民生银行,20031231,"648,037.30 ","1,073,209.90 ","545,772.20 ","9,901.90 ","299,969.20 "
600016.SH,民生银行,20030930,"813,257.40 ","815,277.80 ",0.00 ,"9,321.30 ",0.00 
600016.SH,民生银行,20030630,"491,367.80 ","495,648.50 ",0.00 ,"8,454.70 ",0.00 
600016.SH,民生银行,20030331,"206,612.80 ","212,675.90 ",0.00 ,"7,494.20 ",0.00 
600016.SH,民生银行,20021231,"412,315.00 ","667,603.80 ","306,883.20 ","2,169.50 ","176,491.50 "
600016.SH,民生银行,20020930,"465,474.30 ","462,222.80 ",0.00 ,"1,281.70 ",0.00 
600016.SH,民生银行,20020630,"303,360.60 ","300,002.40 ",0.00 ,751.10 ,0.00 
600016.SH,民生银行,20020331,"135,415.70 ","135,122.50 ",0.00 ,319.50 ,0.00 
600016.SH,民生银行,20011231,"303,881.40 ","496,254.20 ","206,017.40 ","2,084.00 ","119,722.40 "
600016.SH,民生银行,20010930,"338,876.31 ","335,361.73 ",0.00 ,990.72 ,0.00 
600016.SH,民生银行,20010630,"204,727.10 ","202,019.59 ",0.00 ,706.53 ,0.00 
600016.SH,民生银行,20010331,"88,919.00 ","88,919.00 ",0.00 ,0.00 ,0.00 
600016.SH,民生银行,20001231,"168,749.93 ","243,035.16 ","99,464.24 ","2,712.31 ","71,775.09 "
600016.SH,民生银行,20000630,"83,324.23 ","82,792.22 ",0.00 ,370.35 ,0.00 
600016.SH,民生银行,19991231,"108,712.47 ","140,163.04 ","58,238.41 ",543.60 ,"48,462.34 "
600016.SH,民生银行,19981231,"87,003.56 ","130,391.98 ","59,458.21 ",229.08 ,"35,888.79 "
600016.SH,民生银行,19971231,"51,771.00 ","86,559.57 ","49,883.46 ",49.20 ,"19,130.55 "
600036.SH,招商银行,20140930,"12,502,700.00 ","16,534,500.00 ","8,307,800.00 ","255,400.00 ",3512700
600036.SH,招商银行,20140630,"8,426,000.00 ","10,627,700.00 ","5,241,900.00 ","163,300.00 ",2256100
600036.SH,招商银行,20140331,"4,087,100.00 ","5,049,100.00 ","2,430,800.00 ","79,300.00 ",1115100
600036.SH,招商银行,20131231,"13,260,400.00 ","17,349,500.00 ","7,458,200.00 ","218,100.00 ",4556500
600036.SH,招商银行,20130930,"9,753,100.00 ","12,567,900.00 ","5,310,700.00 ","150,500.00 ",3060700
600036.SH,招商银行,20130630,"6,405,700.00 ","8,038,300.00 ","3,294,200.00 ","91,900.00 ",2012200
600036.SH,招商银行,20130331,"3,084,900.00 ","3,872,100.00 ","1,554,000.00 ","43,000.00 ",961000
600036.SH,招商银行,20121231,"11,336,700.00 ","15,010,100.00 ","6,172,700.00 ","142,800.00 ",4080100
600036.SH,招商银行,20120930,"8,518,100.00 ","11,205,400.00 ","4,626,400.00 ","103,400.00 ",2811900
600036.SH,招商银行,20120630,"5,711,900.00 ","7,381,900.00 ","3,017,800.00 ","67,900.00 ",1839300
600036.SH,招商银行,20120331,"2,838,500.00 ","3,600,600.00 ","1,445,800.00 ","31,200.00 ",904400
600036.SH,招商银行,20111231,"9,615,700.00 ","12,161,900.00 ","4,493,800.00 ","129,600.00 ",3479800
600036.SH,招商银行,20110930,"7,029,000.00 ","8,720,600.00 ","3,158,200.00 ","89,100.00 ",2337400
600036.SH,招商银行,20110630,"4,605,600.00 ","5,508,200.00 ","1,936,600.00 ","58,300.00 ",1502600
600036.SH,招商银行,20110331,"2,232,300.00 ","2,616,200.00 ","880,500.00 ","29,400.00 ",731500
600036.SH,招商银行,20101231,"7,137,700.00 ","8,451,300.00 ","2,743,700.00 ","107,900.00 ",2848100
600036.SH,招商银行,20100930,"5,129,800.00 ","6,084,700.00 ","1,997,800.00 ","80,100.00 ",1881800
600036.SH,招商银行,20100630,"3,293,400.00 ","3,922,600.00 ","1,288,300.00 ","49,000.00 ",1154400
600036.SH,招商银行,20100331,"1,562,000.00 ","1,879,400.00 ","628,000.00 ","20,900.00 ",548100
600036.SH,招商银行,20091231,"5,144,600.00 ","6,583,800.00 ","2,547,400.00 ","116,000.00 ",2307800
600036.SH,招商银行,20090930,"3,783,200.00 ","4,833,300.00 ","1,932,600.00 ","86,000.00 ",1627700
600036.SH,招商银行,20090630,"2,467,300.00 ","3,150,200.00 ","1,287,900.00 ","54,600.00 ",1042300
600036.SH,招商银行,20090331,"1,193,500.00 ","1,597,800.00 ","649,700.00 ","24,600.00 ",496100
600036.SH,招商银行,20081231,"5,530,800.00 ","7,263,500.00 ","2,575,000.00 ","103,200.00 ",2034000
600036.SH,招商银行,20080930,"4,252,400.00 ","5,414,600.00 ","1,834,600.00 ","70,900.00 ",1339500
600036.SH,招商银行,20080630,"2,875,000.00 ","3,577,800.00 ","1,165,300.00 ","44,000.00 ",868700
600036.SH,招商银行,20080331,"1,371,200.00 ","1,747,800.00 ","560,500.00 ","19,100.00 ",416900
600036.SH,招商银行,20071231,"4,095,800.00 ","5,158,500.00 ","1,768,300.00 ","81,900.00 ",1435400
600036.SH,招商银行,20070930,"2,817,300.00 ","3,554,600.00 ","1,218,200.00 ","53,400.00 ",987500
600036.SH,招商银行,20070630,"1,748,800.00 ","2,228,400.00 ","758,800.00 ","34,800.00 ",591600
600036.SH,招商银行,20070331,"780,600.00 ","1,061,100.00 ","378,600.00 ","15,700.00 ",269600
600036.SH,招商银行,20061231,"2,508,377.90 ","3,398,991.50 ","1,248,095.80 ","47,371.00 ",951778.7
600036.SH,招商银行,20060930,"1,705,604.10 ","2,389,021.40 ","920,275.70 ","32,795.40 ",664364.2
600036.SH,招商银行,20060630,"1,093,324.70 ","1,527,069.30 ","584,223.90 ","19,783.90 ",414908.9
600036.SH,招商银行,20060331,"511,870.90 ","726,853.10 ","280,863.10 ","6,952.60 ",204108.1
600036.SH,招商银行,20051231,"1,917,854.60 ","2,587,686.90 ","923,506.10 ","28,894.50 ",789642.4
600036.SH,招商银行,20050930,"1,772,008.50 ","1,926,164.20 ","546,178.90 ","16,735.80 ",0
600036.SH,招商银行,20050630,"1,133,836.30 ","881,161.50 ",0.00 ,"10,000.90 ",0
600036.SH,招商银行,20050331,"530,817.80 ","583,670.20 ","164,074.70 ","3,917.30 ",0
600036.SH,招商银行,20041231,"1,537,879.60 ","1,832,546.40 ","675,523.50 ","29,810.00 ",651420.4
600036.SH,招商银行,20040930,"1,438,594.60 ","1,377,893.40 ",0.00 ,"19,892.50 ",0
600036.SH,招商银行,20040630,"948,742.30 ","906,601.70 ",0.00 ,"11,065.90 ",0
600036.SH,招商银行,20040331,"443,120.10 ","424,788.20 ",0.00 ,"4,692.40 ",0
600036.SH,招商银行,20031231,"1,104,605.50 ","1,246,616.90 ","493,901.10 ","23,407.30 ",481643.9
600036.SH,招商银行,20030930,"939,840.10 ","902,189.70 ",0.00 ,"11,439.30 ",0
600036.SH,招商银行,20030630,"601,198.90 ","573,195.50 ",0.00 ,"7,428.90 ",0
600036.SH,招商银行,20030331,"281,719.20 ","268,046.80 ",0.00 ,"1,436.60 ",0
600036.SH,招商银行,20021231,"799,995.30 ","885,941.40 ","361,511.60 ","16,110.90 ",382989.1
600036.SH,招商银行,20020930,"666,570.50 ","642,062.30 ",0.00 ,"6,967.20 ",0
600036.SH,招商银行,20020630,"449,267.80 ","435,311.20 ",0.00 ,"4,630.40 ",0
600036.SH,招商银行,20020331,"207,999.50 ","202,472.80 ",0.00 ,"2,028.80 ",0
600036.SH,招商银行,20011231,"628,878.90 ","882,737.50 ","407,630.90 ","11,751.00 ",294635.7
600036.SH,招商银行,20010630,"419,417.10 ","318,991.30 ",0.00 ,"4,888.60 ",0
600036.SH,招商银行,20001231,"506,318.40 ","751,580.20 ","357,310.90 ","9,546.60 ",264511.6
600036.SH,招商银行,19991231,"411,106.20 ","666,798.20 ","307,633.80 ","5,944.40 ",200939.9
601009.SH,南京银行,20140930,"1,153,142.87 ","2,149,043.48 ","1,184,075.92 ","9,195.46 ",304403.29
601009.SH,南京银行,20140630,"743,210.30 ","1,390,901.70 ","773,384.60 ","6,410.60 ",204423.1
601009.SH,南京银行,20140331,"342,496.47 ","664,659.71 ","377,284.08 ","3,030.12 ",100990.42
601009.SH,南京银行,20131231,"1,047,829.40 ","2,077,186.40 ","1,167,198.40 ","6,158.10 ",325166.2
601009.SH,南京银行,20130930,"771,784.65 ","1,502,797.93 ","831,074.37 ","4,734.85 ",229362.02
601009.SH,南京银行,20130630,"512,375.20 ","944,254.10 ","505,597.80 ","3,083.30 ",136609.3
601009.SH,南京银行,20130331,"249,635.52 ","453,173.23 ","237,602.73 ","1,248.39 ",64419.66
601009.SH,南京银行,20121231,"911,445.30 ","1,674,269.10 ","904,565.60 ","4,315.30 ",272121.1
601009.SH,南京银行,20120930,"680,747.53 ","1,233,186.92 ","661,185.53 ","2,984.10 ",204286.83
601009.SH,南京银行,20120630,"477,201.50 ","815,897.10 ","431,401.60 ","1,761.00 ",129397.4
601009.SH,南京银行,20120331,"224,366.45 ","392,826.19 ","211,019.85 ",900.50 ,63726.51
601009.SH,南京银行,20111231,"746,254.00 ","1,300,324.90 ","649,060.80 ","3,907.60 ",231079.3
601009.SH,南京银行,20110930,"526,993.25 ","924,856.84 ","457,545.85 ","2,902.93 ",159474.85
601009.SH,南京银行,20110630,"349,078.20 ","570,924.40 ","264,329.70 ","1,953.00 ",103839.1
601009.SH,南京银行,20110331,"167,092.66 ","262,399.84 ","117,272.73 ",555.32 ,48471.8
601009.SH,南京银行,20101231,"530,552.60 ","762,352.90 ","300,070.10 ","3,411.70 ",161608.6
601009.SH,南京银行,20100930,"395,461.09 ","541,215.36 ","208,327.73 ","2,359.38 ",113532.26
601009.SH,南京银行,20100630,"256,314.01 ","346,667.58 ","133,098.46 ","1,565.66 ",73145.91
601009.SH,南京银行,20100331,"120,911.10 ","170,146.76 ","69,283.96 ",699.32 ,30471.79
601009.SH,南京银行,20091231,"362,761.05 ","494,846.35 ","178,125.96 ","2,683.91 ",113841.17
601009.SH,南京银行,20090930,"259,586.43 ","350,936.77 ","127,703.73 ","1,459.71 ",72699.67
601009.SH,南京银行,20090630,"174,151.58 ","223,658.22 ","82,666.16 ",944.57 ,46071.62
601009.SH,南京银行,20090331,"88,679.78 ","103,996.18 ","38,431.91 ",494.94 ,20753.49
601009.SH,南京银行,20081231,"322,367.00 ","453,980.57 ","194,275.49 ","1,391.27 ",81755.22
601009.SH,南京银行,20080930,"227,136.13 ","331,939.39 ","142,250.29 ",723.99 ,55104.34
601009.SH,南京银行,20080630,"146,817.39 ","216,742.85 ","89,296.90 ",339.38 ,35996.53
601009.SH,南京银行,20080331,"71,717.55 ","103,347.32 ","40,056.01 ",154.05 ,14617.1
601009.SH,南京银行,20071231,"192,567.94 ","340,376.67 ","144,669.36 ","1,292.68 ",58223.8
601009.SH,南京银行,20070930,"140,221.29 ","238,233.13 ","98,686.39 ","1,056.76 ",42490.1
601009.SH,南京银行,20070630,"82,509.67 ","147,314.73 ","61,763.33 ",658.71 ,27663.9
601009.SH,南京银行,20070331,"43,216.76 ","75,381.40 ","34,602.11 ",188.72 ,12791.07
601009.SH,南京银行,20061231,"150,908.63 ","226,899.51 ","91,649.30 ","1,175.92 ",53050
601009.SH,南京银行,20060630,"74,194.91 ","101,443.34 ","39,934.69 ",197.87 ,23397.59
601009.SH,南京银行,20051231,"121,944.82 ","176,605.32 ","64,892.81 ","1,388.20 ",45960.91
601009.SH,南京银行,20041231,"84,259.41 ","145,767.66 ","57,161.86 ",739.87 ,41038.12
601009.SH,南京银行,20031231,"62,598.62 ","59,004.83 ","37,452.34 ",908.17 ,32807.03
601009.SH,南京银行,20021231,"59,303.73 ","43,488.16 ","31,228.73 ",690.33 ,26077.56
601166.SH,兴业银行,20140930,"9,085,000.00 ","16,314,600.00 ","9,299,500.00 ","92,800.00 ","1,947,500.00 "
601166.SH,兴业银行,20140630,"5,940,800.00 ","10,876,000.00 ","6,358,700.00 ","58,700.00 ","1,265,000.00 "
601166.SH,兴业银行,20140331,"2,860,200.00 ","5,368,500.00 ","3,238,500.00 ","29,100.00 ","606,600.00 "
601166.SH,兴业银行,20131231,"10,928,700.00 ","19,003,500.00 ","10,375,700.00 ","97,400.00 ","2,875,700.00 "
601166.SH,兴业银行,20130930,"8,030,400.00 ","13,846,200.00 ","7,502,200.00 ","68,800.00 ","1,882,100.00 "
601166.SH,兴业银行,20130630,"5,346,400.00 ","8,980,300.00 ","4,725,400.00 ","43,300.00 ","1,209,500.00 "
601166.SH,兴业银行,20130331,"2,509,600.00 ","4,292,500.00 ","2,286,400.00 ","19,200.00 ","590,700.00 "
601166.SH,兴业银行,20121231,"8,761,900.00 ","15,629,900.00 ","8,356,200.00 ","73,400.00 ","2,287,700.00 "
601166.SH,兴业银行,20120930,"6,352,200.00 ","11,525,300.00 ","6,204,100.00 ","51,200.00 ","1,532,900.00 "
601166.SH,兴业银行,20120630,"4,122,100.00 ","7,670,300.00 ","4,193,200.00 ","33,400.00 ","1,012,700.00 "
601166.SH,兴业银行,20120331,"1,923,200.00 ","3,810,100.00 ","2,163,100.00 ","15,900.00 ","525,600.00 "
601166.SH,兴业银行,20111231,"5,987,000.00 ","10,879,400.00 ","5,771,300.00 ","57,300.00 ","1,878,400.00 "
601166.SH,兴业银行,20110930,"4,108,700.00 ","7,543,100.00 ","4,017,300.00 ","38,400.00 ","1,198,400.00 "
601166.SH,兴业银行,20110630,"2,624,600.00 ","4,618,600.00 ","2,385,700.00 ","25,600.00 ","754,800.00 "
601166.SH,兴业银行,20110331,"1,165,346.69 ","2,290,127.88 ","1,303,656.13 ","11,140.30 ","349,196.04 "
601166.SH,兴业银行,20101231,"4,345,591.28 ","7,127,040.42 ","3,294,383.09 ","42,778.63 ","1,400,720.94 "
601166.SH,兴业银行,20100930,"3,179,338.12 ","5,063,094.71 ","2,297,603.43 ","28,257.22 ","996,850.29 "
601166.SH,兴业银行,20100630,"2,035,846.11 ","3,176,889.61 ","1,403,287.31 ","18,354.49 ","631,391.90 "
601166.SH,兴业银行,20100331,"962,505.06 ","1,465,901.91 ","615,403.49 ","8,632.33 ","295,858.51 "
601166.SH,兴业银行,20091231,"3,167,904.54 ","5,018,791.22 ","2,283,706.70 ","36,617.54 ","1,147,356.15 "
601166.SH,兴业银行,20090930,"2,195,632.97 ","3,654,675.59 ","1,715,665.51 ","30,348.04 ","760,496.51 "
601166.SH,兴业银行,20090630,"1,392,258.14 ","2,372,152.63 ","1,157,376.16 ","17,965.20 ","477,412.38 "
601166.SH,兴业银行,20090331,"672,333.29 ","1,175,158.40 ","577,749.98 ","6,973.67 ","224,305.80 "
601166.SH,兴业银行,20081231,"2,971,498.07 ","5,254,817.60 ","2,633,240.76 ","30,072.66 ","1,034,854.42 "
601166.SH,兴业银行,20080930,"2,226,831.52 ","3,981,225.14 ","1,995,015.10 ","20,988.37 ","756,630.97 "
601166.SH,兴业银行,20080630,"1,501,675.25 ","2,579,347.97 ","1,261,343.18 ","14,364.35 ","479,905.79 "
601166.SH,兴业银行,20080331,"733,878.28 ","1,222,946.62 ","584,804.89 ","6,491.61 ","250,874.57 "
601166.SH,兴业银行,20071231,"2,205,541.08 ","4,024,931.34 ","1,935,165.58 ","31,130.46 ","800,519.14 "
601166.SH,兴业银行,20070930,"1,598,285.97 ","2,848,275.38 ","1,354,524.14 ","17,497.80 ","557,198.77 "
601166.SH,兴业银行,20070630,"1,003,595.12 ","1,750,529.67 ","813,608.29 ","10,910.94 ","356,095.29 "
601166.SH,兴业银行,20070331,"464,663.43 ","800,165.97 ","367,845.44 ","4,257.97 ","161,627.98 "
601166.SH,兴业银行,20061231,"1,364,958.25 ","2,495,386.65 ","1,170,290.01 ","17,479.94 ","526,226.52 "
601166.SH,兴业银行,20060630,"605,378.53 ","1,101,849.08 ","507,661.18 ","3,919.62 ","238,623.13 "
601166.SH,兴业银行,20051231,"973,659.12 ","1,724,634.61 ","794,089.33 ","7,883.97 ","388,774.39 "
601166.SH,兴业银行,20041231,"741,795.40 ","1,240,166.84 ","510,556.39 ","4,148.77 ","287,689.01 "
601166.SH,兴业银行,20031231,"565,526.85 ","951,093.03 ","401,220.42 ","2,647.86 ","207,773.38 "
601169.SH,北京银行,20140930,"2,780,000.00 ","5,452,700.00 ","3,164,100.00 ","27,000.00 ","652,900.00 "
601169.SH,北京银行,20140630,"1,822,000.00 ","3,590,600.00 ","2,133,100.00 ","17,400.00 ","360,100.00 "
601169.SH,北京银行,20140331,"883,043.40 ","1,756,260.70 ","1,085,181.80 ","7,909.00 ","152,042.20 "
601169.SH,北京银行,20131231,"3,066,515.40 ","5,790,087.60 ","3,159,586.80 ","52,359.00 ","782,157.00 "
601169.SH,北京银行,20130930,"2,317,198.20 ","4,164,082.80 ","2,209,206.80 ","40,731.10 ","509,230.60 "
601169.SH,北京银行,20130630,"1,573,392.30 ","2,714,041.30 ","1,414,884.80 ","25,984.50 ","309,896.70 "
601169.SH,北京银行,20130331,"795,596.00 ","1,335,294.50 ","695,168.50 ","11,180.50 ","124,108.90 "
601169.SH,北京银行,20121231,"2,781,686.00 ","5,393,394.30 ","2,929,945.20 ","23,159.50 ","717,103.90 "
601169.SH,北京银行,20120930,"2,036,171.80 ","4,015,516.80 ","2,203,202.90 ","15,428.40 ","409,483.00 "
601169.SH,北京银行,20120630,"1,330,729.70 ","2,634,260.40 ","1,460,644.50 ","10,305.40 ","258,864.20 "
601169.SH,北京银行,20120331,"630,215.50 ","1,290,939.20 ","737,999.40 ","4,715.50 ","107,308.70 "
601169.SH,北京银行,20111231,"2,072,773.40 ","3,777,739.80 ","1,899,371.50 ","17,044.40 ","546,084.30 "
601169.SH,北京银行,20110930,"1,500,870.80 ","2,619,201.40 ","1,266,901.70 ","12,655.80 ","349,581.80 "
601169.SH,北京银行,20110630,"974,680.80 ","1,624,464.20 ","756,916.40 ","7,983.00 ","224,143.10 "
601169.SH,北京银行,20110331,"465,287.20 ","770,217.90 ","354,584.90 ","3,899.10 ","91,719.30 "
601169.SH,北京银行,20101231,"1,563,522.60 ","2,355,184.20 ","906,125.50 ","13,812.70 ","473,820.60 "
601169.SH,北京银行,20100930,"1,147,782.40 ","1,676,120.30 ","633,944.40 ","9,564.40 ","295,693.30 "
601169.SH,北京银行,20100630,"737,636.50 ","1,061,571.30 ","388,454.70 ","6,158.00 ","188,225.20 "
601169.SH,北京银行,20100331,"355,939.60 ","506,469.40 ","183,058.10 ","2,845.50 ","80,110.30 "
601169.SH,北京银行,20091231,"1,189,410.50 ","1,744,130.00 ","647,567.50 ","10,971.40 ","313,559.70 "
601169.SH,北京银行,20090930,"858,588.10 ","1,279,262.40 ","483,261.60 ","7,938.80 ","195,648.10 "
601169.SH,北京银行,20090630,"559,116.60 ","831,481.90 ","319,123.70 ","5,051.40 ","110,656.30 "
601169.SH,北京银行,20090331,"265,121.20 ","415,174.90 ","161,440.30 ","2,371.80 ","49,128.30 "
601169.SH,北京银行,20081231,"1,230,405.50 ","1,858,972.40 ","748,953.00 ","10,106.90 ","287,897.40 "
601169.SH,北京银行,20080930,"895,120.20 ","1,391,816.80 ","569,004.80 ","6,941.70 ","189,714.00 "
601169.SH,北京银行,20080630,"571,625.50 ","897,039.50 ","366,158.60 ","4,227.00 ","121,912.20 "
601169.SH,北京银行,20080331,"289,106.70 ","428,435.90 ","164,761.30 ","2,072.90 ","60,721.20 "
601169.SH,北京银行,20071231,"764,186.20 ","1,246,389.00 ","525,258.40 ","10,255.60 ","191,311.40 "
601169.SH,北京银行,20070930,"525,486.60 ","855,370.80 ","374,423.60 ","7,810.80 ","116,010.60 "
601169.SH,北京银行,20070630,"314,214.60 ","536,361.30 ","238,854.80 ","5,421.00 ","69,716.90 "
601169.SH,北京银行,20070331,"161,231.40 ","261,653.40 ","106,132.40 ","3,032.10 ","30,991.10 "
601169.SH,北京银行,20061231,"582,763.80 ","940,536.60 ","378,609.90 ","7,190.20 ","159,397.20 "
601169.SH,北京银行,20060930,"414,654.00 ","667,706.70 ","280,117.20 ","5,483.40 ","121,077.30 "
601169.SH,北京银行,20051231,"425,072.40 ","719,976.90 ","303,225.50 ","10,582.50 ","130,632.00 "
601169.SH,北京银行,20041231,"402,109.30 ","643,518.70 ","238,323.60 ","4,418.80 ","135,790.00 "
601288.SH,农业银行,20140930,"39,396,600.00 ","52,702,600.00 ","19,957,600.00 ","433,300.00 ","12,133,200.00 "
601288.SH,农业银行,20140630,"26,663,500.00 ","34,724,900.00 ","12,839,400.00 ","259,300.00 ","7,922,900.00 "
601288.SH,农业银行,20140331,"13,610,000.00 ","16,911,000.00 ","6,221,400.00 ","110,600.00 ","3,928,300.00 "
601288.SH,农业银行,20131231,"46,262,500.00 ","61,484,100.00 ","23,718,200.00 ","652,600.00 ","16,794,000.00 "
601288.SH,农业银行,20130930,"35,134,100.00 ","45,803,200.00 ","17,652,100.00 ","385,600.00 ","11,516,200.00 "
601288.SH,农业银行,20130630,"23,495,800.00 ","30,079,500.00 ","11,646,100.00 ","212,400.00 ","7,515,800.00 "
601288.SH,农业银行,20130331,"11,933,100.00 ","14,835,300.00 ","5,662,600.00 ","65,800.00 ","3,648,400.00 "
601288.SH,农业银行,20121231,"42,196,400.00 ","56,631,700.00 ","22,418,400.00 ","372,900.00 ","15,513,000.00 "
601288.SH,农业银行,20120930,"31,622,400.00 ","42,048,800.00 ","16,725,500.00 ","216,100.00 ","10,999,900.00 "
601288.SH,农业银行,20120630,"20,973,300.00 ","27,825,700.00 ","11,057,200.00 ","121,700.00 ","7,077,300.00 "
601288.SH,农业银行,20120331,"10,696,700.00 ","13,718,300.00 ","5,134,800.00 ","62,800.00 ","3,423,500.00 "
601288.SH,农业银行,20111231,"37,773,100.00 ","47,292,100.00 ","16,572,200.00 ","277,400.00 ","13,556,100.00 "
601288.SH,农业银行,20110930,"27,917,600.00 ","34,006,800.00 ","11,670,400.00 ","168,100.00 ","9,217,500.00 "
601288.SH,农业银行,20110630,"18,415,800.00 ","21,695,200.00 ","7,222,200.00 ","104,000.00 ","6,122,900.00 "
601288.SH,农业银行,20110331,"8,955,600.00 ","10,318,000.00 ","3,265,100.00 ","57,600.00 ","2,826,100.00 "
601288.SH,农业银行,20101231,"29,041,800.00 ","35,766,000.00 ","11,550,800.00 ","201,600.00 ","11,207,100.00 "
601288.SH,农业银行,20100930,"20,948,900.00 ","26,025,600.00 ","8,623,300.00 ","117,100.00 ","7,731,900.00 "
601288.SH,农业银行,20100630,"13,568,000.00 ","16,828,000.00 ","5,657,200.00 ","71,700.00 ","5,108,200.00 "
601288.SH,农业银行,20100331,"6,617,200.00 ","8,122,000.00 ","2,767,200.00 ","30,500.00 ","2,239,400.00 "
601288.SH,农业银行,20091231,"22,227,400.00 ","29,614,700.00 ","11,450,800.00 ","164,500.00 ","9,582,300.00 "
601288.SH,农业银行,20090930,"15,762,000.00 ","21,663,400.00 ","8,875,600.00 ","87,900.00 ","6,155,400.00 "
601288.SH,农业银行,20090630,"10,400,900.00 ","14,224,300.00 ","5,834,700.00 ","51,100.00 ","3,834,100.00 "
601288.SH,农业银行,20081231,"21,118,900.00 ","31,569,700.00 ","12,185,200.00 ","99,600.00 ","9,441,700.00 "
601288.SH,农业银行,20071231,"17,923,700.00 ","24,331,700.00 ","8,585,200.00 ","92,600.00 ","6,007,600.00 "
601288.SH,农业银行,20061231,"11,573,300.00 ","15,120,300.00 ","7,884,600.00 ","54,900.00 ","8,167,600.00 "
601288.SH,农业银行,20051231,"7,877,700.00 ","10,673,500.00 ","6,140,200.00 ","46,700.00 ","5,858,600.00 "
601288.SH,农业银行,20041231,"7,794,100.00 ","10,293,200.00 ","4,675,200.00 ","36,700.00 ","5,789,800.00 "
601288.SH,农业银行,20031231,"6,671,700.00 ","10,871,700.00 ","4,159,700.00 ","40,000.00 ","3,860,700.00 "
601288.SH,农业银行,20021231,"5,578,600.00 ","9,490,300.00 ","3,958,500.00 ","34,600.00 ","3,401,400.00 "
