stockid,stockname,date,lag_close,open,high,low,close,volume,amount
881001.WI,万得全A,20040915,795.5211,797.0414,847.8271,791.7557,832.0648,4548929600,26459476000
881001.WI,万得全A,20040916,832.0648,835.5552,852.9285,823.6733,842.7559,3747190400,22175082000
881001.WI,万得全A,20040917,842.7559,843.9277,874.0497,834.5766,869.7239,4900168400,30161294000
881001.WI,万得全A,20040920,869.7239,875.4119,907.506,866.0325,902.1237,6390540400,40752916000
881001.WI,万得全A,20040921,902.1237,904.8972,919.5592,879.7684,897.522,5585362400,36575592000
881001.WI,万得全A,20040922,897.522,894.7189,911.1111,870.9399,880.093,4716376400,30966168000
881001.WI,万得全A,20040923,880.093,878.0081,910.1317,866.5002,906.246,3470104800,23217902000
881001.WI,万得全A,20040924,906.246,912.5693,934.4333,880.0143,885.1746,6433518800,46417708000
881001.WI,万得全A,20040927,885.1746,892.9535,910.585,866.7466,876.059,3125778000,21013768000
881001.WI,万得全A,20040928,876.059,878.7872,893.5505,864.4993,882.6001,2336161200,15965840000
881001.WI,万得全A,20040929,882.6001,883.5927,892.3813,865.8049,872.8311,2069511000,14013082000
881001.WI,万得全A,20040930,872.8311,872.0682,880.7805,850.493,858.7334,2063399400,13866522000
881001.WI,万得全A,20041008,858.7334,858.4614,885.4832,841.9001,881.1714,2136196200,15564535000
881001.WI,万得全A,20041011,881.1714,882.6029,904.3192,866.1476,880.7683,3692980000,27684070000
881001.WI,万得全A,20041012,880.7683,878.0402,887.9296,856.0224,864.8397,2740707800,19049228000
881001.WI,万得全A,20041013,864.8397,863.7007,880.2032,849.5188,866.4911,2341018200,16368299000
881001.WI,万得全A,20041014,866.4911,865.314,871.2318,817.6317,823.8705,2790791600,19321344000
881001.WI,万得全A,20041015,823.8705,819.7537,837.6764,801.5681,821.1107,2180904400,14931352000
881001.WI,万得全A,20041018,821.1107,822.9306,837.3925,807.1454,825.4417,1718031400,11964369000
881001.WI,万得全A,20041019,825.4417,828.9248,848.013,817.3224,826.113,2118291800,14094151000
881001.WI,万得全A,20041020,826.113,824.6259,833.8953,801.7552,820.824,1924417600,12550324000
881001.WI,万得全A,20041021,820.824,821.5399,835.9285,796.9921,808.1291,2618237600,17142848000
881001.WI,万得全A,20041022,808.1291,806.8417,826.1849,784.1923,814.9199,2851093200,18543358000
881001.WI,万得全A,20041025,814.9199,821.3867,835.6817,796.0601,805.7018,2767358800,18781514000
881001.WI,万得全A,20041026,805.7018,803.8165,822.1931,784.3875,814.926,2647356400,17189776000
881001.WI,万得全A,20041027,814.926,814.8938,835.004,799.5851,827.7211,3216878200,20730128000
881001.WI,万得全A,20041028,827.7211,828.4106,844.6324,812.3798,824.8369,3104918800,19849638000
881001.WI,万得全A,20041029,824.8369,804.9509,829.009,786.3469,809.5546,2966351400,18581994000
881001.WI,万得全A,20041101,809.5546,805.9916,819.5303,790.1615,800.7214,1868343600,11650731000
881001.WI,万得全A,20041102,800.7214,798.4152,810.131,784.2924,798.1223,1782006800,11056663000
881001.WI,万得全A,20041103,798.1223,800.6539,819.9796,792.3849,814.9969,2104658400,13479823000
881001.WI,万得全A,20041104,814.9969,816.2961,825.548,791.6042,797.3484,2197943400,14087150000
881001.WI,万得全A,20041105,797.3484,800.722,811.9476,787.5023,797.7928,1597941400,10207377000
881001.WI,万得全A,20041108,797.7928,796.0679,806.4612,784.3453,799.0864,1189716300,7331151500
881001.WI,万得全A,20041109,799.0864,799.1183,809.9034,790.5464,802.1956,1174496300,7165184500
881001.WI,万得全A,20041110,802.1956,804.7592,840.1674,796.0653,833.3126,3609711600,22368648000
881001.WI,万得全A,20041111,833.3126,836.1876,855.5112,822.6864,829.8235,4348121200,27458628000
881001.WI,万得全A,20041112,829.8235,829.0723,844.8962,819.2487,832.36,2514724400,15602859000
881001.WI,万得全A,20041115,832.36,834.3572,849.6682,826.7142,843.0677,2228004200,14296689000
881001.WI,万得全A,20041116,843.0677,844.8536,853.4943,831.2699,841.8636,2222642400,14066294000
881001.WI,万得全A,20041117,841.8636,841.2596,848.1568,825.1424,833.9705,1960025800,12478828000
881001.WI,万得全A,20041118,833.9705,832.7945,848.5771,827.3978,844.0591,1867515200,12086357000
881001.WI,万得全A,20041119,844.0591,845.4833,858.1524,835.3776,850.5911,2261527200,14054625000
881001.WI,万得全A,20041122,850.5911,851.9117,865.5496,842.2856,856.2182,2660540400,16388370000
881001.WI,万得全A,20041123,856.2182,857.0656,865.7709,842.0909,852.1201,2695032200,16190993000
881001.WI,万得全A,20041124,852.1201,852.315,863.4599,836.1303,842.3956,2626820800,15853118000
881001.WI,万得全A,20041125,842.3956,840.5099,851.5711,828.1215,839.5406,2161268200,12744977000
881001.WI,万得全A,20041126,839.5406,839.0792,851.8718,831.0755,840.7537,1624232700,9386806000
881001.WI,万得全A,20041129,840.7537,839.2675,846.7029,822.2758,828.6259,1603003800,9688798000
881001.WI,万得全A,20041130,828.6259,826.9445,839.8722,819.2581,831.8672,1503198600,9026595000
881001.WI,万得全A,20041201,831.8672,831.9193,841.9663,820.8423,829.6879,1587195900,9735508000
881001.WI,万得全A,20041202,829.6879,828.6229,841.2734,816.6149,832.3212,2097516600,12750569000
881001.WI,万得全A,20041203,832.3212,832.845,847.8062,824.0428,836.4167,2205997000,13559092000
881001.WI,万得全A,20041206,836.4167,836.8679,847.3312,824.9733,837.679,1786857800,10420785000
881001.WI,万得全A,20041207,837.679,837.8884,844.9458,819.6599,824.6589,1799851800,10309037000
881001.WI,万得全A,20041208,824.6589,829.4829,839.8123,818.7311,826.9851,1593799600,8781871000
881001.WI,万得全A,20041209,826.9851,826.9984,847.5947,815.7405,833.4817,2438815400,13558342000
881001.WI,万得全A,20041210,833.4817,831.1241,838.2091,810.1992,815.5939,1882062400,10608030000
881001.WI,万得全A,20041213,815.5939,811.0709,820.2774,797.3394,809.5826,1395514400,8052908000
881001.WI,万得全A,20041214,809.5826,808.9967,819.0997,799.3865,807.1848,1198177100,7068130000
881001.WI,万得全A,20041215,807.1848,807.3123,818.7178,791.1943,807.7897,1800712400,10479003000
881001.WI,万得全A,20041216,807.7897,805.8851,815.1376,793.989,801.2987,1362929300,7861982000
881001.WI,万得全A,20041217,801.2987,798.6179,806.9988,786.4863,793.0797,1158168400,6543014000
881001.WI,万得全A,20041220,793.0797,788.7939,797.7133,774.4166,784.2747,1224464500,7082250500
881001.WI,万得全A,20041221,784.2747,783.9994,796.413,776.1622,784.7451,1069480800,5786304500
881001.WI,万得全A,20041222,784.7451,786.4313,810.3445,779.8997,806.5961,1989445600,11396130000
881001.WI,万得全A,20041223,806.5961,807.4453,811.8359,785.9705,790.6516,1362956000,7903171500
881001.WI,万得全A,20041224,790.6516,789.4641,801.9143,782.6436,792.2576,1088274000,6503798500
881001.WI,万得全A,20041227,792.2576,791.9252,800.9949,781.6839,789.7368,1028106200,5959419500
881001.WI,万得全A,20041228,789.7368,788.8028,797.0553,776.8912,787.252,1183341200,6761331000
881001.WI,万得全A,20041229,787.252,786.7892,795.9683,775.4899,782.4398,1321622600,7412001500
881001.WI,万得全A,20041230,782.4398,781.3846,791.5851,768.9484,780.2972,1317711700,7494722000
881001.WI,万得全A,20041231,780.2972,781.3503,790.3627,765.6999,773.1392,1325532700,7471225500
881001.WI,万得全A,20050104,773.1392,767.1464,774.8505,749.5576,760.8923,1208181100,6706556500
881001.WI,万得全A,20050105,760.8923,759.9919,779.1925,753.3538,770.8937,1373131500,7817343000
881001.WI,万得全A,20050106,770.8937,770.6453,776.8237,755.4187,763.804,1204627400,6827005500
881001.WI,万得全A,20050107,763.804,762.9537,778.8763,754.0384,765.6346,1389347200,8091371500
881001.WI,万得全A,20050110,765.6346,764.591,776.9652,756.6364,772.756,1178484200,6748191000
881001.WI,万得全A,20050111,772.756,772.8237,782.095,764.3304,775.2446,1212425100,6865146000
881001.WI,万得全A,20050112,775.2446,774.0067,781.0282,763.5342,774.7617,1166542500,6435316500
881001.WI,万得全A,20050113,774.7617,773.2228,784.1511,765.105,775.9586,1439130600,8360641500
881001.WI,万得全A,20050114,775.9586,775.0351,785.6945,762.6197,767.3533,1505530700,8199002000
881001.WI,万得全A,20050117,767.3533,759.0144,767.1324,740.2106,749.7836,1637452300,8754718000
881001.WI,万得全A,20050118,749.7836,749.9801,764.2498,739.5272,757.6103,1613145700,8469045000
881001.WI,万得全A,20050119,757.6103,756.2691,763.9863,743.9185,752.702,1480886200,7546688500
881001.WI,万得全A,20050120,752.702,748.0328,756.0814,731.8676,742.4964,1644512500,8766217000
881001.WI,万得全A,20050121,742.4964,740.2291,766.6141,724.5601,758.3659,2583178400,13900656000
881001.WI,万得全A,20050124,758.3659,774.3983,786.3218,758.3636,772.3148,2778139800,15277603000
881001.WI,万得全A,20050125,772.3148,769.139,777.3544,754.2817,769.27,1911010400,10890767000
881001.WI,万得全A,20050126,769.27,767.4793,775.6335,755.0733,762.047,1563256700,8738006000
881001.WI,万得全A,20050127,762.047,758.8209,766.0425,743.9152,749.8383,1498860200,8072893500
881001.WI,万得全A,20050128,749.8383,747.1676,755.8079,732.2282,740.1365,1368338000,7043185500
881001.WI,万得全A,20050131,740.1365,735.1242,742.2875,713.3759,722.1686,1462839500,7506534500
881001.WI,万得全A,20050201,722.1686,719.6742,735.3945,708.8792,718.0449,1537109500,7945161000
881001.WI,万得全A,20050202,718.0449,718.8622,761.5132,714.7353,757.0551,2939466600,16220193000
881001.WI,万得全A,20050203,757.0551,756.391,767.3561,736.4863,744.495,2865487000,15789372000
881001.WI,万得全A,20050204,744.495,742.8784,766.7315,735.5367,759.6613,2538601200,14414184000
881001.WI,万得全A,20050216,759.6613,765.3105,779.0035,755.9074,766.347,2192187000,12147912000
881001.WI,万得全A,20050217,766.347,765.3979,773.853,753.226,766.9438,1785118600,9614017000
881001.WI,万得全A,20050218,766.9438,766.0703,772.6526,752.4691,756.9169,1657756600,8809120000
881001.WI,万得全A,20050221,756.9169,757.1447,775.0014,752.2031,770.9576,1919230000,10639408000
881001.WI,万得全A,20050222,770.9576,772.0618,795.5637,765.7634,789.6359,3601957200,20230420000
881001.WI,万得全A,20050223,789.6359,789.7588,804.5421,777.8616,793.19,3822272400,21494446000
881001.WI,万得全A,20050224,793.19,791.6354,803.627,780.1763,795.1713,3131049200,17660320000
881001.WI,万得全A,20050225,795.1713,795.4467,811.6708,788.1655,796.163,3710222800,21579924000
881001.WI,万得全A,20050228,796.163,795.375,806.3646,782.904,793.1298,2791716800,16145016000
881001.WI,万得全A,20050301,793.1298,792.3708,802.5828,780.7134,792.0468,2417075400,13441277000
881001.WI,万得全A,20050302,792.0468,792.3282,803.8864,775.1196,780.6848,2934665800,16795090000
881001.WI,万得全A,20050303,780.6848,778.6601,790.3912,768.991,784.8849,2011543600,11107018000
881001.WI,万得全A,20050304,784.8849,784.8994,792.7993,773.5704,780.4458,1797642600,10453128000
881001.WI,万得全A,20050307,780.4458,781.0435,793.0906,773.5398,784.1156,1763667600,10377726000
881001.WI,万得全A,20050308,784.1156,786.6076,803.9242,779.6801,799.5666,2793519400,17798440000
881001.WI,万得全A,20050309,799.5666,801.3212,811.6612,789.9405,800.0078,3071910000,18570304000
881001.WI,万得全A,20050310,800.0078,800.0335,805.5407,774.7952,780.6124,2711758600,16117280000
881001.WI,万得全A,20050311,780.6124,779.1365,794.0031,770.283,784.4788,2310709800,14289299000
881001.WI,万得全A,20050314,784.4788,783.8879,798.5745,765.6299,784.0196,2868400200,18658486000
881001.WI,万得全A,20050315,784.0196,783.8848,791.8239,764.8862,772.0835,2454245200,15234825000
881001.WI,万得全A,20050316,772.0835,770.2654,779.1458,754.173,764.8879,2139217200,13059213000
881001.WI,万得全A,20050317,764.8879,764.0909,773.8153,748.78,756.1348,2047623600,12321190000
881001.WI,万得全A,20050318,756.1348,754.5842,763.689,733.9424,742.2451,1999539600,11764749000
881001.WI,万得全A,20050321,742.2451,740.5247,753.3138,729.1551,743.5502,1533139000,9004955000
881001.WI,万得全A,20050322,743.5502,742.7944,751.6185,713.895,725.8207,2269972400,12855775000
881001.WI,万得全A,20050323,725.8207,723.9872,740.629,709.75,722.9268,2135398800,12662222000
881001.WI,万得全A,20050324,722.9268,721.3163,735.3206,708.5748,728.799,1789399000,11016934000
881001.WI,万得全A,20050325,728.799,728.4742,737.2584,717.8383,727.3224,1525639900,8304669000
881001.WI,万得全A,20050328,727.3224,725.3473,732.7613,707.5193,723.1392,1483400800,8162603000
881001.WI,万得全A,20050329,723.1392,722.5762,734.2503,712.559,718.8735,1491817300,8520739000
881001.WI,万得全A,20050330,718.8735,715.5779,722.4024,693.2542,701.0265,1826519800,9955002000
881001.WI,万得全A,20050331,701.0265,697.5865,711.0371,686.1484,705.6177,1621299700,8368724500
881001.WI,万得全A,20050401,705.6177,704.3021,743.6012,692.9935,731.2293,2997316200,16801834000
881001.WI,万得全A,20050404,731.2293,723.7413,734.4524,707.3689,718.5285,2221089400,12701234000
881001.WI,万得全A,20050405,718.5285,716.8031,729.4831,705.0767,712.9154,1863140000,10428984000
881001.WI,万得全A,20050406,712.9154,711.8342,733.5356,699.8201,725.4223,2720016800,16485473000
881001.WI,万得全A,20050407,725.4223,726.6249,754.3775,719.0305,735.619,3876246000,22586524000
881001.WI,万得全A,20050408,735.619,735.1583,754.1893,726.3076,749.4271,2957944800,16647692000
881001.WI,万得全A,20050411,749.4271,749.2244,762.2689,733.9583,745.7601,3180120600,18481416000
881001.WI,万得全A,20050412,745.7601,743.8787,751.4871,726.2808,731.778,2179541600,12224708000
881001.WI,万得全A,20050413,731.778,737.4744,760.7241,732.3376,749.1295,3132272000,17913454000
881001.WI,万得全A,20050414,749.1295,751.4054,759.6745,731.8306,738.3685,2631232000,14726487000
881001.WI,万得全A,20050415,738.3685,733.6157,741.375,715.258,724.306,2333704000,12922300000
881001.WI,万得全A,20050418,724.306,720.7224,729.4265,703.6937,714.7164,1885189000,10120161000
881001.WI,万得全A,20050419,714.7164,713.6695,725.7591,703.1166,716.1616,1837066000,10243541000
881001.WI,万得全A,20050420,716.1616,713.9384,720.132,693.8848,703.5806,1891913400,10094386000
881001.WI,万得全A,20050421,703.5806,701.4774,713.3661,682.9344,694.5295,2157802000,11661473000
881001.WI,万得全A,20050422,694.5295,691.8771,704.67,675.0006,687.0578,2239889800,11850923000
881001.WI,万得全A,20050425,687.0578,683.001,692.5692,659.7307,676.5672,2229738800,11605581000
881001.WI,万得全A,20050426,676.5672,673.9025,693.7334,663.6937,684.5356,2326998000,12245413000
881001.WI,万得全A,20050427,684.5356,686.7026,694.8816,667.2775,675.0474,2069467000,10904168000
881001.WI,万得全A,20050428,675.0474,671.2938,696.0935,657.9371,688.2626,2856704400,14918814000
881001.WI,万得全A,20050429,688.2626,686.3569,697.2063,671.4554,680.8918,2291267400,12026357000
881001.WI,万得全A,20050509,680.8918,681.4565,690.4324,653.6269,660.4106,1646916900,8502466000
881001.WI,万得全A,20050510,660.4106,656.3139,669.5974,637.1989,661.3419,2074055000,10438112000
881001.WI,万得全A,20050511,661.3419,659.3386,670.8915,644.9803,654.5624,1829748200,9249995000
881001.WI,万得全A,20050512,654.5624,652.1257,662.5096,635.6992,646.8948,1953823000,10270665000
881001.WI,万得全A,20050513,646.8948,644.8046,661.5878,634.8478,650.873,2144163200,10542478000
881001.WI,万得全A,20050516,650.873,648.7756,656.5071,632.1181,643.7453,1708796800,8175265000
881001.WI,万得全A,20050517,643.7453,641.4785,659.1793,634.2834,650.1882,1888502800,8722765000
881001.WI,万得全A,20050518,650.1882,649.6616,660.9343,639.1567,653.4494,1736254200,8412297000
881001.WI,万得全A,20050519,653.4494,653.1358,661.4033,640.6456,654.0602,1723408600,8079597500
881001.WI,万得全A,20050520,654.0602,653.0397,662.4515,644.2928,651.4171,1574735200,7359946000
881001.WI,万得全A,20050523,651.4171,647.7277,651.7889,628.1832,634.4244,1597386300,7088605500
881001.WI,万得全A,20050524,634.4244,631.8812,650.7219,623.9901,643.2815,1848397000,8479215000
881001.WI,万得全A,20050525,643.2815,642.3947,654.5975,634.1058,644.4658,1723395200,7654077500
881001.WI,万得全A,20050526,644.4658,643.2443,651.4838,630.0067,636.4737,1574282700,7216463500
881001.WI,万得全A,20050527,636.4737,634.0425,646.1143,623.5333,630.7833,1628384800,7734161000
881001.WI,万得全A,20050530,630.7833,628.1658,641.6355,619.8823,636.2234,1460274800,6764902500
881001.WI,万得全A,20050531,636.2234,637.1994,645.9512,628.6707,635.5903,1533798000,6814457000
881001.WI,万得全A,20050601,635.5903,634.3496,640.2937,615.1248,622.2079,1686583600,7796856000
881001.WI,万得全A,20050602,622.2079,619.7188,627.7518,602.0231,611.5342,1832330600,8898498000
881001.WI,万得全A,20050603,611.5342,609.642,620.7869,597.3521,610.0508,1669611800,7598481500
881001.WI,万得全A,20050606,610.0508,608.5429,625.743,595.9442,622.1802,1798877000,8267374000
881001.WI,万得全A,20050607,622.1802,623.9077,640.5756,614.7972,622.45,2609510600,12724649000
881001.WI,万得全A,20050608,622.45,626.9496,677.3157,620.2769,671.9514,6237496400,29805684000
881001.WI,万得全A,20050609,671.9514,672.4247,692.1772,657.2754,678.7079,6360844000,31259350000
881001.WI,万得全A,20050610,678.7079,678.1739,686.3365,656.3459,664.9754,4398169600,21258314000
881001.WI,万得全A,20050613,664.9754,665.0489,676.924,650.3809,665.9595,3029061600,14071813000
881001.WI,万得全A,20050614,665.9595,667.7188,678.2253,650.7101,655.2735,2900108400,13654083000
881001.WI,万得全A,20050615,655.2735,652.2491,658.4852,633.3758,640.0897,2374686600,11321279000
881001.WI,万得全A,20050616,640.0897,639.4076,653.0009,629.5961,647.5517,2219240400,10905588000
881001.WI,万得全A,20050617,647.5517,650.8166,660.5648,636.9567,646.5076,2570629600,13077713000
881001.WI,万得全A,20050620,646.5076,646.2557,669.6147,633.1276,665.4869,3448315200,17340980000
881001.WI,万得全A,20050621,665.4869,665.4139,672.0618,652.1442,659.2256,2607583800,13028079000
881001.WI,万得全A,20050622,659.2256,657.334,668.2759,648.1938,661.9747,2166328400,10908796000
881001.WI,万得全A,20050623,661.9747,660.9902,669.9019,649.3351,655.0383,2057508200,10414048000
881001.WI,万得全A,20050624,655.0383,652.67,662.9512,644.8812,658.5102,1877194000,8814979000
881001.WI,万得全A,20050627,658.5102,663.8205,684.0152,660.9312,675.1333,3593336800,17827820000
881001.WI,万得全A,20050628,675.1333,672.5284,676.5395,656.8807,663.8092,2301008400,11227335000
881001.WI,万得全A,20050629,663.8092,662.967,671.8128,653.9006,659.5975,1918098000,9417993000
881001.WI,万得全A,20050630,659.5975,657.7448,662.5568,638.0858,642.4275,2228525600,10556200000
881001.WI,万得全A,20050701,642.4275,638.9992,645.2638,615.1197,621.3968,2306972800,10092985000
881001.WI,万得全A,20050704,621.3968,616.111,624.5043,595.7872,614.9314,2050003800,8326688000
881001.WI,万得全A,20050705,614.9314,612.3458,620.6545,601.6165,610.0602,1545068800,6664747500
881001.WI,万得全A,20050706,610.0602,610.8555,619.4357,599.0546,606.3083,1515250700,6732177000
881001.WI,万得全A,20050707,606.3083,605.2256,615.4738,598.5371,608.6869,1408634900,5970353500
881001.WI,万得全A,20050708,608.6869,606.0416,610.2097,586.5388,593.2064,1725706800,7108716500
881001.WI,万得全A,20050711,593.2064,599.0045,614.8867,583.4095,587.8992,1848356000,7863145500
881001.WI,万得全A,20050712,587.8992,585.7723,613.7501,578.1801,608.2916,2861655800,12601212000
881001.WI,万得全A,20050713,608.2916,606.3552,613.7133,594.8959,603.7576,2079810200,9136984000
881001.WI,万得全A,20050714,603.7576,602.4018,614.6533,595.8783,605.485,1952716600,8533706000
881001.WI,万得全A,20050715,605.485,605.3643,612.5854,589.8301,595.924,2051165600,8397385000
881001.WI,万得全A,20050718,595.924,593.3878,600.2306,577.8921,586.0267,1792229000,7022361500
881001.WI,万得全A,20050719,586.0267,584.6227,595.7831,576.9315,588.5761,1614316500,6521636000
881001.WI,万得全A,20050720,588.5761,587.8261,598.8785,581.2853,592.9208,1714958000,7071663000
881001.WI,万得全A,20050721,592.9208,592.5078,599.732,581.7177,592.6852,1750153800,7472937500
881001.WI,万得全A,20050722,592.6852,595.5381,614.9131,587.7517,605.0088,3926814800,16846430000
881001.WI,万得全A,20050725,605.0088,603.613,612.2794,594.2022,603.4326,2315366200,10079065000
881001.WI,万得全A,20050726,603.4326,603.2298,623.992,599.849,617.582,3875593600,16967830000
881001.WI,万得全A,20050727,617.582,617.9464,634.5478,610.4496,631.1923,3875489600,16611880000
881001.WI,万得全A,20050728,631.1923,631.2919,642.4136,621.3677,629.1041,4190894400,18280642000
881001.WI,万得全A,20050729,629.1041,627.4307,636.1163,618.2632,626.8582,2880184800,11875047000
881001.WI,万得全A,20050801,626.8582,626.2937,638.6548,620.142,631.2424,2418886000,10212970000
881001.WI,万得全A,20050802,631.2424,631.5936,644.4055,623.9791,641.4282,3129665600,12699518000
881001.WI,万得全A,20050803,641.4282,643.033,660.4039,636.7211,646.6387,5230092800,21461608000
881001.WI,万得全A,20050804,646.6387,644.2832,652.8178,633.7601,642.382,3195171200,13142197000
881001.WI,万得全A,20050805,642.382,642.3338,663.502,638.8353,659.8377,4214184400,19040862000
881001.WI,万得全A,20050808,659.8377,662.7444,678.1343,654.0793,666.4196,4986642800,22975804000
881001.WI,万得全A,20050809,666.4196,665.755,679.7053,655.1918,674.8722,4494034400,19758474000
881001.WI,万得全A,20050810,674.8722,675.3369,688.1371,663.4053,681.908,5072769200,21891994000
881001.WI,万得全A,20050811,681.908,682.2935,698.2114,673.5215,690.8759,5837902000,26965028000
881001.WI,万得全A,20050812,690.8759,691.5588,704.4343,670.0845,678.6935,6425317600,28918302000
881001.WI,万得全A,20050815,678.6935,677.8279,698.754,669.9889,694.2886,4510348800,21375270000
881001.WI,万得全A,20050816,694.2886,695.3817,707.6386,679.3521,690.598,5335051200,25340758000
881001.WI,万得全A,20050817,690.598,688.8918,706.2095,673.4668,700.8595,5310624800,24376728000
881001.WI,万得全A,20050818,700.8595,702.0302,717.5925,670.0709,675.9126,7333456000,33277636000
881001.WI,万得全A,20050819,675.9126,673.2205,689.9195,659.4139,676.1777,4987914400,22035546000
881001.WI,万得全A,20050822,676.1777,675.4191,690.5101,665.8763,682.9694,3539870400,15310227000
881001.WI,万得全A,20050823,682.9694,682.3881,689.4999,664.8125,675.3734,3400388000,14730426000
881001.WI,万得全A,20050824,675.3734,675.9874,689.9821,669.3113,682.0909,3499478400,15266536000
881001.WI,万得全A,20050825,682.0909,682.4654,693.7659,671.8134,686.0458,3872923600,16311172000
881001.WI,万得全A,20050826,686.0458,686.5412,697.2275,675.1835,687.3648,4020558400,16872686000
881001.WI,万得全A,20050829,687.3648,687.236,695.2637,670.8481,680.1545,4051472400,16086435000
881001.WI,万得全A,20050830,680.1545,678.4539,689.642,668.6593,677.1633,3102839600,13226994000
881001.WI,万得全A,20050831,677.1633,676.3158,692.2892,668.4493,688.3007,3686094000,15919893000
881001.WI,万得全A,20050901,688.3007,688.8851,707.9235,682.2117,701.7678,5469592800,23734620000
881001.WI,万得全A,20050902,701.7678,702.9592,714.126,693.4528,705.1279,4766961200,21038330000
881001.WI,万得全A,20050905,705.1279,706.3802,718.5045,697.9772,712.2372,4288533600,18752696000
881001.WI,万得全A,20050906,712.2372,713.0833,723.0291,691.8986,697.7255,5529212800,24541804000
881001.WI,万得全A,20050907,697.7255,695.9656,716.7086,688.7336,713.1033,4773433600,21695872000
881001.WI,万得全A,20050908,713.1033,714.5372,726.5125,702.3242,714.6599,5122814400,24000886000
881001.WI,万得全A,20050909,714.6599,714.3253,722.9108,702.1971,709.2733,3745298800,17165184000
881001.WI,万得全A,20050912,709.2733,709.3509,719.2045,700.7841,711.5652,2826139000,12355746000
881001.WI,万得全A,20050913,711.5652,711.9734,727.2786,706.2852,724.5463,4171643200,18618916000
881001.WI,万得全A,20050914,724.5463,725.7681,737.2043,716.7693,730.4042,5297363200,23929826000
881001.WI,万得全A,20050915,730.4042,730.4458,740.1676,721.2088,731.9054,4388998800,20135622000
881001.WI,万得全A,20050916,731.9054,731.8028,740.1673,722.2458,731.085,3806222800,17132144000
881001.WI,万得全A,20050919,731.085,731.2735,743.5273,724.2657,738.3759,4082538000,18242004000
881001.WI,万得全A,20050920,738.3759,738.9706,747.6543,723.0049,733.2089,5157298800,23403648000
881001.WI,万得全A,20050921,733.2089,731.8334,739.224,713.1501,719.5735,5213996800,22405386000
881001.WI,万得全A,20050922,719.5735,716.9868,723.6901,686.6851,698.8799,4541316800,19949880000
881001.WI,万得全A,20050923,698.8799,696.376,707.5914,684.4266,691.4523,3165205200,13886816000
881001.WI,万得全A,20050926,691.4523,690.3879,701.5327,681.567,694.1847,2351368200,10770724000
881001.WI,万得全A,20050927,694.1847,694.2264,701.7164,675.1799,681.51,2996659400,13489124000
881001.WI,万得全A,20050928,681.51,680.4207,691.7259,671.306,679.565,2460514000,10939714000
881001.WI,万得全A,20050929,679.565,681.0255,696.7569,676.2316,691.5354,2966973200,13109588000
881001.WI,万得全A,20050930,691.5354,691.9886,701.2189,682.4527,691.3957,2466679600,11354922000
881001.WI,万得全A,20051010,691.3957,690.9505,697.8413,674.9196,682.0607,1937886400,8969069000
881001.WI,万得全A,20051011,682.0607,680.91,697.8103,674.8192,694.936,2266837000,10559089000
881001.WI,万得全A,20051012,694.936,694.9395,708.3826,685.4171,700.3545,2950885400,14515838000
881001.WI,万得全A,20051013,700.3545,700.2047,709.2939,688.5706,695.5966,2716200200,13243650000
881001.WI,万得全A,20051014,695.5966,694.6486,703.6067,680.149,687.2548,2495757200,12381645000
881001.WI,万得全A,20051017,687.2548,685.5681,695.8266,671.3149,685.027,2453557200,11765172000
881001.WI,万得全A,20051018,685.027,684.4447,699.6003,676.9627,692.5704,2819996800,13723217000
881001.WI,万得全A,20051019,692.5704,692.4056,703.4948,680.4548,687.7391,3021054600,14021746000
881001.WI,万得全A,20051020,687.7391,685.5978,695.4663,670.6515,686.9398,2749014600,12881141000
881001.WI,万得全A,20051021,686.9398,686.716,700.4495,678.7321,690.8401,2934595200,13778363000
881001.WI,万得全A,20051024,690.8401,691.1047,701.7025,681.2632,693.0822,2517895600,11794965000
881001.WI,万得全A,20051025,693.0822,691.7981,698.2204,674.7297,680.9202,2777731800,12792785000
881001.WI,万得全A,20051026,680.9202,678.3163,685.6848,656.1391,662.8276,2993429400,13442489000
881001.WI,万得全A,20051027,662.8276,660.0028,673.3392,647.2731,660.304,2678420600,11965762000
881001.WI,万得全A,20051028,660.304,659.6278,668.7352,635.3458,648.2381,2831081000,12169067000
881001.WI,万得全A,20051031,648.2381,646.434,662.2922,638.185,653.1937,2286906600,9840752000
881001.WI,万得全A,20051101,653.1937,652.028,659.4526,634.8596,649.2798,2280659200,9843087000
881001.WI,万得全A,20051102,649.2798,649.4985,668.1625,645.2672,660.3421,3049274600,13128808000
881001.WI,万得全A,20051103,660.3421,660.1053,668.9963,646.5778,654.2693,2644855800,11578369000
881001.WI,万得全A,20051104,654.2693,652.8385,663.8904,643.9018,658.2361,2171444200,9496350000
881001.WI,万得全A,20051107,658.2361,657.487,665.5112,647.0499,660.2268,1943044600,8603082000
881001.WI,万得全A,20051108,660.2268,659.2553,670.0258,651.3533,664.7399,2433107000,10431193000
881001.WI,万得全A,20051109,664.7399,664.485,675.0849,655.2748,662.39,2691173000,12031049000
881001.WI,万得全A,20051110,662.39,660.5915,666.2631,641.1486,646.2293,2631218200,11374428000
881001.WI,万得全A,20051111,646.2293,643.8196,656.3748,634.9352,647.8438,2183411000,9295429000
881001.WI,万得全A,20051114,647.8438,646.6409,655.1678,638.1138,648.5166,1570737200,6628312000
881001.WI,万得全A,20051115,648.5166,648.4622,657.2161,636.8268,643.5313,2029036600,8998443000
