stockid,stockname,date,lag_close,open,high,low,close,volume,amount
881001.WI,万得全A,20090217,1985.515,1985.515,1987.1565,1918.1633,1918.4017,30084441600,2.57E+11
881001.WI,万得全A,20090218,1918.4017,1918.4017,1918.4017,1833.3667,1835.2311,24648233600,2.08E+11
881001.WI,万得全A,20090219,1835.2311,1835.2311,1875.8754,1827.0402,1860.3833,19995772800,1.69E+11
881001.WI,万得全A,20090220,1860.3833,1860.3833,1904.8016,1845.2632,1904.6025,20065900800,1.72E+11
881001.WI,万得全A,20090223,1904.6025,1904.6025,1966.1388,1880.1128,1959.897,24696435200,2.14E+11
881001.WI,万得全A,20090224,1959.897,1959.897,1962.6852,1867.4119,1873.5916,28723232000,2.49E+11
881001.WI,万得全A,20090225,1873.5916,1873.5916,1903.7787,1816.5344,1876.9362,23746443200,2.07E+11
881001.WI,万得全A,20090226,1876.9362,1876.9362,1898.6064,1752.842,1772.6082,22949515200,1.97E+11
881001.WI,万得全A,20090227,1772.6082,1772.6082,1772.6082,1694.2847,1711.6703,18898272000,1.50E+11
881001.WI,万得全A,20090302,1711.6703,1711.6703,1745.5101,1692.41,1737.5874,13737224000,1.13E+11
881001.WI,万得全A,20090303,1737.5874,1737.5874,1749.7856,1685.9628,1730.1986,15360891200,1.26E+11
881001.WI,万得全A,20090304,1730.1986,1730.1986,1844.7349,1730.1986,1841.6871,22992035200,1.93E+11
881001.WI,万得全A,20090305,1841.6871,1841.6871,1882.5343,1819.8633,1857.4594,26810801600,2.29E+11
881001.WI,万得全A,20090306,1857.4594,1857.4594,1862.5376,1817.5227,1843.645,18584336000,1.58E+11
881001.WI,万得全A,20090309,1843.645,1843.645,1876.047,1768.7474,1772.0095,18683288000,1.57E+11
881001.WI,万得全A,20090310,1772.0095,1772.0095,1807.9022,1745.7014,1807.3876,12737803200,1.05E+11
881001.WI,万得全A,20090311,1807.3876,1807.3876,1847.8033,1787.5829,1794.2286,15740425600,1.33E+11
881001.WI,万得全A,20090312,1794.2286,1794.2286,1796.8495,1741.7814,1793.281,13409875200,1.10E+11
881001.WI,万得全A,20090313,1793.281,1793.281,1817.7328,1779.0098,1782.4777,12765759200,1.08E+11
881001.WI,万得全A,20090316,1782.4777,1782.4777,1812.8997,1764.2385,1810.2043,11282804000,94302800000
881001.WI,万得全A,20090317,1810.2043,1810.2043,1879.9618,1807.6711,1874.5575,19997452800,1.73E+11
881001.WI,万得全A,20090318,1874.5575,1874.5575,1916.5719,1874.5575,1887.0389,22952880000,1.98E+11
881001.WI,万得全A,20090319,1887.0389,1887.0389,1928.2302,1886.2622,1927.8315,22123030400,1.94E+11
881001.WI,万得全A,20090320,1927.8315,1927.8315,1935.7412,1892.9005,1923.4618,23230673600,2.08E+11
881001.WI,万得全A,20090323,1923.4618,1923.4618,1973.8645,1919.1936,1968.694,24713846400,2.31E+11
881001.WI,万得全A,20090324,1968.694,1968.694,1999.644,1968.694,1981.022,24756404800,2.28E+11
881001.WI,万得全A,20090325,1981.022,1981.022,1994.2386,1937.1666,1937.1666,22067083200,2.02E+11
881001.WI,万得全A,20090326,1937.1666,1937.1666,1995.1851,1917.7532,1995.1011,22729123200,2.06E+11
881001.WI,万得全A,20090327,1995.1011,1995.1011,2023.3634,1995.1011,2011.5227,27113328000,2.41E+11
881001.WI,万得全A,20090330,2011.5227,2011.5227,2022.1089,1995.6289,2006.582,20967112000,1.91E+11
881001.WI,万得全A,20090331,2006.582,2006.582,2026.4078,1956.473,2026.4078,21202126400,1.98E+11
881001.WI,万得全A,20090401,2026.4078,2026.4078,2070.5784,2026.4078,2057.6682,27280864000,2.54E+11
881001.WI,万得全A,20090402,2057.6682,2057.6682,2092.1487,2057.6682,2073.1357,28225801600,2.63E+11
881001.WI,万得全A,20090403,2073.1357,2073.1357,2094.0356,2049.7197,2063.1602,25555724800,2.41E+11
881001.WI,万得全A,20090407,2063.1602,2063.1602,2083.1411,2047.1724,2074.1763,18950049600,1.81E+11
881001.WI,万得全A,20090408,2074.1763,2074.1763,2074.1763,1997.9828,1997.9828,22123244800,2.07E+11
881001.WI,万得全A,20090409,1997.9828,1997.9828,2030.7097,1981.6798,2030.7097,17446419200,1.65E+11
881001.WI,万得全A,20090410,2030.7097,2030.7097,2093.5957,2030.7097,2093.5957,24329132800,2.39E+11
881001.WI,万得全A,20090413,2093.5957,2093.5957,2143.7046,2093.5957,2136.542,28848857600,2.84E+11
881001.WI,万得全A,20090414,2136.542,2136.542,2165.0757,2122.2817,2160.8674,25958108800,2.56E+11
881001.WI,万得全A,20090415,2160.8674,2160.8674,2177.2383,2126.0835,2177.2383,27942931200,2.73E+11
881001.WI,万得全A,20090416,2177.2383,2177.2383,2196.1809,2145.3442,2180.7097,28809910400,2.73E+11
881001.WI,万得全A,20090417,2180.7097,2180.7097,2186.4033,2132.1191,2152.6477,24900974400,2.44E+11
881001.WI,万得全A,20090420,2152.6477,2152.6477,2202.6582,2152.6477,2202.3171,23442700800,2.21E+11
881001.WI,万得全A,20090421,2202.3171,2202.3171,2202.3171,2148.5959,2184.1729,25721598400,2.42E+11
881001.WI,万得全A,20090422,2184.1729,2184.1729,2212.2764,2084.9099,2096.0049,28916524800,2.69E+11
881001.WI,万得全A,20090423,2096.0049,2096.0049,2119.4165,2064.9741,2109.4617,19029300800,1.75E+11
881001.WI,万得全A,20090424,2109.4617,2109.4617,2122.0186,2090.9343,2092.3784,17475073600,1.68E+11
881001.WI,万得全A,20090427,2092.3784,2092.3784,2094.8452,2024.0282,2033.5148,17120400000,1.57E+11
881001.WI,万得全A,20090428,2033.5148,2033.5148,2048.7195,2014.3419,2044.009,14528470400,1.39E+11
881001.WI,万得全A,20090429,2044.009,2044.009,2112.7766,2040.3387,2106.6289,18967915200,1.81E+11
881001.WI,万得全A,20090430,2106.6289,2106.6289,2136.8635,2106.6289,2126.0664,20131019200,1.93E+11
881001.WI,万得全A,20090504,2126.0664,2126.0664,2197.8037,2126.0664,2197.8037,23068923200,2.22E+11
881001.WI,万得全A,20090505,2197.8037,2197.8037,2224.6223,2197.8037,2212.7683,23918081600,2.30E+11
881001.WI,万得全A,20090506,2212.7683,2212.7683,2245.9456,2202.0845,2243.772,24484435200,2.39E+11
881001.WI,万得全A,20090507,2243.772,2243.772,2265.5093,2207.2515,2239.551,27779398400,2.73E+11
881001.WI,万得全A,20090508,2239.551,2239.551,2262.3357,2210.0503,2253.5981,25094208000,2.44E+11
881001.WI,万得全A,20090511,2253.5981,2253.5981,2279.0999,2192.4109,2192.4109,27173900800,2.63E+11
881001.WI,万得全A,20090512,2192.4109,2192.4109,2243.9802,2171.0381,2243.9802,18605870400,1.74E+11
881001.WI,万得全A,20090513,2243.9802,2243.9802,2269.5591,2233.5339,2262.6072,22149315200,2.21E+11
881001.WI,万得全A,20090514,2262.6072,2262.6072,2262.6072,2226.533,2254.4841,19376720000,1.89E+11
881001.WI,万得全A,20090515,2254.4841,2254.4841,2275.0952,2243.3765,2261.9434,17470939200,1.69E+11
881001.WI,万得全A,20090518,2261.9434,2261.9434,2276.2056,2219.6379,2274.1082,18153024000,1.79E+11
881001.WI,万得全A,20090519,2274.1082,2274.1082,2302.9905,2274.1082,2295.6641,22829224000,2.31E+11
881001.WI,万得全A,20090520,2295.6641,2295.6641,2301.1843,2275.3721,2275.3721,21679908800,2.18E+11
881001.WI,万得全A,20090521,2275.3721,2275.3721,2275.3721,2216.7983,2228.4836,21344409600,2.13E+11
881001.WI,万得全A,20090522,2228.4836,2228.4836,2242.8347,2209.0969,2225.3162,15339166400,1.55E+11
881001.WI,万得全A,20090525,2225.3162,2225.3162,2238.8384,2166.5076,2233.5203,17777768000,1.82E+11
881001.WI,万得全A,20090526,2233.5203,2233.5203,2249.9436,2218.6335,2219.7119,18375084800,1.91E+11
881001.WI,万得全A,20090527,2219.7119,2219.7119,2245.8494,2211.6885,2241.2397,15985680000,1.61E+11
881001.WI,万得全A,20090601,2241.2397,2241.2397,2309.1035,2241.2397,2305.3772,21476740800,2.28E+11
881001.WI,万得全A,20090602,2305.3772,2305.3772,2330.5925,2305.343,2313.6648,23084139200,2.40E+11
881001.WI,万得全A,20090603,2313.6648,2313.6648,2356.5671,2312.3955,2356.5671,23422323200,2.42E+11
881001.WI,万得全A,20090604,2356.5671,2356.5671,2368.3806,2322.8005,2363.4028,25390854400,2.67E+11
881001.WI,万得全A,20090605,2363.4028,2363.4028,2378.8633,2351.2366,2352.8701,22129131200,2.35E+11
881001.WI,万得全A,20090608,2352.8701,2352.8701,2375.4409,2332.2996,2354.9443,20023076800,2.10E+11
881001.WI,万得全A,20090609,2354.9443,2354.9443,2368.084,2312.5305,2368.084,20215696000,2.05E+11
881001.WI,万得全A,20090610,2368.084,2368.084,2395.0771,2368.084,2392.5452,22103476800,2.19E+11
881001.WI,万得全A,20090611,2392.5452,2392.5452,2405.1521,2365.8655,2375.4102,20252971200,2.01E+11
881001.WI,万得全A,20090612,2375.4102,2375.4102,2384.7896,2311.865,2330.6055,19420912000,1.90E+11
881001.WI,万得全A,20090615,2330.6055,2330.6055,2373.4741,2324.6814,2373.0356,15988068800,1.66E+11
881001.WI,万得全A,20090616,2373.0356,2373.0356,2380.1641,2345.8367,2370.2083,15584891200,1.66E+11
881001.WI,万得全A,20090617,2370.2083,2370.2083,2410.783,2351.4048,2406.8809,17468992000,1.86E+11
881001.WI,万得全A,20090618,2406.8809,2406.8809,2437.7329,2406.8809,2436.4673,20951611200,2.25E+11
881001.WI,万得全A,20090619,2436.4673,2436.4673,2455.5674,2427.3992,2450.0464,22869272000,2.32E+11
881001.WI,万得全A,20090622,2450.0464,2450.0464,2472.2473,2437.093,2444.9011,21804297600,2.24E+11
881001.WI,万得全A,20090623,2444.9011,2444.9011,2470.7432,2405.4797,2442.7095,21097508800,2.13E+11
881001.WI,万得全A,20090624,2442.7095,2442.7095,2473.3696,2435.2627,2473.3696,20808984000,2.21E+11
881001.WI,万得全A,20090625,2473.3696,2473.3696,2486.3694,2460.8943,2471.8921,18532028800,2.00E+11
881001.WI,万得全A,20090626,2471.8921,2471.8921,2484.9333,2467.033,2480.6362,16921142400,1.78E+11
881001.WI,万得全A,20090629,2480.6362,2480.6362,2515.2983,2477.5024,2513.2686,19613836800,2.09E+11
881001.WI,万得全A,20090630,2513.2686,2513.2686,2523.417,2494.2693,2500.6418,18938147200,2.13E+11
881001.WI,万得全A,20090701,2500.6418,2500.6418,2547.9304,2491.4348,2547.8818,20837777600,2.30E+11
881001.WI,万得全A,20090702,2547.8818,2547.8818,2579.7983,2547.8818,2579.7644,24155406400,2.69E+11
881001.WI,万得全A,20090703,2579.7644,2579.7644,2611.3618,2557.397,2611.188,24463376000,2.71E+11
881001.WI,万得全A,20090706,2611.188,2611.188,2644.957,2611.188,2643.4385,27130950400,3.03E+11
881001.WI,万得全A,20090707,2643.4385,2643.4385,2661.6606,2616.5469,2626.626,26501273600,2.84E+11
881001.WI,万得全A,20090708,2626.626,2626.626,2647.7368,2576.1089,2635.5596,23079476800,2.56E+11
881001.WI,万得全A,20090709,2635.5596,2635.5596,2675.9541,2629.0298,2675.8687,25522846400,2.84E+11
881001.WI,万得全A,20090710,2675.8687,2675.8687,2701.3044,2665.689,2680.2454,25110753600,2.78E+11
881001.WI,万得全A,20090713,2680.2454,2680.2454,2692.0916,2662.7898,2668.1433,24204292800,2.69E+11
881001.WI,万得全A,20090714,2668.1433,2668.1433,2730.1414,2668.1433,2730.0032,25027673600,2.81E+11
881001.WI,万得全A,20090715,2730.0032,2730.0032,2756.8701,2730.0032,2755.821,29351984000,3.34E+11
881001.WI,万得全A,20090716,2755.821,2755.821,2785.3411,2747.5623,2754.8064,28811952000,3.37E+11
881001.WI,万得全A,20090717,2754.8064,2754.8064,2770.6331,2737.2312,2764.6948,24823670400,2.86E+11
881001.WI,万得全A,20090720,2764.6948,2764.6948,2816.9919,2764.6318,2815.5415,29813654400,3.55E+11
881001.WI,万得全A,20090721,2815.5415,2815.5415,2824.4763,2763.0449,2768.6079,29622217600,3.50E+11
881001.WI,万得全A,20090722,2768.6079,2768.6079,2816.3926,2762.4619,2816.3367,25429934400,3.10E+11
881001.WI,万得全A,20090723,2816.3367,2816.3367,2849.4561,2813.2515,2849.4561,25490681600,3.01E+11
881001.WI,万得全A,20090724,2849.4561,2849.4561,2871.3682,2797.4258,2852.0144,28220748800,3.37E+11
881001.WI,万得全A,20090727,2852.0144,2852.0144,2911.2957,2852.0144,2911.2957,28502502400,3.53E+11
881001.WI,万得全A,20090728,2911.2957,2911.2957,2928.5527,2884.8677,2928.2188,30915312000,3.78E+11
881001.WI,万得全A,20090729,2928.2188,2928.2188,2937.1658,2695.3545,2775.7808,34356595200,4.03E+11
881001.WI,万得全A,20090730,2775.7808,2775.7808,2841.0991,2738.0146,2828.9719,28740038400,3.31E+11
881001.WI,万得全A,20090731,2828.9719,2828.9719,2907.1445,2828.9719,2907.0378,28279571200,3.34E+11
881001.WI,万得全A,20090803,2907.0378,2907.0378,2953.9634,2898.1958,2953.0107,30330758400,3.65E+11
881001.WI,万得全A,20090804,2953.0107,2953.0107,2962.9463,2901.0522,2959.762,32083971200,3.87E+11
881001.WI,万得全A,20090805,2959.762,2959.762,2967.188,2895.929,2938.4719,30387014400,3.69E+11
881001.WI,万得全A,20090806,2938.4719,2938.4719,2939.5002,2837.9719,2884.1853,26749430400,3.34E+11
881001.WI,万得全A,20090807,2884.1853,2884.1853,2902.1699,2790.5073,2802.2051,23135614400,2.83E+11
881001.WI,万得全A,20090810,2802.2051,2802.2051,2847.6599,2757.3547,2804.4341,18975187200,2.34E+11
881001.WI,万得全A,20090811,2804.4341,2804.4341,2824.8745,2780.1438,2817.3872,15615216000,1.89E+11
881001.WI,万得全A,20090812,2817.3872,2817.3872,2817.3872,2686.8164,2693.9119,20097924800,2.41E+11
881001.WI,万得全A,20090813,2693.9119,2693.9119,2723.1299,2645.8894,2714.854,17311180800,2.09E+11
881001.WI,万得全A,20090814,2714.854,2714.854,2721.3176,2624.9651,2625.55,18832888000,2.23E+11
881001.WI,万得全A,20090817,2625.55,2625.55,2625.55,2460.8564,2463.0603,18662537600,2.08E+11
881001.WI,万得全A,20090818,2463.0603,2463.0603,2504.51,2423.6633,2494.3069,15409934400,1.69E+11
881001.WI,万得全A,20090819,2494.3069,2494.3069,2504.9644,2355.2317,2377.771,17107952000,1.86E+11
881001.WI,万得全A,20090820,2377.771,2377.771,2473.9321,2377.771,2471.5894,16694612800,1.87E+11
881001.WI,万得全A,20090821,2471.5894,2471.5894,2527.9587,2450.1948,2523.7246,19063400000,2.11E+11
881001.WI,万得全A,20090824,2523.7246,2523.7246,2559.991,2505.7727,2551.7378,18913811200,2.17E+11
881001.WI,万得全A,20090825,2551.7378,2551.7378,2551.7378,2409.4443,2477.8884,21798768000,2.45E+11
881001.WI,万得全A,20090826,2477.8884,2477.8884,2556.7004,2446.7742,2535.0442,20104537600,2.26E+11
881001.WI,万得全A,20090827,2535.0442,2535.0442,2570.875,2500.4651,2538.0938,20959017600,2.28E+11
881001.WI,万得全A,20090828,2538.0938,2538.0938,2542.2913,2448.9805,2460.324,18131990400,2.02E+11
881001.WI,万得全A,20090831,2460.324,2460.324,2460.324,2287.9529,2290.3669,17748904000,1.92E+11
881001.WI,万得全A,20090901,2290.3669,2290.3669,2338.842,2262.3931,2294.5708,14787033600,1.57E+11
881001.WI,万得全A,20090902,2294.5708,2294.5708,2332.7786,2273.3733,2321.7961,12554352800,1.34E+11
881001.WI,万得全A,20090903,2321.7961,2321.7961,2444.55,2321.7961,2439.8274,19168748800,2.08E+11
881001.WI,万得全A,20090904,2439.8274,2439.8274,2474.8335,2428.5779,2464.2466,19310232000,2.17E+11
881001.WI,万得全A,20090907,2464.2466,2464.2466,2521.1306,2464.2466,2487.3386,19903745600,2.27E+11
881001.WI,万得全A,20090908,2487.3386,2487.3386,2535.074,2447.4275,2535.074,19461771200,2.29E+11
881001.WI,万得全A,20090909,2535.074,2535.074,2555.9111,2509.4934,2550.4365,20228528000,2.46E+11
881001.WI,万得全A,20090910,2550.4365,2550.4365,2556.8071,2515.0732,2526.4753,16407052800,1.90E+11
881001.WI,万得全A,20090911,2526.4753,2526.4753,2589.8013,2518.1555,2581.6362,18574904000,2.16E+11
881001.WI,万得全A,20090914,2581.6362,2581.6362,2629.2842,2581.6362,2629.2842,22284780800,2.55E+11
881001.WI,万得全A,20090915,2629.2842,2629.2842,2656.1423,2615.4377,2641.1228,22436905600,2.57E+11
881001.WI,万得全A,20090916,2641.1228,2641.1228,2641.1228,2579.5522,2618.2334,22729177600,2.65E+11
881001.WI,万得全A,20090917,2618.2334,2618.2334,2676.0125,2618.2334,2669.7319,24406600000,2.78E+11
881001.WI,万得全A,20090918,2669.7319,2669.7319,2680.2117,2560.3538,2579.6609,26044025600,2.92E+11
881001.WI,万得全A,20090921,2579.6609,2579.6609,2598.4082,2502.7991,2597.3918,18960844800,2.18E+11
881001.WI,万得全A,20090922,2597.3918,2597.3918,2621.1682,2539.2153,2539.2256,19068745600,2.20E+11
881001.WI,万得全A,20090923,2539.2256,2539.2256,2558.8289,2465.3997,2480.3601,16707505600,1.89E+11
881001.WI,万得全A,20090924,2480.3601,2480.3601,2512.9976,2417.2122,2482.1772,15563196800,1.74E+11
881001.WI,万得全A,20090925,2482.1772,2482.1772,2488.8354,2444.7249,2462.6953,11502419200,1.27E+11
881001.WI,万得全A,20090928,2462.6953,2462.6953,2487.9321,2387.738,2398.6887,11000451200,1.19E+11
881001.WI,万得全A,20090929,2398.6887,2398.6887,2408.6189,2341.2556,2381.9404,11270556000,1.17E+11
881001.WI,万得全A,20090930,2381.9404,2381.9404,2427.4216,2381.9404,2406.5757,10060255200,1.09E+11
881001.WI,万得全A,20091009,2406.5757,2406.5757,2524.885,2406.5757,2524.8125,12960088000,1.47E+11
881001.WI,万得全A,20091012,2524.8125,2524.8125,2550.8228,2517.907,2521.8665,13519264000,1.57E+11
881001.WI,万得全A,20091013,2521.8665,2521.8665,2560.0767,2512.7307,2559.8716,12301933600,1.40E+11
881001.WI,万得全A,20091014,2559.8716,2559.8716,2614.3323,2559.8716,2582.9204,19351553600,2.20E+11
881001.WI,万得全A,20091015,2582.9204,2582.9204,2619.4512,2577.4705,2590.6694,15287803200,1.75E+11
881001.WI,万得全A,20091016,2590.6694,2590.6694,2610.647,2549.6555,2591.2881,14495507200,1.69E+11
881001.WI,万得全A,20091019,2591.2881,2591.2881,2652.0996,2583.0166,2652.0996,19162040000,2.30E+11
881001.WI,万得全A,20091020,2652.0996,2652.0996,2691.3518,2652.0996,2691.3518,22339937600,2.68E+11
881001.WI,万得全A,20091021,2691.3518,2691.3518,2712.4019,2674.1577,2680.6519,21374707200,2.50E+11
881001.WI,万得全A,20091022,2680.6519,2680.6519,2688.8955,2660.1636,2669.231,17244014400,2.02E+11
881001.WI,万得全A,20091023,2669.231,2669.231,2730.1506,2669.231,2716.1458,22234793600,2.58E+11
881001.WI,万得全A,20091026,2716.1458,2716.1458,2728.2004,2692.1426,2716.3091,18734649600,2.21E+11
881001.WI,万得全A,20091027,2716.3091,2716.3091,2716.3091,2644.3188,2644.3188,18240348800,2.18E+11
881001.WI,万得全A,20091028,2644.3188,2644.3188,2658.5024,2605.7732,2656.7363,16235028800,1.90E+11
881001.WI,万得全A,20091029,2656.7363,2656.7363,2656.7363,2591.0588,2598.5413,17196707200,1.94E+11
881001.WI,万得全A,20091030,2598.5413,2598.5413,2658.7527,2598.5413,2631.8694,16769665600,1.97E+11
881001.WI,万得全A,20091102,2631.8694,2631.8694,2712.6462,2569.0696,2712.1897,21568569600,2.57E+11
881001.WI,万得全A,20091103,2712.1897,2712.1897,2752.7434,2712.1897,2747.9316,24570358400,2.91E+11
881001.WI,万得全A,20091104,2747.9316,2747.9316,2774.6846,2734.2075,2763.1917,24000700800,2.84E+11
881001.WI,万得全A,20091105,2763.1917,2763.1917,2787.7986,2755.7903,2783.9746,22690457600,2.56E+11
881001.WI,万得全A,20091106,2783.9746,2783.9746,2810.6204,2783.9744,2792.7505,25836212800,2.98E+11
881001.WI,万得全A,20091109,2792.7505,2792.7505,2806.2104,2774.6738,2805.3755,22011705600,2.58E+11
881001.WI,万得全A,20091110,2805.3755,2805.3755,2831.1736,2805.3755,2812.5911,22560505600,2.68E+11
881001.WI,万得全A,20091111,2812.5911,2812.5911,2820.8457,2786.8669,2812.2412,19886684800,2.34E+11
881001.WI,万得全A,20091112,2812.2412,2812.2412,2838.3906,2805.7126,2814.8062,21666268800,2.51E+11
881001.WI,万得全A,20091113,2814.8062,2814.8062,2832.9204,2776.2678,2832.8015,22747478400,2.69E+11
881001.WI,万得全A,20091116,2832.8015,2832.8015,2908.9126,2832.8015,2908.8071,30231328000,3.67E+11
881001.WI,万得全A,20091117,2908.8071,2908.8071,2928.1479,2906.864,2916.7578,25546676800,3.10E+11
881001.WI,万得全A,20091118,2916.7578,2916.7578,2939.4302,2909.658,2932.8501,24872753600,2.97E+11
881001.WI,万得全A,20091119,2932.8501,2932.8501,2951.3574,2915.2549,2950.7432,27265750400,3.23E+11
881001.WI,万得全A,20091120,2950.7432,2950.7432,2965.4714,2918.4939,2944.5063,27577494400,3.28E+11
881001.WI,万得全A,20091123,2944.5063,2944.5063,2976.3118,2944.5063,2976.0454,26534054400,3.31E+11
881001.WI,万得全A,20091124,2976.0454,2976.0454,2997.6479,2857.7278,2867.0957,38613180800,4.72E+11
881001.WI,万得全A,20091125,2867.0957,2867.0957,2934.5459,2836.6445,2934.5142,29504470400,3.57E+11
881001.WI,万得全A,20091126,2934.5142,2934.5142,2944.1938,2812.0342,2823.1077,34301068800,4.20E+11
881001.WI,万得全A,20091127,2823.1077,2823.1077,2826.1667,2743.1741,2757.782,23707105600,2.86E+11
881001.WI,万得全A,20091130,2757.782,2757.782,2855.1345,2757.782,2855.1345,21652361600,2.67E+11
881001.WI,万得全A,20091201,2855.1345,2855.1345,2904.5427,2841.2935,2901.8079,25629592000,3.14E+11
881001.WI,万得全A,20091202,2901.8079,2901.8079,2941.7446,2901.8079,2934.136,27531920000,3.41E+11
881001.WI,万得全A,20091203,2934.136,2934.136,2937.0015,2899.1858,2932.4329,25109035200,3.16E+11
881001.WI,万得全A,20091204,2932.4329,2932.4329,2965.2122,2866.4241,2950.3362,32647219200,4.10E+11
881001.WI,万得全A,20091207,2950.3362,2950.3362,2973.4929,2942.6318,2972.4902,21327830400,2.74E+11
881001.WI,万得全A,20091208,2972.4902,2972.4902,2973.6931,2916.9272,2947.2083,21784590400,2.73E+11
881001.WI,万得全A,20091209,2947.2083,2947.2083,2947.2083,2891.446,2901.2964,18087600000,2.28E+11
881001.WI,万得全A,20091210,2901.2964,2901.2964,2934.7014,2890.6423,2917.0291,15010097600,1.91E+11
881001.WI,万得全A,20091211,2917.0291,2917.0291,2941.5076,2907.3198,2912.7725,14886363200,1.86E+11
881001.WI,万得全A,20091214,2912.7725,2912.7725,2950.6467,2850.6907,2946.9395,18024345600,2.26E+11
881001.WI,万得全A,20091215,2946.9395,2946.9395,2954.1465,2926.1453,2931.4055,16326921600,2.11E+11
881001.WI,万得全A,20091216,2931.4055,2931.4055,2949.9814,2904.6563,2912.1089,14731678400,1.90E+11
881001.WI,万得全A,20091217,2912.1089,2912.1089,2926.6426,2839.0273,2841.1541,16142846400,2.01E+11
881001.WI,万得全A,20091218,2841.1541,2841.1541,2841.1541,2770.7,2774.1475,15768633600,1.92E+11
881001.WI,万得全A,20091221,2774.1475,2774.1475,2787.9209,2753.1897,2787.9209,11438116800,1.44E+11
881001.WI,万得全A,20091222,2787.9209,2787.9209,2792.9839,2715.5044,2724.9814,13083443200,1.63E+11
881001.WI,万得全A,20091223,2724.9814,2724.9814,2755.1785,2717.074,2753.5435,12114229600,1.49E+11
881001.WI,万得全A,20091224,2753.5435,2753.5435,2835.9695,2753.5435,2831.748,15824566400,2.04E+11
881001.WI,万得全A,20091225,2831.748,2831.748,2841.2341,2813.3303,2828.4138,13248272000,1.69E+11
881001.WI,万得全A,20091228,2828.4138,2828.4138,2876.4028,2828.4138,2871.1904,14423041600,1.84E+11
881001.WI,万得全A,20091229,2871.1904,2871.1904,2890.7117,2849.5942,2890.7117,14971393600,1.91E+11
881001.WI,万得全A,20091230,2890.7117,2890.7117,2926.3169,2885.3091,2924.0989,19249249600,2.49E+11
881001.WI,万得全A,20091231,2924.0989,2924.0989,2941.0769,2910.959,2939.7869,17173627200,2.18E+11
881001.WI,万得全A,20100104,2939.7869,2939.7869,2956.2969,2917.8525,2917.8525,16825809600,2.18E+11
881001.WI,万得全A,20100105,2917.8525,2917.8525,2946.1157,2892.761,2941.4729,19902710400,2.67E+11
881001.WI,万得全A,20100106,2941.4729,2941.4729,2955.7122,2921.2031,2921.8748,19430168000,2.62E+11
881001.WI,万得全A,20100107,2921.8748,2921.8748,2930.2322,2846.9248,2860.3718,19705929600,2.61E+11
881001.WI,万得全A,20100108,2860.3718,2860.3718,2872.8828,2825.4075,2872.4092,15651548800,2.03E+11
881001.WI,万得全A,20100111,2872.4092,2872.4092,2956.3193,2865.2175,2879.4717,20738478400,2.80E+11
881001.WI,万得全A,20100112,2879.4717,2879.4717,2929.6306,2852.7104,2929.6306,21839104000,2.89E+11
881001.WI,万得全A,20100113,2929.6306,2929.6306,2929.6306,2842.4792,2849.6272,24350361600,3.23E+11
881001.WI,万得全A,20100114,2849.6272,2849.6272,2897.3682,2849.1719,2896.4685,21918868800,2.89E+11
881001.WI,万得全A,20100115,2896.4685,2896.4685,2920.3992,2884.7261,2909.5247,19527065600,2.59E+11
881001.WI,万得全A,20100118,2909.5247,2909.5247,2928.5186,2892.0847,2928.5186,21116174400,2.79E+11
881001.WI,万得全A,20100119,2928.5186,2928.5186,2943.6553,2921.0403,2930.5088,20709748800,2.73E+11
881001.WI,万得全A,20100120,2930.5088,2930.5088,2936.1753,2831.1655,2834.6848,24940611200,3.21E+11
881001.WI,万得全A,20100121,2834.6848,2834.6848,2862.5864,2814.2578,2848.9463,17458835200,2.26E+11
881001.WI,万得全A,20100122,2848.9463,2848.9463,2848.9463,2751.9814,2810.123,20652220800,2.59E+11
881001.WI,万得全A,20100125,2810.123,2810.123,2818.9314,2776.782,2777.9014,12392997600,1.55E+11
881001.WI,万得全A,20100126,2777.9014,2777.9014,2790.876,2687.5767,2703.8921,14567608000,1.80E+11
881001.WI,万得全A,20100127,2703.8921,2703.8921,2712.8699,2655.7297,2671.957,11963740800,1.50E+11
881001.WI,万得全A,20100128,2671.957,2671.957,2694.4121,2653.1597,2685.3835,11252439200,1.42E+11
881001.WI,万得全A,20100129,2685.3835,2685.3835,2719.9521,2662.626,2687.7942,13206940800,1.66E+11
881001.WI,万得全A,20100201,2687.7942,2687.7942,2687.7942,2621.845,2649.4207,14298649600,1.80E+11
881001.WI,万得全A,20100202,2649.4207,2649.4207,2692.064,2638.3318,2640.9209,12958399200,1.62E+11
881001.WI,万得全A,20100203,2640.9209,2640.9209,2699.1272,2591.8953,2699.0854,16235614400,2.00E+11
881001.WI,万得全A,20100204,2699.0854,2699.0854,2717.7788,2669.8291,2699.5786,16578744000,1.99E+11
881001.WI,万得全A,20100205,2699.5786,2699.5786,2699.5786,2629.1069,2648.3767,16344084800,1.94E+11
881001.WI,万得全A,20100208,2648.3767,2648.3767,2661.4255,2631.2903,2645.0698,10527968000,1.27E+11
881001.WI,万得全A,20100209,2645.0698,2645.0698,2662.9565,2637.0347,2653.5195,9800287200,1.15E+11
881001.WI,万得全A,20100210,2653.5195,2653.5195,2686.8813,2653.5195,2686.8813,8964500800,1.15E+11
881001.WI,万得全A,20100211,2686.8813,2686.8813,2703.8716,2681.262,2688.6826,8973567200,1.11E+11
