stockid,stockname,date,asset,asset,equity,eta
002142.SZ,宁波银行,20130331,42161929.8,17.55702823,2337804.4,0.05544823
002142.SZ,宁波银行,20121231,37353658.9,17.43594143,2211696,0.059209621
002142.SZ,宁波银行,20120930,33891311.1,17.33866923,2140748.1,0.063165101
002142.SZ,宁波银行,20120630,27764342,17.13926309,2037110.9,0.073371481
002142.SZ,宁波银行,20120331,26555664.2,17.09475362,1972523.3,0.074278816
002142.SZ,宁波银行,20111231,26049763.7,17.07551926,1871406.7,0.07183968
002142.SZ,宁波银行,20110930,23327877.4,16.96515966,1784072.9,0.07647815
002142.SZ,宁波银行,20110630,26244627.9,17.08297187,1694040.9,0.064548101
002142.SZ,宁波银行,20110331,27137339,17.11642116,1669486,0.061519886
002142.SZ,宁波银行,20101231,26327433.2,17.08612204,1587663.9,0.060304546
002142.SZ,宁波银行,20100930,23496845,16.97237671,1114246.9,0.047421128
002142.SZ,宁波银行,20100630,20976121.1,16.85889526,1053617.8,0.050229392
002142.SZ,宁波银行,20100331,18247626.3,16.71954556,1025723.5,0.056211339
002142.SZ,宁波银行,20091231,16335186.6,16.60883203,974198.3,0.059638027
002142.SZ,宁波银行,20090930,14446698.14,16.48597644,938873.29,0.06498878
002142.SZ,宁波银行,20090630,12987830.94,16.3795234,900813.17,0.069358246
002142.SZ,宁波银行,20090331,11885188.91,16.29080355,913286.08,0.07684237
002142.SZ,宁波银行,20081231,10326319.06,16.15020644,880500.35,0.085267591
002142.SZ,宁波银行,20080930,10133298.08,16.1313374,860091.72,0.084877768
002142.SZ,宁波银行,20080630,8829899.87,15.99365423,820533.95,0.092926756
002142.SZ,宁波银行,20080331,8258209.32,15.92671833,832315.41,0.100786427
002142.SZ,宁波银行,20071231,7551077.11,15.83720077,802231.7,0.106240698
002142.SZ,宁波银行,20070930,7341146.81,15.80900563,765546.3,0.104281568
002142.SZ,宁波银行,20070630,6691931.08,15.71641304,337341.46,0.050410181
002142.SZ,宁波银行,20061231,5654623.29,15.54798405,319618.37,0.056523371
002142.SZ,宁波银行,20051231,4242934.78,15.26076575,218717.21,0.051548568
002142.SZ,宁波银行,20041231,3423800.36,15.04626171,174362.86,0.050926702
600000.SH,浦发银行,20140930,395664200,19.79607643,23449900,0.059267177
600000.SH,浦发银行,20140630,393021700,19.78937538,22131900,0.056312158
600000.SH,浦发银行,20140331,374050000,19.73990004,21963700,0.058718621
600000.SH,浦发银行,20131231,368012500,19.72362746,20722700,0.056309772
600000.SH,浦发银行,20130930,359394300,19.69993067,19840100,0.05520427
600000.SH,浦发银行,20130630,346844200,19.66438625,18902600,0.054498821
600000.SH,浦发银行,20130331,340791700,19.646782,18907800,0.055481985
600000.SH,浦发银行,20121231,314570700,19.56671941,17965900,0.057112439
600000.SH,浦发银行,20120930,314218460.7,19.56559904,17159260.2,0.054609332
