stockid,date,loan,provision_coverage,loanlossreserve_loan,netcapital,car,core1_netcapital,core1car,rwa
601988,20061231,243180608,0.959999979,0.038800001,47136200,0.135900006,39685500,0.114399999,346901696
601988,20060930,231214416,0.920399994,0.039700001,45651550,0.136900008,38348633.16,0.114999998,333466380
601998,20140930,220812848,1.85710001,0.02385,37624878,0.131750006,24773874,0.086749997,285577808.1
601998,20140630,211914400,1.926800013,0.023,34823652,0.125300005,24196500,0.087099999,277922208
601998,20140331,203015952,1.996500015,0.02215,32022426,0.118850004,23562146.45,0.087450001,269435632.7
601998,20131231,194117504,2.066200018,0.021299999,29221200,0.112400003,22838000,0.087800004,260049408
601998,20130930,188286352,2.152750015,0.020699999,30023624,0.120650005,22023130.04,0.088500001,248848925.5
601998,20130630,182455200,2.239300013,0.020099999,30826048,0.128900006,21333400,0.089199997,239147008
601998,20130331,174372648,2.560899973,0.020649999,28585074,0.131650001,20421011.21,0.094049998,217129311.2
601998,20121231,166290096,2.882499933,0.021199999,26344100,0.134399995,19398200,0.098899998,196012656
601998,20120930,159912648,2.807150006,0.018949999,25493050,0.134399995,18912641.99,0.09970792,189680438.3
601998,20120630,153535200,2.731800079,0.0167,24642000,0.134399995,18429400,0.100515842,183348208
601998,20120331,148469448,2.727450013,0.01645,22814400,0.128549997,17713402.63,0.099807922,177474917
601998,20111231,143403696,2.723099947,0.0162,20986800,0.122699998,16946600,0.099100001,171041568
601998,20110930,139442800,2.552699924,0.0155,19116800,0.118349999,15167448.33,0.093899999,161527673.3
601998,20110630,135481904,2.3822999,0.0148,17246800,0.114,13415500,0.088699996,151287712
601998,20110331,130953200,2.258699894,0.0146,16454100,0.11355,12548877.42,0.086599998,144906208.9
601998,20101231,126424496,2.135099888,0.0144,15661400,0.1131,11698800,0.0845,138526208
601998,20100930,122854148,1.917149961,0.0141,15267300,0.111299999,11460762.86,0.083549999,137172507.9
601998,20100630,119283800,1.699200034,0.0138,14873200,0.109499998,11219000,0.082599998,135828304
601998,20100331,112924348,1.596400023,0.014,13366000,0.108349998,10750779.2,0.08715,123359485.9
601998,20091231,106564896,1.493600011,0.0142,11858800,0.107199997,10152700,0.091700003,110664800
601998,20090930,102719848,1.497049987,0.01545,11618000,0.113799997,10015165.79,0.098100003,102091391.4
601998,20090630,98874800,1.500499964,0.0167,11377200,0.120399997,9874729,0.104500003,94495016
601998,20090331,82683600,1.500400007,0.01855,11032100,0.131799996,9529625.477,0.113850001,83703341
601998,20081231,66492400,1.50030005,0.020400001,10687000,0.143199995,9199300,0.123199999,74654704
601998,20080930,64936800,1.327199996,0.0186,10487550,0.142999999,9042761.768,0.123300001,73339510.89
601998,20080630,63381200,1.154099941,0.016799999,10288100,0.142800003,8890417,0.123400003,72045520
601998,20080331,60451000,1.127099991,0.0165,9902600,0.147750005,8538688.525,0.127400003,67022671.11
601998,20071231,57520800,1.10010004,0.0162,9517100,0.152700007,8189400,0.131400004,62330000
601998,20070930,55536350,0.976000011,0.0159,9281150,0.156300001,7989627.473,0.134550005,59380357.96
601998,20070630,53551900,0.851899981,0.0156,9045200,0.159899995,7790400,0.137700006,56567856
