stockid,stockname,date,close,stockvalue
000001.SZ,平安银行,20010208,4.8441,27494466965
000001.SZ,平安银行,20010209,4.9333,28000380724
000001.SZ,平安银行,20010212,4.9333,28000380724
000001.SZ,平安银行,20010213,4.9024,27825256731
000001.SZ,平安银行,20010214,4.8715,27650132737
000001.SZ,平安银行,20010215,4.851,27533383408
000001.SZ,平安银行,20010216,4.8647,27611216294
000001.SZ,平安银行,20010219,4.9675,28194962939
000001.SZ,平安银行,20010220,4.8921,27766882066
000001.SZ,平安银行,20010221,4.7996,27241510086
000001.SZ,平安银行,20010222,4.7516,26969094985
000001.SZ,平安银行,20010223,4.8407,27475008744
000001.SZ,平安银行,20010226,4.8715,27650132737
000001.SZ,平安银行,20010227,4.8338,27436092301
000001.SZ,平安银行,20010228,4.8304,27416634079
000001.SZ,平安银行,20010301,4.9024,27825256731
000001.SZ,平安银行,20010302,5.1595,29284623342
000001.SZ,平安银行,20010305,5.1595,29284623342
000001.SZ,平安银行,20010306,5.1767,29381914450
000001.SZ,平安银行,20010307,5.2898,30024035759
000001.SZ,平安银行,20010308,5.5503,31502860592
000001.SZ,平安银行,20010309,5.5538,31522318814
000001.SZ,平安银行,20010312,5.5298,31386111263
000001.SZ,平安银行,20010313,5.4852,31133154384
000001.SZ,平安银行,20010314,5.6909,32300647673
000001.SZ,平安银行,20010315,5.7252,32495229888
000001.SZ,平安银行,20010316,5.6772,32222814787
000001.SZ,平安银行,20010319,5.708,32397938781
000001.SZ,平安银行,20010320,5.7252,32495229888
000001.SZ,平安银行,20010321,5.8143,33001143647
000001.SZ,平安银行,20010322,5.7423,32592520996
000001.SZ,平安银行,20010323,5.5161,31308278377
000001.SZ,平安银行,20010326,5.6018,31794733915
000001.SZ,平安银行,20010327,5.5812,31677984586
000001.SZ,平安银行,20010328,5.6155,31872566801
000001.SZ,平安银行,20010329,5.5949,31755817472
000001.SZ,平安银行,20010330,5.5606,31561235257
000001.SZ,平安银行,20010402,5.6669,32164440123
000001.SZ,平安银行,20010403,5.6463,32047690794
000001.SZ,平安银行,20010404,5.5503,31502860592
000001.SZ,平安银行,20010405,5.588,31716901029
000001.SZ,平安银行,20010406,5.5915,31736359250
000001.SZ,平安银行,20010409,5.5778,31658526364
000001.SZ,平安银行,20010410,5.6223,31911483244
000001.SZ,平安银行,20010411,5.6532,32086607237
000001.SZ,平安银行,20010412,5.636,31989316130
000001.SZ,平安银行,20010413,5.7766,32787103211
000001.SZ,平安银行,20010416,5.7937,32884394318
000001.SZ,平安银行,20010417,5.7457,32611979217
000001.SZ,平安银行,20010418,5.6875,32281189452
000001.SZ,平安银行,20010419,5.6189,31892025022
000001.SZ,平安银行,20010420,5.5538,31522318814
000001.SZ,平安银行,20010423,5.5298,31386111263
000001.SZ,平安银行,20010424,5.5366,31425027706
000001.SZ,平安银行,20010425,5.3892,30588324182
000001.SZ,平安银行,20010426,5.3241,30218617974
000001.SZ,平安银行,20010427,5.3652,30452116632
000001.SZ,平安银行,20010430,5.3241,30218617974
000001.SZ,平安银行,20010508,5.3138,30160243310
000001.SZ,平安银行,20010509,5.3172,30179701531
000001.SZ,平安银行,20010510,5.3789,30529949518
000001.SZ,平安银行,20010511,5.3755,30510491296
000001.SZ,平安银行,20010514,5.4166,30743989954
000001.SZ,平安银行,20010515,5.3618,30432658410
000001.SZ,平安银行,20010516,5.3995,30646698847
000001.SZ,平安银行,20010517,5.3206,30199159752
000001.SZ,平安银行,20010518,5.2761,29946202873
000001.SZ,平安银行,20010521,5.2212,29634871329
000001.SZ,平安银行,20010522,5.2932,30043493981
000001.SZ,平安银行,20010523,5.3926,30607782404
000001.SZ,平安银行,20010524,5.3309,30257534417
000001.SZ,平安银行,20010525,5.3344,30276992638
000001.SZ,平安银行,20010528,5.4372,30860739283
000001.SZ,平安银行,20010529,5.4372,30860739283
000001.SZ,平安银行,20010530,5.588,31716901029
000001.SZ,平安银行,20010531,5.5538,31522318814
000001.SZ,平安银行,20010601,5.588,31716901029
000001.SZ,平安银行,20010604,5.5126,31288820156
000001.SZ,平安银行,20010605,5.4543,30958030391
000001.SZ,平安银行,20010606,5.4578,30977488612
000001.SZ,平安银行,20010607,5.4303,30821822840
000001.SZ,平安银行,20010608,5.3926,30607782404
000001.SZ,平安银行,20010611,5.3344,30276992638
000001.SZ,平安银行,20010612,5.3515,30374283746
000001.SZ,平安银行,20010613,5.4509,30938572169
000001.SZ,平安银行,20010614,5.3995,30646698847
000001.SZ,平安银行,20010615,5.4132,30724531733
000001.SZ,平安银行,20010618,5.3001,30082410424
000001.SZ,平安银行,20010619,5.2898,30024035759
000001.SZ,平安银行,20010620,5.2384,29732162437
000001.SZ,平安银行,20010621,5.2589,29848911766
000001.SZ,平安银行,20010622,5.3412,30315909081
000001.SZ,平安银行,20010625,5.3824,30549407739
000001.SZ,平安银行,20010626,5.3206,30199159752
000001.SZ,平安银行,20010627,5.2966,30062952202
000001.SZ,平安银行,20010628,5.2487,29790537101
000001.SZ,平安银行,20010629,5.2487,29790537101
000001.SZ,平安银行,20010702,5.2624,29868369987
000001.SZ,平安银行,20010703,5.2726,29926744652
000001.SZ,平安银行,20010704,5.3446,30335367303
000001.SZ,平安银行,20010705,5.3686,30471574853
000001.SZ,平安银行,20010706,5.3138,30160243310
000001.SZ,平安银行,20010709,5.2726,29926744652
000001.SZ,平安银行,20010710,5.2966,30062952202
000001.SZ,平安银行,20010711,5.2349,29712704215
000001.SZ,平安银行,20010712,5.2007,29518122000
000001.SZ,平安银行,20010713,5.1801,29401372671
000001.SZ,平安银行,20010716,5.1252,29090041128
000001.SZ,平安银行,20010717,5.0738,28798167805
000001.SZ,平安银行,20010718,5.1972,29498663779
000001.SZ,平安银行,20010719,5.1835,29420830893
000001.SZ,平安银行,20010720,5.2109,29576496665
000001.SZ,平安银行,20010723,5.1801,29401372671
000001.SZ,平安银行,20010724,5.1389,29167874014
000001.SZ,平安银行,20010725,5.0704,28778709584
000001.SZ,平安银行,20010726,5.0635,28739793141
000001.SZ,平安银行,20010727,5.1389,29167874014
000001.SZ,平安银行,20010730,4.7996,27241510086
000001.SZ,平安银行,20010731,4.7413,26910720321
000001.SZ,平安银行,20010801,4.8715,27650132737
000001.SZ,平安银行,20010802,4.7824,27144218979
000001.SZ,平安银行,20010803,4.7344,26871803878
000001.SZ,平安银行,20010806,4.4739,25392979044
000001.SZ,平安银行,20010807,4.5116,25607019481
000001.SZ,平安银行,20010808,4.4533,25276229716
000001.SZ,平安银行,20010809,4.4876,25470811930
000001.SZ,平安银行,20010810,4.6076,26151849683
000001.SZ,平安银行,20010813,4.6144,26190766126
000001.SZ,平安银行,20010814,4.5664,25918351025
000001.SZ,平安银行,20010815,4.5733,25957267468
000001.SZ,平安银行,20010816,4.4876,25470811930
000001.SZ,平安银行,20010817,4.5287,25704310588
000001.SZ,平安银行,20010820,4.5321,25723768810
000001.SZ,平安银行,20010821,4.5664,25918351025
000001.SZ,平安银行,20010822,4.5081,25587561259
000001.SZ,平安银行,20010823,4.4944,25509728373
000001.SZ,平安银行,20010824,4.4636,25334604380
000001.SZ,平安银行,20010827,4.3813,24867607064
000001.SZ,平安银行,20010828,4.3916,24925981729
000001.SZ,平安银行,20010829,4.3916,24925981729
000001.SZ,平安银行,20010830,4.3539,24711941292
000001.SZ,平安银行,20010831,4.3573,24731399514
000001.SZ,平安银行,20010903,4.3127,24478442634
000001.SZ,平安银行,20010904,4.4396,25198396830
000001.SZ,平安银行,20010905,4.4327,25159480387
000001.SZ,平安银行,20010906,4.4602,25315146158
000001.SZ,平安银行,20010907,4.3505,24692483071
000001.SZ,平安银行,20010910,4.4567,25295687937
000001.SZ,平安银行,20010911,4.419,25081647501
000001.SZ,平安银行,20010912,4.3299,24575733742
000001.SZ,平安银行,20010913,4.3162,24497900856
000001.SZ,平安银行,20010914,4.2476,24108736426
000001.SZ,平安银行,20010917,4.1173,23369324009
000001.SZ,平安银行,20010918,4.1482,23544448003
000001.SZ,平安银行,20010919,4.4122,25042731058
000001.SZ,平安银行,20010920,4.3367,24614650185
000001.SZ,平安银行,20010921,4.3333,24595191963
000001.SZ,平安银行,20010924,4.2853,24322776863
000001.SZ,平安银行,20010925,4.3162,24497900856
000001.SZ,平安银行,20010926,4.2613,24186569312
000001.SZ,平安银行,20010927,4.2819,24303318641
000001.SZ,平安银行,20010928,4.371,24809232400
000001.SZ,平安银行,20011008,4.3059,24439526191
000001.SZ,平安银行,20011009,4.4053,25003814615
000001.SZ,平安银行,20011010,4.2373,24050361762
000001.SZ,平安银行,20011011,4.1413,23505531560
000001.SZ,平安银行,20011012,4.3265,24556275520
000001.SZ,平安银行,20011015,4.443,25217855051
000001.SZ,平安银行,20011016,4.3916,24925981729
000001.SZ,平安银行,20011017,4.467,25354062601
000001.SZ,平安银行,20011018,4.4876,25470811930
000001.SZ,平安银行,20011019,4.3607,24750857735
000001.SZ,平安银行,20011022,4.3916,24925981729
000001.SZ,平安银行,20011023,4.8304,27416634079
000001.SZ,平安银行,20011024,4.8373,27455550522
000001.SZ,平安银行,20011025,4.7241,26813429213
000001.SZ,平安银行,20011026,4.7653,27046927871
000001.SZ,平安银行,20011029,4.7618,27027469650
000001.SZ,平安银行,20011030,4.6693,26502097669
000001.SZ,平安银行,20011031,4.7344,26871803878
000001.SZ,平安银行,20011101,4.7241,26813429213
000001.SZ,平安银行,20011102,4.6624,26463181226
000001.SZ,平安银行,20011105,4.6007,26112933240
000001.SZ,平安银行,20011106,4.5904,26054558575
000001.SZ,平安银行,20011107,4.395,24945439950
000001.SZ,平安银行,20011108,4.4602,25315146158
000001.SZ,平安银行,20011109,4.5664,25918351025
000001.SZ,平安银行,20011112,4.5493,25821059917
000001.SZ,平安银行,20011113,4.5561,25859976360
000001.SZ,平安银行,20011114,4.5219,25665394145
000001.SZ,平安银行,20011115,4.4876,25470811930
000001.SZ,平安银行,20011116,4.5424,25782143474
000001.SZ,平安银行,20011119,4.5459,25801601696
000001.SZ,平安银行,20011120,4.6247,26249140790
000001.SZ,平安银行,20011121,4.6933,26638305220
000001.SZ,平安银行,20011122,4.6967,26657763441
000001.SZ,平安银行,20011123,4.6419,26346431897
000001.SZ,平安银行,20011126,4.5904,26054558575
000001.SZ,平安银行,20011127,4.6041,26132391461
000001.SZ,平安银行,20011128,4.6281,26268599012
000001.SZ,平安银行,20011129,4.5904,26054558575
000001.SZ,平安银行,20011130,4.6007,26112933240
000001.SZ,平安银行,20011203,4.6281,26268599012
000001.SZ,平安银行,20011204,4.659,26443723005
000001.SZ,平安银行,20011205,4.539,25762685253
000001.SZ,平安银行,20011206,4.5459,25801601696
000001.SZ,平安银行,20011207,4.5219,25665394145
000001.SZ,平安银行,20011210,4.5047,25568103038
000001.SZ,平安银行,20011211,4.4773,25412437266
000001.SZ,平安银行,20011212,4.4019,24984356393
000001.SZ,平安银行,20011213,4.3607,24750857735
000001.SZ,平安银行,20011214,4.3573,24731399514
000001.SZ,平安银行,20011217,4.3196,24517359077
000001.SZ,平安银行,20011218,4.3539,24711941292
000001.SZ,平安银行,20011219,4.299,24400609748
000001.SZ,平安银行,20011220,4.2202,23953070654
000001.SZ,平安银行,20011221,4.227,23991987097
000001.SZ,平安银行,20011224,4.1482,23544448003
000001.SZ,平安银行,20011225,4.1585,23602822667
000001.SZ,平安银行,20011226,4.2167,23933612433
000001.SZ,平安银行,20011227,4.1482,23544448003
000001.SZ,平安银行,20011228,4.1688,23661197332
000001.SZ,平安银行,20011231,4.1996,23836321325
000001.SZ,平安银行,20020104,4.1516,23563906224
000001.SZ,平安银行,20020107,4.1276,23427698674
000001.SZ,平安银行,20020108,4.1208,23388782231
000001.SZ,平安银行,20020109,4.0762,23135825352
000001.SZ,平安银行,20020110,4.0488,22980159580
000001.SZ,平安银行,20020111,3.9493,22415871156
000001.SZ,平安银行,20020114,3.7779,21442960082
000001.SZ,平安银行,20020115,3.7231,21131628538
000001.SZ,平安银行,20020116,3.7711,21404043639
000001.SZ,平安银行,20020117,3.5345,20061426356
000001.SZ,平安银行,20020118,3.4934,19827927698
000001.SZ,平安银行,20020121,3.2911,18679892630
000001.SZ,平安银行,20020122,3.2911,18679892630
000001.SZ,平安银行,20020123,3.5448,20119801021
000001.SZ,平安银行,20020124,3.5517,20158717464
000001.SZ,平安银行,20020125,3.5002,19866844141
000001.SZ,平安银行,20020128,3.3014,18738267295
000001.SZ,平安银行,20020129,3.3563,19049598839
000001.SZ,平安银行,20020130,3.3837,19205264611
000001.SZ,平安银行,20020131,3.6099,20489507229
000001.SZ,平安银行,20020201,3.5585,20197633907
000001.SZ,平安银行,20020204,3.6237,20567340115
000001.SZ,平安银行,20020205,3.6991,20995420988
000001.SZ,平安银行,20020206,3.562,20217092128
000001.SZ,平安银行,20020207,3.6682,20820296994
000001.SZ,平安银行,20020208,3.6545,20742464108
000001.SZ,平安银行,20020225,3.586,20353299679
000001.SZ,平安银行,20020226,3.4968,19847385920
000001.SZ,平安银行,20020227,3.5345,20061426356
000001.SZ,平安银行,20020228,3.4797,19750094812
000001.SZ,平安银行,20020301,3.4934,19827927698
000001.SZ,平安银行,20020304,3.5517,20158717464
000001.SZ,平安银行,20020305,3.6339,20625714779
000001.SZ,平安银行,20020306,3.7025,21014879209
000001.SZ,平安银行,20020307,3.9116,22201830720
000001.SZ,平安银行,20020308,3.9116,22201830720
000001.SZ,平安银行,20020311,3.9528,22435329378
000001.SZ,平安银行,20020312,3.8602,21909957398
000001.SZ,平安银行,20020313,3.9528,22435329378
000001.SZ,平安银行,20020314,3.9939,22668828036
000001.SZ,平安银行,20020315,3.8945,22104539613
000001.SZ,平安银行,20020318,4.0762,23135825352
000001.SZ,平安银行,20020319,4.0933,23233116459
000001.SZ,平安银行,20020320,4.0762,23135825352
000001.SZ,平安银行,20020321,4.0385,22921784915
000001.SZ,平安银行,20020322,3.9356,22338038271
000001.SZ,平安银行,20020325,3.9493,22415871156
000001.SZ,平安银行,20020326,3.8739,21987790284
000001.SZ,平安银行,20020327,3.8671,21948873841
000001.SZ,平安银行,20020328,3.8739,21987790284
000001.SZ,平安银行,20020329,3.7814,21462418303
000001.SZ,平安银行,20020401,3.7642,21365127196
000001.SZ,平安银行,20020402,3.6648,20800838773
000001.SZ,平安银行,20020403,3.6957,20975962766
000001.SZ,平安银行,20020404,3.8088,21618084075
000001.SZ,平安银行,20020405,3.8225,21695916961
000001.SZ,平安银行,20020408,3.8636,21929415619
000001.SZ,平安银行,20020409,3.8225,21695916961
000001.SZ,平安银行,20020410,3.8122,21637542297
000001.SZ,平安银行,20020411,3.7779,21442960082
000001.SZ,平安银行,20020412,3.8088,21618084075
000001.SZ,平安银行,20020415,3.7334,21190003203
000001.SZ,平安银行,20020416,3.6957,20975962766
000001.SZ,平安银行,20020417,3.6854,20917588102
000001.SZ,平安银行,20020418,3.6854,20917588102
000001.SZ,平安银行,20020419,3.5928,20392216122
000001.SZ,平安银行,20020422,3.5928,20392216122
000001.SZ,平安银行,20020423,3.6065,20470049007
000001.SZ,平安银行,20020424,3.5962,20411674343
000001.SZ,平安银行,20020425,3.6717,20839755216
000001.SZ,平安银行,20020426,3.7025,21014879209
000001.SZ,平安银行,20020429,3.7574,21326210753
000001.SZ,平安银行,20020430,3.9425,22376954714
000001.SZ,平安银行,20020508,3.9425,22376954714
000001.SZ,平安银行,20020509,4.0453,22960701358
000001.SZ,平安银行,20020510,3.9493,22415871156
000001.SZ,平安银行,20020513,3.8842,22046164948
000001.SZ,平安银行,20020514,3.8499,21851582733
000001.SZ,平安银行,20020515,3.8019,21579167632
000001.SZ,平安银行,20020516,3.8431,21812666290
000001.SZ,平安银行,20020517,3.8739,21987790284
000001.SZ,平安银行,20020520,3.8259,21715375183
000001.SZ,平安银行,20020521,3.9219,22260205385
000001.SZ,平安银行,20020522,3.9219,22260205385
000001.SZ,平安银行,20020523,3.8362,21773749847
000001.SZ,平安银行,20020524,3.7505,21287294310
000001.SZ,平安银行,20020527,3.7368,21209461424
000001.SZ,平安银行,20020528,3.8054,21598625854
000001.SZ,平安银行,20020529,3.7779,21442960082
000001.SZ,平安银行,20020530,3.8636,21929415619
000001.SZ,平安银行,20020531,3.8259,21715375183
000001.SZ,平安银行,20020603,3.8225,21695916961
000001.SZ,平安银行,20020604,3.9116,22201830720
000001.SZ,平安银行,20020605,3.7882,21501334746
000001.SZ,平安银行,20020606,3.9048,22162914277
000001.SZ,平安银行,20020607,3.9185,22240747163
000001.SZ,平安银行,20020610,3.9562,22454787599
000001.SZ,平安银行,20020611,3.9425,22376954714
000001.SZ,平安银行,20020612,3.9665,22513162264
000001.SZ,平安银行,20020613,3.8945,22104539613
000001.SZ,平安银行,20020614,3.8294,21734833404
000001.SZ,平安银行,20020617,3.8396,21793208069
000001.SZ,平安银行,20020618,3.8945,22104539613
000001.SZ,平安银行,20020619,3.8259,21715375183
000001.SZ,平安银行,20020620,3.8431,21812666290
000001.SZ,平安银行,20020621,4.083,23174741795
000001.SZ,平安银行,20020624,4.491,25490270152
000001.SZ,平安银行,20020625,4.9401,28039297167
000001.SZ,平安银行,20020626,4.9504,28097671832
000001.SZ,平安银行,20020627,5.0635,28739793141
000001.SZ,平安银行,20020628,5.1424,29187332235
000001.SZ,平安银行,20020701,5.0772,28817626027
000001.SZ,平安银行,20020702,5.1252,29090041128
000001.SZ,平安银行,20020703,5.1938,29479205557
000001.SZ,平安银行,20020704,5.0704,28778709584
000001.SZ,平安银行,20020705,5.1115,29012208242
000001.SZ,平安银行,20020708,5.1012,28953833577
000001.SZ,平安银行,20020709,5.1081,28992750020
000001.SZ,平安银行,20020710,4.9333,28000380724
000001.SZ,平安银行,20020711,4.9024,27825256731
000001.SZ,平安银行,20020712,4.875,27669590959
000001.SZ,平安银行,20020715,4.8064,27280426529
000001.SZ,平安银行,20020716,4.7927,27202593643
000001.SZ,平安银行,20020717,4.9435,28058755389
000001.SZ,平安银行,20020718,5.1184,29051124685
000001.SZ,平安银行,20020719,5.1389,29167874014
000001.SZ,平安银行,20020722,4.971,28214421161
000001.SZ,平安银行,20020723,5.2169,29304081564
000001.SZ,平安银行,20020724,5.2204,29323539785
000001.SZ,平安银行,20020725,5.1234,28778709584
000001.SZ,平安银行,20020726,5.1234,28778709584
000001.SZ,平安银行,20020729,5.1961,29187332235
000001.SZ,平安银行,20020730,5.1961,29187332235
000001.SZ,平安银行,20020731,5.1996,29206790456
000001.SZ,平安银行,20020801,5.2585,29537580222
000001.SZ,平安银行,20020802,5.2585,29537580222
000001.SZ,平安银行,20020805,5.1442,28895458913
000001.SZ,平安银行,20020806,5.1927,29167874014
000001.SZ,平安银行,20020807,5.1892,29148415792
000001.SZ,平安银行,20020808,5.1684,29031666463
000001.SZ,平安银行,20020809,5.1442,28895458913
000001.SZ,平安银行,20020812,5.0784,28525752704
000001.SZ,平安银行,20020813,5.0818,28545210926
000001.SZ,平安银行,20020814,5.1442,28895458913
000001.SZ,平安银行,20020815,5.1407,28876000691
000001.SZ,平安银行,20020816,5.113,28720334919
000001.SZ,平安银行,20020819,5.2065,29245706899
000001.SZ,平安银行,20020820,5.4317,30510491296
000001.SZ,平安银行,20020821,5.3693,30160243310
000001.SZ,平安银行,20020822,5.3659,30140785088
000001.SZ,平安银行,20020823,5.3797,30218617974
000001.SZ,平安银行,20020826,5.3001,29771078880
000001.SZ,平安银行,20020827,5.2897,29712704215
000001.SZ,平安银行,20020828,5.3693,30160243310
000001.SZ,平安银行,20020829,5.3382,29985119316
000001.SZ,平安银行,20020830,5.3347,29965661095
000001.SZ,平安银行,20020902,5.397,30315909081
000001.SZ,平安银行,20020903,5.397,30315909081
000001.SZ,平安银行,20020904,5.4005,30335367303
000001.SZ,平安银行,20020905,5.2689,29595954886
000001.SZ,平安银行,20020906,5.2134,29284623342
000001.SZ,平安银行,20020909,5.1546,28953833577
000001.SZ,平安银行,20020910,5.165,29012208242
000001.SZ,平安银行,20020911,5.1719,29051124685
000001.SZ,平安银行,20020912,5.1892,29148415792
000001.SZ,平安银行,20020913,5.21,29265165121
000001.SZ,平安银行,20020916,4.9225,27650132737
000001.SZ,平安银行,20020917,4.9398,27747423845
000001.SZ,平安银行,20020918,4.8497,27241510086
000001.SZ,平安银行,20020919,4.9814,27980922503
000001.SZ,平安银行,20020920,4.919,27630674516
000001.SZ,平安银行,20020923,4.9259,27669590959
000001.SZ,平安银行,20020924,4.8636,27319342972
000001.SZ,平安银行,20020925,4.9329,27708507402
000001.SZ,平安银行,20020926,4.9467,27786340288
000001.SZ,平安银行,20020927,4.77,26793970992
000001.SZ,平安银行,20021008,4.6627,26190766126
000001.SZ,平安银行,20021009,4.6072,25879434582
000001.SZ,平安银行,20021010,4.5345,25470811930
000001.SZ,平安银行,20021011,4.4687,25101105722
000001.SZ,平安银行,20021014,4.4687,25101105722
000001.SZ,平安银行,20021015,4.4895,25217855051
000001.SZ,平安银行,20021016,4.4895,25217855051
000001.SZ,平安银行,20021017,4.4306,24887065286
000001.SZ,平安银行,20021018,4.6072,25879434582
000001.SZ,平安银行,20021021,4.6661,26210224347
000001.SZ,平安银行,20021022,4.6904,26346431897
000001.SZ,平安银行,20021023,4.6453,26093475018
000001.SZ,平安银行,20021024,4.5795,25723768810
000001.SZ,平安银行,20021025,4.5172,25373520823
000001.SZ,平安银行,20021028,4.4583,25042731058
000001.SZ,平安银行,20021029,4.5068,25315146158
000001.SZ,平安银行,20021030,4.5102,25334604380
000001.SZ,平安银行,20021031,4.486,25198396830
000001.SZ,平安银行,20021101,4.4721,25120563944
000001.SZ,平安银行,20021104,4.628,25996183911
000001.SZ,平安银行,20021105,4.7042,26424264783
000001.SZ,平安银行,20021106,4.68,26288057233
000001.SZ,平安银行,20021107,4.7458,26657763441
000001.SZ,平安银行,20021108,4.6003,25840518139
000001.SZ,平安银行,20021111,4.5033,25295687937
000001.SZ,平安银行,20021112,4.4825,25178938608
000001.SZ,平安银行,20021113,4.5033,25295687937
000001.SZ,平安银行,20021114,4.3994,24711941292
000001.SZ,平安银行,20021115,4.3925,24673024849
000001.SZ,平安银行,20021118,4.2331,23777946661
000001.SZ,平安银行,20021119,4.2574,23914154211
000001.SZ,平安银行,20021120,4.2089,23641739110
000001.SZ,平安银行,20021121,4.0911,22980159580
000001.SZ,平安银行,20021122,4.0876,22960701358
000001.SZ,平安银行,20021125,4.098,23019076023
000001.SZ,平安银行,20021126,4.0183,22571536928
000001.SZ,平安银行,20021127,4.053,22766119143
000001.SZ,平安银行,20021128,4.1534,23330407567
000001.SZ,平安银行,20021129,4.1915,23544448003
000001.SZ,平安银行,20021202,4.0253,22610453371
000001.SZ,平安银行,20021203,4.0738,22882868472
000001.SZ,平安银行,20021204,4.0842,22941243137
000001.SZ,平安银行,20021205,4.0322,22649369814
000001.SZ,平安银行,20021206,4.0322,22649369814
000001.SZ,平安银行,20021209,4.0079,22513162264
000001.SZ,平安银行,20021210,3.9595,22240747163
000001.SZ,平安银行,20021211,3.8659,21715375183
000001.SZ,平安银行,20021212,3.8313,21520792968
000001.SZ,平安银行,20021213,3.8486,21618084075
000001.SZ,平安银行,20021216,3.8555,21657000518
000001.SZ,平安银行,20021217,3.8832,21812666290
000001.SZ,平安银行,20021218,3.8694,21734833404
000001.SZ,平安银行,20021219,3.8659,21715375183
000001.SZ,平安银行,20021220,3.9213,22026706727
000001.SZ,平安银行,20021223,3.9179,22007248505
000001.SZ,平安银行,20021224,3.8763,21773749847
000001.SZ,平安银行,20021225,3.8486,21618084075
000001.SZ,平安银行,20021226,3.6823,20684089444
000001.SZ,平安银行,20021227,3.6442,20470049007
000001.SZ,平安银行,20021230,3.6442,20470049007
000001.SZ,平安银行,20021231,3.6338,20411674343
000001.SZ,平安银行,20030102,3.4745,19516596154
000001.SZ,平安银行,20030103,3.471,19497137933
000001.SZ,平安银行,20030106,3.4849,19574970819
000001.SZ,平安银行,20030107,3.4779,19536054376
000001.SZ,平安银行,20030108,3.6477,20489507229
000001.SZ,平安银行,20030109,3.7031,20800838773
000001.SZ,平安银行,20030110,3.6477,20489507229
000001.SZ,平安银行,20030113,3.6026,20236550350
000001.SZ,平安银行,20030114,3.9629,22260205385
000001.SZ,平安银行,20030115,3.8798,21793208069
000001.SZ,平安银行,20030116,3.9387,22123997834
000001.SZ,平安银行,20030117,3.9456,22162914277
000001.SZ,平安银行,20030120,4.001,22474245821
000001.SZ,平安银行,20030121,3.8832,21812666290
000001.SZ,平安银行,20030122,3.8763,21773749847
000001.SZ,平安银行,20030123,3.8694,21734833404
000001.SZ,平安银行,20030124,3.9387,22123997834
000001.SZ,平安银行,20030127,4.0079,22513162264
000001.SZ,平安银行,20030128,4.0149,22552078707
000001.SZ,平安银行,20030129,4.0287,22629911593
000001.SZ,平安银行,20030210,3.9179,22007248505
000001.SZ,平安银行,20030211,3.9421,22143456056
000001.SZ,平安银行,20030212,3.956,22221288942
000001.SZ,平安银行,20030213,3.8936,21871040955
000001.SZ,平安银行,20030214,3.9248,22046164948
000001.SZ,平安银行,20030217,3.8832,21812666290
000001.SZ,平安银行,20030218,3.8728,21754291626
000001.SZ,平安银行,20030219,3.9179,22007248505
000001.SZ,平安银行,20030220,3.904,21929415619
000001.SZ,平安银行,20030221,3.7828,21248377867
000001.SZ,平安银行,20030224,3.7585,21112170317
000001.SZ,平安银行,20030225,3.8347,21540251189
000001.SZ,平安银行,20030226,3.8347,21540251189
000001.SZ,平安银行,20030227,3.8347,21540251189
000001.SZ,平安银行,20030228,3.904,21929415619
000001.SZ,平安银行,20030303,3.9283,22065623170
000001.SZ,平安银行,20030304,3.9525,22201830720
000001.SZ,平安银行,20030305,3.9179,22007248505
000001.SZ,平安银行,20030306,3.8382,21559709411
000001.SZ,平安银行,20030307,3.8278,21501334746
000001.SZ,平安银行,20030310,3.7377,20995420988
000001.SZ,平安银行,20030311,3.7481,21053795652
000001.SZ,平安银行,20030312,3.7585,21112170317
000001.SZ,平安银行,20030313,3.7412,21014879209
000001.SZ,平安银行,20030314,3.7689,21170544981
000001.SZ,平安银行,20030317,3.7655,21151086760
000001.SZ,平安银行,20030318,3.7412,21014879209
000001.SZ,平安银行,20030319,3.8105,21404043639
000001.SZ,平安银行,20030320,3.7897,21287294310
000001.SZ,平安银行,20030321,3.8832,21812666290
000001.SZ,平安银行,20030324,3.8867,21832124512
000001.SZ,平安银行,20030325,3.8036,21365127196
000001.SZ,平安银行,20030326,3.8278,21501334746
000001.SZ,平安银行,20030327,4.0218,22590995150
000001.SZ,平安银行,20030328,4.0149,22552078707
000001.SZ,平安银行,20030331,4.0842,22941243137
000001.SZ,平安银行,20030401,4.0876,22960701358
000001.SZ,平安银行,20030402,4.1569,23349865788
000001.SZ,平安银行,20030403,4.1015,23038534244
000001.SZ,平安银行,20030404,4.1985,23583364446
000001.SZ,平安银行,20030407,4.1708,23427698674
000001.SZ,平安银行,20030408,4.1604,23369324009
000001.SZ,平安银行,20030409,4.292,24108736426
000001.SZ,平安银行,20030410,4.2504,23875237768
000001.SZ,平安银行,20030411,4.2747,24011445319
000001.SZ,平安银行,20030414,4.344,24400609748
000001.SZ,平安银行,20030415,4.337,24361693305
000001.SZ,平安银行,20030416,4.77,26793970992
000001.SZ,平安银行,20030417,4.6627,26190766126
000001.SZ,平安银行,20030418,4.4652,25081647501
000001.SZ,平安银行,20030421,4.389,24653566628
000001.SZ,平安银行,20030422,4.4687,25101105722
000001.SZ,平安银行,20030423,4.3578,24478442634
000001.SZ,平安银行,20030424,4.143,23272032902
000001.SZ,平安银行,20030425,4.1188,23135825352
000001.SZ,平安银行,20030428,4.4029,24731399514
000001.SZ,平安银行,20030429,4.2747,24011445319
000001.SZ,平安银行,20030430,4.3059,24186569312
000001.SZ,平安银行,20030512,4.3613,24497900856
