stockid,stockname,date,close,stockvalue
000001.SZ,平安银行,19920211,1.0932,2840639501
000001.SZ,平安银行,19920212,1.1001,2858589830
000001.SZ,平安银行,19920213,1.1053,2872052576
000001.SZ,平安银行,19920214,1.0984,2854102247
000001.SZ,平安银行,19920217,1.0794,2804738844
000001.SZ,平安银行,19920218,1.0707,2782300933
000001.SZ,平安银行,19920219,1.0725,2786788515
000001.SZ,平安银行,19920220,1.0984,2854102247
000001.SZ,平安银行,19920221,1.0932,2840639501
000001.SZ,平安银行,19920224,1.0742,2791276097
000001.SZ,平安银行,19920225,1.069,2777813351
000001.SZ,平安银行,19920226,1.0552,2741912694
000001.SZ,平安银行,19920227,1.0707,2782300933
000001.SZ,平安银行,19920228,1.0897,2831664337
000001.SZ,平安银行,19920302,1.0949,2845127083
000001.SZ,平安银行,19920303,1.0949,2845127083
000001.SZ,平安银行,19920304,1.0967,2849614665
000001.SZ,平安银行,19920305,1.1036,2867564994
000001.SZ,平安银行,19920306,1.1087,2881027740
000001.SZ,平安银行,19920309,1.1191,2907953233
000001.SZ,平安银行,19920310,1.1087,2881027740
000001.SZ,平安银行,19920311,1.1105,2885515322
000001.SZ,平安银行,19920312,1.1139,2894490487
000001.SZ,平安银行,19920313,1.1156,2898978069
000001.SZ,平安银行,19920316,1.1329,2943853890
000001.SZ,平安银行,19920317,1.1346,2948341473
000001.SZ,平安银行,19920318,1.1364,2952829055
000001.SZ,平安银行,19920319,1.126,2925903562
000001.SZ,平安银行,19920320,1.1208,2912440815
000001.SZ,平安银行,19920323,0.7564,1965560982
000001.SZ,平安银行,19920324,0.7633,1983511310
000001.SZ,平安银行,19920325,0.7996,2077750535
000001.SZ,平安银行,19920326,0.8359,2171989761
000001.SZ,平安银行,19920327,0.8255,2145064268
000001.SZ,平安银行,19920330,0.8601,2234815911
000001.SZ,平安银行,19920331,0.8998,2338030300
000001.SZ,平安银行,19920401,0.9291,2414319197
000001.SZ,平安银行,19920402,0.8998,2338030300
000001.SZ,平安银行,19920403,0.8963,2329055136
000001.SZ,平安银行,19920406,0.9499,2468170183
000001.SZ,平安银行,19920407,0.9671,2513046004
000001.SZ,平安银行,19920408,0.9999,2598310065
000001.SZ,平安银行,19920409,1.0086,2620747976
000001.SZ,平安银行,19920410,1.0224,2656648633
000001.SZ,平安银行,19920413,1.1381,2957316637
000001.SZ,平安银行,19920414,1.1226,2916928398
000001.SZ,平安银行,19920415,1.0569,2746400276
000001.SZ,平安银行,19920416,1.1346,2948341473
000001.SZ,平安银行,19920417,1.1053,2872052576
000001.SZ,平安银行,19920420,1.0897,2831664337
000001.SZ,平安银行,19920421,1.088,2827176755
000001.SZ,平安银行,19920422,1.1329,2943853890
000001.SZ,平安银行,19920423,1.1519,2993217294
000001.SZ,平安银行,19920424,1.1744,3051555862
000001.SZ,平安银行,19920427,1.1675,3033605533
000001.SZ,平安银行,19920428,1.1916,3096431684
000001.SZ,平安银行,19920429,1.2434,3231059148
000001.SZ,平安银行,19920430,1.3298,3455438256
000001.SZ,平安银行,19920504,1.409,3913171635
000001.SZ,平安银行,19920505,1.5172,4213839639
000001.SZ,平安银行,19920506,1.6007,4128575578
000001.SZ,平安银行,19920507,1.5155,3908684053
000001.SZ,平安银行,19920508,1.4824,3823419992
000001.SZ,平安银行,19920511,1.5224,3926634381
000001.SZ,平安银行,19920512,1.6147,4164476235
000001.SZ,平安银行,19920513,1.6112,4155501071
000001.SZ,平安银行,19920514,1.5816,4079212174
000001.SZ,平安银行,19920515,1.5781,4070237010
000001.SZ,平安银行,19920518,1.559,4020873606
000001.SZ,平安银行,19920519,1.6164,4168963817
000001.SZ,平安银行,19920520,1.5694,4047799099
000001.SZ,平安银行,19920521,1.5659,4038823935
000001.SZ,平安银行,19920522,1.5451,3984972949
000001.SZ,平安银行,19920525,1.5816,4079212174
000001.SZ,平安银行,19920526,1.6181,4173451400
000001.SZ,平安银行,19920527,1.6007,4128575578
000001.SZ,平安银行,19920528,1.5816,4079212174
000001.SZ,平安银行,19920529,1.5729,4056774264
000001.SZ,平安银行,19920601,1.599,4124087996
000001.SZ,平安银行,19920602,1.5625,4029848771
000001.SZ,平安银行,19920603,1.4668,3783031752
000001.SZ,平安银行,19920604,1.4372,3706742856
000001.SZ,平安银行,19920605,1.4581,3760593842
000001.SZ,平安银行,19920608,1.4442,3724693185
000001.SZ,平安银行,19920609,1.3798,3558652645
000001.SZ,平安银行,19920610,1.3641,3518264406
000001.SZ,平安银行,19920611,1.3502,3482363748
000001.SZ,平安银行,19920612,1.3398,3455438256
000001.SZ,平安银行,19920615,1.2632,3257984641
000001.SZ,平安银行,19920616,1.1692,3015655205
000001.SZ,平安银行,19920617,1.2841,3311835627
