stockid,stockname,year,quarter,rf,SV,sigma_SV,AV,sigma_AV,DP,DD,EDF
601328,交通银行,2014,1,0.0075,2.80111E+11,0.079693206,5.68E+12,0.003931918,5.44E+12,10.72794914,3.76E-27
601328,交通银行,2014,2,0.0075,2.81991E+11,0.056222863,5.96E+12,0.002661535,5.72E+12,15.09174126,9.18E-52
601328,交通银行,2014,3,0.0075,3.10053E+11,0.14810662,5.89E+12,0.007796559,5.62E+12,5.837143031,2.66E-09
601398,工商银行,2006,4,0.0063,1.34712E+12,0.197666347,8.24E+12,0.032322538,6.93E+12,4.895476827,4.90E-07
601398,工商银行,2007,1,0.006975,1.72553E+12,0.240273505,8.97E+12,0.046203653,7.30E+12,4.039557375,2.68E-05
601398,工商银行,2007,2,0.00765,1.79407E+12,0.17039527,9.45E+12,0.032346661,7.72E+12,5.676367899,6.88E-09
601398,工商银行,2007,3,0.009,2.07595E+12,0.212567687,9.98E+12,0.04420931,7.98E+12,4.542418271,2.78E-06
601398,工商银行,2007,4,0.01035,2.68228E+12,0.232918903,1.07E+13,0.058611468,8.06E+12,4.160501552,1.59E-05
601398,工商银行,2008,1,0.01035,2.25689E+12,0.221296102,1.07E+13,0.04689283,8.48E+12,4.343982228,7.00E-06
601398,工商银行,2008,2,0.01035,1.96545E+12,0.220779344,1.06E+13,0.040826889,8.75E+12,4.321705028,7.74E-06
601398,工商银行,2008,3,0.01035,1.58177E+12,0.26139161,1.02E+13,0.040542311,8.71E+12,3.608804097,0.000153806
601398,工商银行,2008,4,0.008055,1.29801E+12,0.192721173,1.03E+13,0.02432701,9.06E+12,4.89835916,4.83E-07
601398,工商银行,2009,1,0.008055,1.25597E+12,0.15747048,1.14E+13,0.017333699,1.02E+13,5.935177287,1.47E-09
601398,工商银行,2009,2,0.008055,1.48852E+12,0.130335301,1.21E+13,0.016012173,1.07E+13,7.229483891,2.42E-13
601398,工商银行,2009,3,0.008055,1.68133E+12,0.146687299,1.25E+13,0.019735954,1.09E+13,6.462570741,5.15E-11
601398,工商银行,2009,4,0.008055,1.74491E+12,0.110634424,1.27E+13,0.015260647,1.10E+13,8.581919675,4.67E-18
601398,工商银行,2010,1,0.008055,1.65552E+12,0.094629593,1.33E+13,0.011809222,1.17E+13,9.968135287,1.05E-23
601398,工商银行,2010,2,0.008055,1.49696E+12,0.109342195,1.35E+13,0.01210161,1.21E+13,8.551263623,6.09E-18
601398,工商银行,2010,3,0.008055,1.3866E+12,0.07713794,1.38E+13,0.007753392,1.25E+13,12.02553879,1.30E-33
601398,工商银行,2010,4,0.0065625,1.50958E+12,0.17793566,1.39E+13,0.019297599,1.25E+13,5.315825022,5.31E-08
601398,工商银行,2011,1,0.0075,1.50132E+12,0.081306733,1.48E+13,0.00827423,1.34E+13,11.48185814,8.14E-31
601398,工商银行,2011,2,0.008125,1.56927E+12,0.090152048,1.53E+13,0.009274373,1.38E+13,10.30322544,3.41E-25
601398,工商银行,2011,3,0.00875,1.45917E+12,0.080831677,1.54E+13,0.00768165,1.40E+13,11.33603597,4.35E-30
601398,工商银行,2011,4,0.00875,1.47152E+12,0.070397109,1.56E+13,0.006629776,1.43E+13,13.00437472,5.78E-39
601398,工商银行,2012,1,0.00875,1.51917E+12,0.062282633,1.65E+13,0.005721417,1.52E+13,14.66089341,5.74E-49
601398,工商银行,2012,2,0.008125,1.47796E+12,0.057410352,1.71E+13,0.004971878,1.57E+13,15.91971457,2.31E-57
601398,工商银行,2012,3,0.0075,1.31931E+12,0.067403376,1.72E+13,0.00516767,1.60E+13,13.49095513,8.84E-42
601398,工商银行,2012,4,0.0075,1.36587E+12,0.071573369,1.73E+13,0.005640756,1.61E+13,12.742251,1.72E-37
601398,工商银行,2013,1,0.0075,1.47227E+12,0.100113332,1.81E+13,0.008123254,1.68E+13,9.137130062,3.21E-20
601398,工商银行,2013,2,0.0075,1.43151E+12,0.08810816,1.83E+13,0.00687403,1.70E+13,10.33996446,2.32E-25
601398,工商银行,2013,3,0.0075,1.37407E+12,0.069402657,1.84E+13,0.005196568,1.71E+13,13.06845538,2.49E-39
601398,工商银行,2013,4,0.0075,1.32503E+12,0.054930471,1.84E+13,0.003960373,1.72E+13,16.4410013,4.86E-61
601398,工商银行,2014,1,0.0075,1.19454E+12,0.07018774,1.89E+13,0.004428296,1.79E+13,12.65473974,5.27E-37
601398,工商银行,2014,2,0.0075,1.2335E+12,0.062081549,1.95E+13,0.003923699,1.84E+13,14.31046107,9.41E-47
601398,工商银行,2014,3,0.0075,1.23409E+12,0.059648827,1.93E+13,0.003819045,1.82E+13,14.91977335,1.23E-50
601818,光大银行,2010,3,0.008055,1.38488E+11,0.115253285,1.49E+12,0.010694976,1.36E+12,7.990515259,6.72E-16
601818,光大银行,2010,4,0.0065625,1.66187E+11,0.250715107,1.51E+12,0.027531842,1.36E+12,3.775660377,7.98E-05
601818,光大银行,2011,1,0.0075,1.5824E+11,0.134068668,1.70E+12,0.012476764,1.55E+12,6.911638872,2.40E-12
601818,光大银行,2011,2,0.008125,1.48356E+11,0.089332074,1.68E+12,0.007893686,1.54E+12,10.25201435,5.80E-25
601818,光大银行,2011,3,0.00875,1.27326E+11,0.09989433,1.65E+12,0.007706544,1.54E+12,8.958174513,1.65E-19
601818,光大银行,2011,4,0.00875,1.17375E+11,0.078525819,1.72E+12,0.005370897,1.61E+12,11.2102834,1.82E-29
601818,光大银行,2012,1,0.00875,1.20517E+11,0.082298614,1.99E+12,0.004995882,1.88E+12,10.498532,4.39E-26
601818,光大银行,2012,2,0.008125,1.17871E+11,0.078574345,2.05E+12,0.004527853,1.94E+12,11.02886845,1.39E-28
601818,光大银行,2012,3,0.0075,1.10916E+11,0.057723679,2.16E+12,0.0029685,2.06E+12,14.91830453,1.25E-50
601818,光大银行,2012,4,0.0075,1.093E+11,0.108769834,2.22E+12,0.005361618,2.12E+12,7.858847498,1.94E-15
601818,光大银行,2013,1,0.0075,1.3329E+11,0.187278107,2.37E+12,0.010526503,2.25E+12,4.664684432,1.55E-06
601818,光大银行,2013,2,0.0075,1.23468E+11,0.126312524,2.41E+12,0.006474209,2.30E+12,6.813673425,4.76E-12
601818,光大银行,2013,3,0.0075,1.12763E+11,0.139818475,2.40E+12,0.006561999,2.31E+12,6.058732194,6.86E-10
601818,光大银行,2013,4,0.0075,1.16013E+11,0.07606373,2.33E+12,0.003793134,2.23E+12,11.26115263,1.02E-29
601818,光大银行,2014,1,0.0075,1.1574E+11,0.091554046,2.48E+12,0.00426714,2.39E+12,9.240515239,1.23E-20
601818,光大银行,2014,2,0.0075,1.16277E+11,0.068064988,2.56E+12,0.003092211,2.46E+12,12.36787759,1.95E-35
601818,光大银行,2014,3,0.0075,1.23721E+11,0.096707143,2.47E+12,0.004835897,2.37E+12,8.861611196,3.94E-19
601939,建设银行,2007,3,0.009,2.08801E+12,0.358281374,7.99E+12,0.093654223,5.96E+12,2.71819984,0.003281909
601939,建设银行,2007,4,0.01035,2.38495E+12,0.175386071,8.46E+12,0.049470239,6.13E+12,5.550723031,1.42E-08
601939,建设银行,2008,1,0.01035,1.91518E+12,0.211262777,8.23E+12,0.049170623,6.38E+12,4.571102362,2.43E-06
601939,建设银行,2008,2,0.01035,1.65042E+12,0.233877569,8.13E+12,0.047470769,6.55E+12,4.10106049,2.06E-05
601939,建设银行,2008,3,0.01035,1.26889E+12,0.265668601,8.00E+12,0.042154944,6.80E+12,3.556375862,0.000188003
601939,建设银行,2008,4,0.008055,9.7697E+11,0.243122429,7.96E+12,0.029824623,7.04E+12,3.875226889,5.33E-05
601939,建设银行,2009,1,0.008055,9.64357E+11,0.175408244,9.01E+12,0.018770551,8.11E+12,5.316230598,5.30E-08
601939,建设银行,2009,2,0.008055,1.13791E+12,0.156021342,9.59E+12,0.018508037,8.52E+12,6.024241736,8.50E-10
601939,建设银行,2009,3,0.008055,1.38903E+12,0.192862451,1.01E+13,0.026590652,8.76E+12,4.922827278,4.27E-07
601939,建设银行,2009,4,0.008055,1.40007E+12,0.119635992,1.03E+13,0.016224385,9.00E+12,7.927809919,1.12E-15
601939,建设银行,2010,1,0.008055,1.33799E+12,0.108765028,1.07E+13,0.013566614,9.46E+12,8.672354891,2.12E-18
601939,建设银行,2010,2,0.008055,1.19941E+12,0.109426096,1.07E+13,0.012271523,9.57E+12,8.553448045,5.97E-18
601939,建设银行,2010,3,0.008055,1.11121E+12,0.076807998,1.09E+13,0.007811331,9.89E+12,12.08941433,6.01E-34
601939,建设银行,2010,4,0.0065625,1.16345E+12,0.127217069,1.11E+13,0.013278897,1.00E+13,7.416504738,6.01E-14
601939,建设银行,2011,1,0.0075,1.21324E+12,0.090186201,1.16E+13,0.009404749,1.05E+13,10.37117723,1.68E-25
601939,建设银行,2011,2,0.008125,1.26489E+12,0.081388712,1.21E+13,0.008509035,1.09E+13,11.4281953,1.51E-30
601939,建设银行,2011,3,0.00875,1.1542E+12,0.072891288,1.20E+13,0.007026804,1.09E+13,12.58893365,1.21E-36
601939,建设银行,2011,4,0.00875,1.17467E+12,0.076950304,1.24E+13,0.007268453,1.14E+13,11.90049417,5.88E-33
601939,建设银行,2012,1,0.00875,1.1991E+12,0.070080876,1.34E+13,0.006281836,1.23E+13,12.9956149,6.48E-39
601939,建设银行,2012,2,0.008125,1.14357E+12,0.059093554,1.35E+13,0.005000374,1.25E+13,15.42887608,5.23E-54
601939,建设银行,2012,3,0.0075,9.98581E+11,0.069611073,1.31E+13,0.005286902,1.22E+13,13.04974394,3.19E-39
601939,建设银行,2012,4,0.0075,1.06521E+12,0.082271047,1.38E+13,0.006334651,1.29E+13,11.05803408,1.00E-28
601939,建设银行,2013,1,0.0075,1.17768E+12,0.115631595,1.46E+13,0.009351523,1.35E+13,7.908236953,1.31E-15
601939,建设银行,2013,2,0.0075,1.16553E+12,0.090541691,1.47E+13,0.007179739,1.36E+13,10.07924873,3.41E-24
601939,建设银行,2013,3,0.0075,1.08677E+12,0.097327083,1.47E+13,0.007179114,1.37E+13,9.303357295,6.80E-21
601939,建设银行,2013,4,0.0075,1.07521E+12,0.107305132,1.50E+13,0.007668919,1.41E+13,8.407725562,2.09E-17
601939,建设银行,2014,1,0.0075,9.79827E+11,0.065511353,1.56E+13,0.004106202,1.48E+13,13.54607242,4.18E-42
601939,建设银行,2014,2,0.0075,1.00861E+12,0.048081595,1.59E+13,0.003058638,1.50E+13,18.49326094,1.17E-76
601939,建设银行,2014,3,0.0075,1.01932E+12,0.061496977,1.62E+13,0.003876883,1.53E+13,14.44156124,1.42E-47
601988,中国银行,2006,3,0.0063,8.5987E+11,0.085391007,5.67E+12,0.012943762,4.84E+12,11.29658884,6.82E-30
601988,中国银行,2006,4,0.0063,9.23932E+11,0.188790917,5.25E+12,0.033213625,4.36E+12,5.140060611,1.37E-07
601988,中国银行,2007,1,0.006975,1.25793E+12,0.246985376,6.00E+12,0.051808347,4.77E+12,3.942050434,4.04E-05
601988,中国银行,2007,2,0.00765,1.41418E+12,0.20119983,6.31E+12,0.045092267,4.93E+12,4.838048074,6.56E-07
601988,中国银行,2007,3,0.009,1.4463E+12,0.17830278,6.40E+12,0.040279395,5.00E+12,5.434696858,2.74E-08
601988,中国银行,2007,4,0.01035,1.70906E+12,0.206637591,6.73E+12,0.052457127,5.08E+12,4.691409701,1.36E-06
601988,中国银行,2008,1,0.01035,1.45583E+12,0.170762867,6.75E+12,0.03681661,5.35E+12,5.634416245,8.78E-09
601988,中国银行,2008,2,0.01035,1.20366E+12,0.207225949,7.05E+12,0.035357031,5.91E+12,4.581606741,2.31E-06
601988,中国银行,2008,3,0.01035,9.59915E+11,0.244847387,6.91E+12,0.034000086,6.01E+12,3.820653725,6.65E-05
601988,中国银行,2008,4,0.008055,8.10875E+11,0.201292992,7.12E+12,0.022930808,6.36E+12,4.65536773,1.62E-06
601988,中国银行,2009,1,0.008055,8.27872E+11,0.190915599,8.08E+12,0.019551064,7.31E+12,4.866618946,5.68E-07
601988,中国银行,2009,2,0.008055,9.55434E+11,0.141746268,8.48E+12,0.015962225,7.59E+12,6.605249115,1.98E-11
601988,中国银行,2009,3,0.008055,1.07143E+12,0.152546674,8.71E+12,0.018762227,7.70E+12,6.17733372,3.26E-10
601988,中国银行,2009,4,0.008055,1.05656E+12,0.114061266,9.09E+12,0.013255559,8.10E+12,8.227999711,9.52E-17
601988,中国银行,2010,1,0.008055,1.05825E+12,0.08867377,1.00E+13,0.009369288,9.03E+12,10.50530182,4.08E-26
601988,中国银行,2010,2,0.008055,9.99788E+11,0.125752226,9.91E+12,0.012691698,8.98E+12,7.379228919,7.96E-14
601988,中国银行,2010,3,0.008055,8.71676E+11,0.082384773,1.02E+13,0.007072558,9.36E+12,11.09282493,6.80E-29
601988,中国银行,2010,4,0.0065625,9.02679E+11,0.089296512,1.05E+13,0.007698951,9.63E+12,10.4171866,1.03E-25
601988,中国银行,2011,1,0.0075,9.11656E+11,0.064561576,1.12E+13,0.005251809,1.04E+13,14.17224589,6.80E-46
601988,中国银行,2011,2,0.008125,9.24847E+11,0.067571916,1.14E+13,0.005464383,1.06E+13,13.42682114,2.11E-41
601988,中国银行,2011,3,0.00875,8.37442E+11,0.065689787,1.14E+13,0.004838499,1.06E+13,13.54050591,4.51E-42
601988,中国银行,2011,4,0.00875,8.23066E+11,0.066571787,1.16E+13,0.004716401,1.09E+13,13.29002346,1.32E-40
601988,中国银行,2012,1,0.00875,8.40089E+11,0.059566401,1.26E+13,0.003957834,1.19E+13,14.71502112,2.58E-49
601988,中国银行,2012,2,0.008125,8.35313E+11,0.038910467,1.26E+13,0.002585896,1.18E+13,22.75484566,6.42E-115
601988,中国银行,2012,3,0.0075,7.64391E+11,0.062248241,1.24E+13,0.00384028,1.17E+13,14.22532472,3.19E-46
601988,中国银行,2012,4,0.0075,7.79279E+11,0.064633772,1.23E+13,0.004096224,1.16E+13,13.75042446,2.53E-43
601988,中国银行,2013,1,0.0075,8.35149E+11,0.090882979,1.29E+13,0.005906125,1.21E+13,9.811352304,5.03E-23
601988,中国银行,2013,2,0.0075,8.01937E+11,0.074350201,1.28E+13,0.004645814,1.21E+13,11.93069051,4.09E-33
601988,中国银行,2013,3,0.0075,7.52477E+11,0.090227932,1.31E+13,0.005172372,1.25E+13,9.711014955,1.35E-22
601988,中国银行,2013,4,0.0075,7.76454E+11,0.06874492,1.34E+13,0.003996551,1.27E+13,12.77236545,1.17E-37
601988,中国银行,2014,1,0.0075,7.02987E+11,0.078922838,1.44E+13,0.003840062,1.38E+13,10.80555443,1.62E-27
601988,中国银行,2014,2,0.0075,7.44621E+11,0.059050605,1.48E+13,0.002963847,1.42E+13,14.52210706,4.39E-48
601988,中国银行,2014,3,0.0075,7.43719E+11,0.063503578,1.47E+13,0.003202665,1.41E+13,13.51508826,6.37E-42
601998,中信银行,2007,2,0.00765,4.0415E+11,0.292061269,1.18E+12,0.099992626,7.82E+11,3.373392873,0.00037124
601998,中信银行,2007,3,0.009,4.19554E+11,0.228734955,1.25E+12,0.076602671,8.41E+11,4.293376825,8.80E-06
601998,中信银行,2007,4,0.01035,4.12576E+11,0.193252519,1.32E+12,0.060249659,9.20E+11,5.055734611,2.14E-07
601998,中信银行,2008,1,0.01035,3.461E+11,0.240422189,1.32E+12,0.063140792,9.82E+11,4.037849452,2.70E-05
601998,中信银行,2008,2,0.01035,2.49417E+11,0.269369811,1.26E+12,0.053382012,1.02E+12,3.556036557,0.000188246
601998,中信银行,2008,3,0.01035,2.07341E+11,0.301454633,1.18E+12,0.052774087,9.87E+11,3.154190985,0.000804719
601998,中信银行,2008,4,0.008055,1.6345E+11,0.271901011,1.24E+12,0.035849952,1.08E+12,3.481813081,0.000249016
601998,中信银行,2009,1,0.008055,1.71391E+11,0.186416671,1.31E+12,0.024359999,1.15E+12,5.075710875,1.93E-07
601998,中信银行,2009,2,0.008055,2.03108E+11,0.154394165,1.49E+12,0.021101122,1.29E+12,6.146036268,3.97E-10
601998,中信银行,2009,3,0.008055,2.29061E+11,0.214610815,1.54E+12,0.03199212,1.32E+12,4.444483243,4.41E-06
601998,中信银行,2009,4,0.008055,2.66669E+11,0.220213234,1.91E+12,0.030735066,1.66E+12,4.314640006,7.99E-06
601998,中信银行,2010,1,0.008055,2.79795E+11,0.168336749,1.90E+12,0.024846645,1.63E+12,5.663019373,7.44E-09
601998,中信银行,2010,2,0.008055,2.3001E+11,0.220485225,2.02E+12,0.025098756,1.81E+12,4.249900418,1.07E-05
601998,中信银行,2010,3,0.008055,2.20749E+11,0.131026432,2.01E+12,0.014363232,1.81E+12,7.130700651,4.99E-13
601998,中信银行,2010,4,0.0065625,2.18567E+11,0.170621142,2.14E+12,0.017400361,1.94E+12,5.521139721,1.68E-08
601998,中信银行,2011,1,0.0075,2.08425E+11,0.106658787,2.19E+12,0.010169131,1.99E+12,8.705975911,1.57E-18
601998,中信银行,2011,2,0.008125,2.06166E+11,0.103120595,2.28E+12,0.009338244,2.09E+12,8.902873915,2.72E-19
601998,中信银行,2011,3,0.00875,2.04954E+11,0.143811569,2.27E+12,0.013007472,2.08E+12,6.339012098,1.16E-10
601998,中信银行,2011,4,0.00875,1.98519E+11,0.104385093,2.74E+12,0.00755228,2.57E+12,8.500429824,9.44E-18
601998,中信银行,2012,1,0.00875,2.06026E+11,0.104652226,2.63E+12,0.008186153,2.45E+12,8.565867441,5.36E-18
601998,中信银行,2012,2,0.008125,1.99837E+11,0.098624863,2.87E+12,0.006869959,2.69E+12,9.034646604,8.23E-20
601998,中信银行,2012,3,0.0075,1.79807E+11,0.079439119,2.84E+12,0.005029042,2.68E+12,11.18607926,2.39E-29
601998,中信银行,2012,4,0.0075,1.75913E+11,0.114510067,2.88E+12,0.00699089,2.73E+12,7.721741385,5.74E-15
601998,中信银行,2013,1,0.0075,2.20602E+11,0.230450183,3.08E+12,0.016531939,2.88E+12,3.916612408,4.49E-05
601998,中信银行,2013,2,0.0075,1.97845E+11,0.143208131,3.35E+12,0.008451895,3.18E+12,6.14470102,4.01E-10
601998,中信银行,2013,3,0.0075,1.72448E+11,0.146681234,3.28E+12,0.007700598,3.14E+12,5.891216355,1.92E-09
601998,中信银行,2013,4,0.0075,1.83844E+11,0.149334043,3.52E+12,0.007800535,3.36E+12,5.781721484,3.70E-09
601998,中信银行,2014,1,0.0075,2.05985E+11,0.28509751,3.87E+12,0.015184276,3.69E+12,3.037612808,0.001192301
601998,中信银行,2014,2,0.0075,2.10696E+11,0.140804723,4.19E+12,0.00708529,4.01E+12,6.092989477,5.54E-10
601998,中信银行,2014,3,0.0075,2.04561E+11,0.11005526,3.89E+12,0.005786081,3.71E+12,7.853661115,2.02E-15
